""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"blastx"	"blastp"	"GOterms"	"kegg"
"PladumEVm018416"	2.70879256336414	3.66263905188616	163.910798460118	1.58215234188279e-37	5.02534733391299e-34	" FBX4_BOVIN RL37_ICTPU RL371_DROME RL371_DROME RL371_DROME RL371_DROME"	" FBX4_BOVIN FBX4_BOVIN FBX4_MOUSE . FBX4_BOVIN SKP2_MOUSE"	" GO:0005737 GO:0005840 GO:0022625 GO:0022625 GO:0022625 GO:0022625"	" KEGG:bta:534852 KEGG:bta:534852 KEGG:mmu:106052 KEGG:dme:Dmel_CG9091 KEGG:bta:534852 KEGG:mmu:27401"
"PladumEVm015436"	2.68265572585251	4.72630121811875	152.637035244312	4.59831709744906e-35	1.33883834223144e-31	" CP3AP_MOUSE CP3AO_SHEEP CP3AL_CALJA CP9F2_DROME CP3A2_RAT CP3AL_CALJA CP3AL_CALJA CP3AA_MESAU CP3AC_CANLF CP3AS_BOVIN CP3AL_CALJA CP3AP_MOUSE CP3AP_MOUSE CP3AL_CALJA CP3AL_CALJA CP3A8_MACFA CP3AP_MOUSE"	" CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP6D3_MUSDO CP3AO_SHEEP CP3AA_MESAU CP3A2_RAT CP3AA_MESAU CP3A2_RAT CP3AS_BOVIN CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP3AL_CALJA CP3AL_CALJA CP3AO_SHEEP"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:mde:101899585 KEGG:oas:100170111 KEGG:cjc:100404344 KEGG:rno:266682 . KEGG:rno:266682 . KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:cjc:100404344 KEGG:cjc:100404344 KEGG:oas:100170111"
"PladumEVm028923"	3.09954373149281	4.21334752300027	142.611472965709	7.14794616132974e-33	1.92109300715923e-29	" CPNA1_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA2_CAEEL CPNA2_CAEEL CPNA2_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA2_CAEEL CPNA2_CAEEL CPNA1_CAEEL"	" CPNA1_CAEEL CPNA1_CAEEL RGLG4_ARATH CPNA1_CAEEL CPNA2_CAEEL CPNA2_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA1_CAEEL CPNA2_CAEEL CPNA2_CAEEL CPNA1_CAEEL"	" GO:0009925 GO:0009925 GO:0009925 . . . GO:0009925 GO:0009925 GO:0009925 GO:0009925 . . GO:0009925"	" KEGG:cel:CELE_F31D5.3 KEGG:cel:CELE_F31D5.3 KEGG:ath:AT1G79380 KEGG:cel:CELE_F31D5.3 KEGG:cel:CELE_B0228.4 KEGG:cel:CELE_B0228.4 KEGG:cel:CELE_F31D5.3 KEGG:cel:CELE_F31D5.3 KEGG:cel:CELE_F31D5.3 KEGG:cel:CELE_F31D5.3 KEGG:cel:CELE_B0228.4 KEGG:cel:CELE_B0228.4 KEGG:cel:CELE_F31D5.3"
"PladumEVm025421"	2.63445240022438	4.33348435254734	142.392011701392	7.98300798658338e-33	1.99227368602312e-29	" MAL2_DROVI MAL2_DROVI . RTJK_DROME . . RAB1A_LYMST RAB1A_LYMST RTJK_DROME"	" RTJK_DROME MAL2_DROVI . RTJK_DROME . . RAB1A_LYMST . RTJK_DROME"	" GO:0032450 GO:0032450 . GO:0003964 . . GO:0005783 GO:0005783 GO:0003964"	" . . . . . . . . ."
"PladumEVm030309"	-2.56764752998691	3.94962461282064	140.933391265478	1.66382375934991e-32	3.87548922186177e-29	" HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA"	" HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4A_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES1A_XENLA HES4B_XENLA"	" GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634"	" KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398579 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:397813 KEGG:xla:398258"
"PladumEVm016416"	2.51787299592467	4.27073625857279	139.280734431772	3.8238715585947e-32	8.35014052410876e-29	" CP2J2_HUMAN CP2BB_CANLF CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2U1_HUMAN CP2U1_HUMAN"	" CP2J2_HUMAN CP2BB_CANLF CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2U1_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2U1_HUMAN CP2U1_HUMAN"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:hsa:1573 KEGG:cfa:474177 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:rno:25251 KEGG:hsa:113612 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:113612 KEGG:hsa:113612"
"PladumEVm045311"	-3.42714375729418	3.58404685765436	135.142963058928	3.07231381245874e-31	6.31432778197034e-28	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm061919"	-2.2975942522071	6.18850165102868	133.566159621503	6.79791906467438e-31	1.31951385667032e-27	" . . . . . . . . . . . ."	" . . . . . . . . . . . ."	" . . . . . . . . . . . ."	" . . . . . . . . . . . ."
"PladumEVm045566"	3.39859039251465	9.30301197974312	132.622141501761	1.09366622600348e-30	2.01113706685976e-27	" GST5_CAEEL GST5_CAEEL GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST_NOTSL GST1_ASCSU GST1_ASCSU GST_NOTSL GST1_ASCSU GST5_CAEEL GST5_CAEEL HPGDS_CHICK GST5_CAEEL SCRY4_ENTDO GST1_ASCSU HPGDS_CHICK GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST1_ASCSU GST1_ASCSU GST1_ASCSU GST_NOTSL"	" SCRY4_ENTDO GST5_CAEEL GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST_NOTSL GST1_ASCSU GST1_ASCSU GST_NOTSL GST1_ASCSU GST5_CAEEL GST5_CAEEL HPGDS_CHICK GST5_CAEEL SCRY4_ENTDO GST1_ASCSU SCR11_NOTSL GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST1_ASCSU GST1_ASCSU GST1_ASCSU ."	" GO:0004364 GO:0004364 GO:0005903 GO:0005829 GO:0005903 GO:0005737 GO:0005903 GO:0005903 GO:0005737 GO:0005903 GO:0004364 GO:0004364 GO:0005829 GO:0004364 GO:0005212 GO:0005903 GO:0005829 GO:0005903 GO:0005829 GO:0005903 GO:0005903 GO:0005903 GO:0005903 GO:0005737"	" KEGG:cel:CELE_R03D7.6 KEGG:cel:CELE_R03D7.6 . KEGG:gga:395863 . . . . . . KEGG:cel:CELE_R03D7.6 KEGG:cel:CELE_R03D7.6 KEGG:gga:395863 KEGG:cel:CELE_R03D7.6 . . KEGG:gga:395863 . KEGG:gga:395863 . . . . ."
"PladumEVm015182"	2.25593100438268	6.89704089097462	120.910048138722	3.99857301840971e-28	6.98530713451084e-25	" CP3AB_MOUSE CP3A2_RAT CP3AE_CAVPO CP341_MOUSE CP3A2_RAT THAS_PIG CP341_MOUSE CP341_MOUSE CP341_MOUSE CP341_MOUSE CP3A1_RAT CP341_MOUSE CP3A9_RAT CP3AB_MOUSE CP3A9_RAT CP3A1_RAT CP3AB_MOUSE CP3A2_RAT CP341_MOUSE CP3A9_RAT CP3A2_RAT CP3AE_CAVPO CP3A2_RAT CP3A2_RAT CP3AC_CANLF CP3AG_MOUSE CP3A9_RAT CP3AG_MOUSE CP3A2_RAT CP3A6_RABIT CP3A9_RAT CP4FC_HUMAN CP3AB_MOUSE CP341_MOUSE CP3AG_MOUSE CP341_MOUSE CP341_MOUSE CP341_MOUSE CP341_MOUSE CP341_MOUSE CP3AB_MOUSE CP3A2_RAT CP341_MOUSE CP341_MOUSE CP341_MOUSE CP341_MOUSE CP341_MOUSE CP3AB_MOUSE CP341_MOUSE CP3A2_RAT CP3A2_RAT CP3A2_RAT CP341_MOUSE CP3A2_RAT CP3A2_RAT CP3A2_RAT CP3AB_MOUSE CP3AB_MOUSE CP3A2_RAT CP341_MOUSE CP341_MOUSE CP3A2_RAT CP341_MOUSE CP3A2_RAT CP3AB_MOUSE CP3A9_RAT CP3A2_RAT CP341_MOUSE CP3AV_MESAU"	" CP3AB_MOUSE CP3A2_RAT CP3AE_CAVPO CP3AB_MOUSE CP3A2_RAT THAS_PIG CP3AB_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP341_MOUSE CP3A9_RAT CP341_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP3A9_RAT CP3AB_MOUSE CP3A2_RAT CP341_MOUSE CP3AB_MOUSE CP3A2_RAT CP3AT_PIG CP3A2_RAT CP3A6_RABIT CP3AC_CANLF CP3AG_MOUSE CP3A9_RAT CP3AG_MOUSE CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP4FC_HUMAN CP3AB_MOUSE CP3A2_RAT CP3AG_MOUSE CP3A2_RAT CP3A2_RAT CP3A2_RAT CP3AB_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP341_MOUSE CP3A2_RAT CP3A2_RAT CP341_MOUSE CP341_MOUSE CP3AB_MOUSE CP3A9_RAT CP3A2_RAT CP3A2_RAT CP3A2_RAT CP341_MOUSE CP3A6_RABIT CP3AB_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP3A2_RAT CP3AB_MOUSE CP3AB_MOUSE CP3A2_RAT CP3AB_MOUSE CP3AP_MOUSE CP3AB_MOUSE CP3AB_MOUSE CP3A2_RAT CP3AB_MOUSE CP3A2_RAT"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0016324 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:mmu:13112 KEGG:rno:266682 . KEGG:mmu:13112 KEGG:rno:266682 KEGG:ssc:397112 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:100041375 . KEGG:mmu:100041375 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:13112 . KEGG:mmu:13112 KEGG:rno:266682 KEGG:mmu:100041375 KEGG:mmu:13112 KEGG:rno:266682 KEGG:ssc:403324 KEGG:rno:266682 KEGG:ocu:100328954 KEGG:cfa:415129 KEGG:mmu:13114 . KEGG:mmu:13114 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:hsa:66002 KEGG:mmu:13112 KEGG:rno:266682 KEGG:mmu:13114 KEGG:rno:266682 KEGG:rno:266682 KEGG:rno:266682 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:100041375 KEGG:rno:266682 KEGG:rno:266682 KEGG:mmu:100041375 KEGG:mmu:100041375 KEGG:mmu:13112 KEGG:mmu:100041375 KEGG:rno:266682 KEGG:rno:266682 KEGG:rno:266682 KEGG:mmu:100041375 KEGG:ocu:100328954 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:rno:266682 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:rno:266682 KEGG:mmu:13112 KEGG:mmu:56388 KEGG:mmu:13112 KEGG:mmu:13112 KEGG:rno:266682 KEGG:mmu:13112 KEGG:rno:266682"
"PladumEVm016424"	3.2294087659442	2.30347290578142	115.176618378481	7.19914392271924e-27	1.19776614055185e-23	" CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT"	" CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:rno:25251 KEGG:rno:25251 KEGG:rno:25251 KEGG:rno:25251 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:rno:25251 KEGG:rno:25251 KEGG:rno:25251"
"PladumEVm040119"	1.83636083378891	4.80182250051571	113.753041992195	1.47591702335161e-26	2.34395749449463e-23	" BAP31_HUMAN BAP31_HUMAN BAP31_HUMAN BAP31_HUMAN BAP31_HUMAN"	" BAP31_HUMAN BAP31_HUMAN BAP31_HUMAN BAP31_HUMAN BAP31_HUMAN"	" GO:0030136 GO:0030136 GO:0030136 GO:0030136 GO:0030136"	" KEGG:hsa:10134 KEGG:hsa:10134 KEGG:hsa:10134 KEGG:hsa:10134 KEGG:hsa:10134"
"PladumEVm097343"	-2.94727377237081	3.39129920427296	112.632097897959	2.59768126976387e-26	3.94610373409912e-23	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."
"PladumEVm018936"	4.5821077658311	0.788697568069775	111.913910479701	3.73167335080231e-26	5.43253896682008e-23	" ILEU_XENTR ILEU_XENTR"	" ILEU_XENTR SPI2_VACCW"	" GO:0005737 GO:0005737"	" KEGG:xtr:496899 KEGG:vg:3707572"
"PladumEVm044059"	3.21255557702181	4.37834917627479	111.660052958593	4.24143435894688e-26	5.92765900268979e-23	" JDP2_HUMAN ATF3_BOVIN JDP2_HUMAN ."	" FOS_TAKRU FOS_TAKRU FOS_TETFL ."	" GO:0000785 GO:0005634 GO:0000785 ."	" KEGG:hsa:122953 KEGG:bta:515266 KEGG:hsa:122953 ."
"PladumEVm015907"	2.85453242800232	1.47158389218053	110.538460322649	7.46823384637077e-26	1.00358700907057e-22	" CP3AV_MESAU CP3AV_MESAU CP3AV_MESAU"	" CP3AV_MESAU CP3AV_MESAU CP3AV_MESAU"	" GO:0005789 GO:0005789 GO:0005789"	" . . ."
"PladumEVm060572"	2.4475608466674	3.42591801484747	110.439204995571	7.85168046705051e-26	1.01603653273436e-22	" YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO . YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO"	" YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO . YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 . GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 . KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03"
"PladumEVm098962"	-2.0281211861691	3.35757420152536	102.255301686353	4.88081673738805e-24	6.0903877138429e-21	" ."	" ."	" ."	" ."
"PladumEVm005430"	4.00372810111998	2.99193545583951	101.747050834179	6.30840444467491e-24	7.60032216870678e-21	" DEAHB_ARATH DEAHB_ARATH R144A_XENTR R144A_XENTR DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH"	" DEAHB_ARATH DEAHB_ARATH R144A_XENTR R144A_XENTR DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH"	" GO:0009507 GO:0009507 GO:0005737 GO:0005737 GO:0009507 GO:0009507 GO:0009507 GO:0009507 GO:0009507 GO:0009507"	" KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:xtr:100124307 KEGG:xtr:100124307 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020"
"PladumEVm024667"	3.77213079041473	3.77432289931637	101.017785108938	9.11612280828546e-24	1.06169404932895e-20	" ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST YGD9_YEAST YGD9_YEAST YGD9_YEAST DFRA_MAIZE DFRA_MAIZE ARI1_YEAST YGD9_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST PAR1_ROSHC ARI1_YEAST ARI1_YEAST YGD9_YEAST YGD9_YEAST ANRPN_VITVI PAR1_ROSHC"	" ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST YGD9_YEAST YGD9_YEAST YGD9_YEAST TKPR1_ARATH TKPR1_ARATH ARI1_YEAST YGD9_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST PAR1_ROSHC ARI1_YEAST ARI1_YEAST ARI1_YEAST YGD9_YEAST ANRPN_VITVI PAR1_ROSHC"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0045552 GO:0045552 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0016491 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0033729 GO:0016491"	" KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL039W KEGG:sce:YGL039W KEGG:sce:YGL039W KEGG:ath:AT4G35420 KEGG:ath:AT4G35420 KEGG:sce:YGL157W KEGG:sce:YGL039W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W . KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL039W . ."
