ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0046943	GO:0046943	carboxylic acid transmembrane transporter activity	25/733	87/7956	1.47485847402057e-07	8.95641327859762e-06	7.43780302209415e-06	Abcb1b/Abcg2/Ctns/Abcb1a/Slc46a1/Abcc4/Slc6a5/Slc5a12/Slc5a8/Slc10a2/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc16a10/Slc26a2/Slc1a1/Mfsd12/Slc17a6/Slc16a9/Slc16a13	25
GO:0015293	GO:0015293	symporter activity	23/733	76/7956	1.64221054073104e-07	9.1416386767361e-06	7.59162241197593e-06	Slc22a18/Ctns/Mfsd4b1/Slc33a1/Slc6a5/Slc5a12/Slc5a8/Slc10a2/Slc6a8/Slc5a6/Slc1a3/Slc36a1/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc34a2/Slc17a5/Slc1a1/Mfsd12/Slc17a6/Slc16a9/Slc16a13	23
GO:0101021	GO:0101021	estrogen 2-hydroxylase activity	8/733	10/7956	1.90528258564104e-07	9.79022128621705e-06	8.13023419135894e-06	Cyp3a25/Cyp3a41a/Cyp3a11/Cyp1a1/Cyp3a44/Cyp3a59/Cyp2b19/Cyp2b10	8
GO:0016709	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	13/733	28/7956	3.14240260507059e-07	1.49937495727654e-05	1.24514749840015e-05	Cyp1a1/Cyp2d26/Cyp46a1/Cyp4f40/Cyp2b19/Cyp2d40/Fmo6/Msmo1/Cyp4f14/Cyp2b10/Cyp51/Cyp4f15/Sqle	13
GO:0015036	GO:0015036	disulfide oxidoreductase activity	14/733	34/7956	6.7880062100654e-07	3.02292543221579e-05	2.51037141944173e-05	Txndc12/Pdia6/Ifi30/P4hb/Qsox1/Nxn/Pdia4/Ero1b/Gsto2/Pdia5/Gsto1/Pdia4/Glrx5/Tmx3	14
GO:0005496	GO:0005496	steroid binding	17/733	51/7956	1.51574559284586e-06	5.71234053624349e-05	4.74378106303234e-05	Cyp3a25/Cyp3a41a/Cyp3a11/Vdr/Nr1h4/Cyp3a44/Hsd11b1/Cyp3a59/Nfe2l1/Ugt1a7c/Apod/Gstm1/Ugt1a10/Erlin1/Osbpl8/Rora/Prom1	17
GO:0038023	GO:0038023	signaling receptor activity	53/733	297/7956	1.53925343790992e-06	5.71234053624349e-05	4.74378106303234e-05	Grik3/Sstr2/Lrp6/Vdr/Rorb/Nr1h4/Lrp6/Reg1/Gria2/Mrc1/Adgre1/Neo1/Rack1/Tlr13/Nr2f2/Lrp1/Gpr143/Cysltr1/Mrc2/Glra2/Chrna7/Unc5b/Hpgd/Clec1b/Grm2/Trpv4/Chrna6/Ptprt/Ghsr/Adrb2/Chrnb3/Rara/Tlr7/Npffr2/Axl/Tacr2/Rora/Chrna3/Colec12/Nmur2/Rho/Npsr1/Il1rap/Unc13c/Gnrhr/P2rx7/Chrna2/Dcc/Cubn/Trhr/Tlr2/Itgb7/Tacr1	53
GO:0060089	GO:0060089	molecular transducer activity	53/733	297/7956	1.53925343790992e-06	5.71234053624349e-05	4.74378106303234e-05	Grik3/Sstr2/Lrp6/Vdr/Rorb/Nr1h4/Lrp6/Reg1/Gria2/Mrc1/Adgre1/Neo1/Rack1/Tlr13/Nr2f2/Lrp1/Gpr143/Cysltr1/Mrc2/Glra2/Chrna7/Unc5b/Hpgd/Clec1b/Grm2/Trpv4/Chrna6/Ptprt/Ghsr/Adrb2/Chrnb3/Rara/Tlr7/Npffr2/Axl/Tacr2/Rora/Chrna3/Colec12/Nmur2/Rho/Npsr1/Il1rap/Unc13c/Gnrhr/P2rx7/Chrna2/Dcc/Cubn/Trhr/Tlr2/Itgb7/Tacr1	53
GO:0003756	GO:0003756	protein disulfide isomerase activity	9/733	16/7956	2.87900870258927e-06	9.61588906664816e-05	7.98546098033971e-05	Pdia6/P4hb/Qsox1/Creld2/Pdia4/Ero1b/Pdia5/Pdia4/Tmx3	9
GO:0016864	GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	9/733	16/7956	2.87900870258927e-06	9.61588906664816e-05	7.98546098033971e-05	Pdia6/P4hb/Qsox1/Creld2/Pdia4/Ero1b/Pdia5/Pdia4/Tmx3	9
GO:0008514	GO:0008514	organic anion transmembrane transporter activity	25/733	101/7956	3.15051801557993e-06	0.000100216477828923	8.32242102361214e-05	Slc22a18/Slc35b1/Abcg2/Ctns/Slc2a8/Slc25a24/Slc46a1/Abcc4/Slc33a1/Slc6a5/Slc5a12/Slc5a8/Slc6a8/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Slc16a12/Slc26a2/Slc1a1/Slc52a3/Mfsd12/Slc17a6	25
GO:0016667	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	15/733	44/7956	4.56921711464187e-06	0.00013873804693549	0.00011521423059408	Txndc12/Pdia6/Ifi30/P4hb/Qsox1/Nxn/Pdia4/Ero1b/Gsto2/Pdia5/Gsto1/Pdia4/Sqor/Glrx5/Tmx3	15
GO:0017171	GO:0017171	serine hydrolase activity	20/733	75/7956	9.14053056435538e-06	0.000265472800738669	0.00022046039393205	Prss42/Prss48/Plg/Aadac/Prss12/Sec11c/Nceh1/Mmp2/Ctsc/Ctsa/Prss16/Ctrb1/Cpvl/Scpep1/Klkb1/Cela2a/Ctrl/Pcsk9/Immp1l/Klk8	20
GO:0004364	GO:0004364	glutathione transferase activity	9/733	18/7956	1.03230201794751e-05	0.000287324061662058	0.000238606650639623	Hpgds/Mgst1/Mgst3/Gsta4/Gsto2/Gsto1/Gstm1/Mgst2/Gstm5	9
GO:0016860	GO:0016860	intramolecular oxidoreductase activity	13/733	37/7956	1.36382318002465e-05	0.000364413553702588	0.000302625185630734	Hpgds/Gsta4/Pdia6/P4hb/Qsox1/Creld2/Pdia4/Ebp/Ero1b/Pdia5/Pdia4/Ehhadh/Tmx3	13
GO:0015035	GO:0015035	protein-disulfide reductase activity	11/733	28/7956	1.86869511299085e-05	0.000480110898260726	0.000398705394553108	Txndc12/Pdia6/P4hb/Qsox1/Nxn/Pdia4/Ero1b/Pdia5/Pdia4/Glrx5/Tmx3	11
GO:0008028	GO:0008028	monocarboxylic acid transmembrane transporter activity	12/733	34/7956	2.78367484247844e-05	0.000688701775842814	0.000571928515394206	Abcg2/Abcc4/Slc5a12/Slc5a8/Slc10a2/Slc5a6/Abcg2/Slc32a1/Slc16a14/Slc16a12/Slc16a9/Slc16a13	12
GO:0008236	GO:0008236	serine-type peptidase activity	18/733	70/7956	4.33900877743759e-05	0.00101413886902213	0.00084218591864901	Prss42/Prss48/Plg/Prss12/Sec11c/Mmp2/Ctsc/Ctsa/Prss16/Ctrb1/Cpvl/Scpep1/Klkb1/Cela2a/Ctrl/Pcsk9/Immp1l/Klk8	18
GO:0004888	GO:0004888	transmembrane signaling receptor activity	39/733	220/7956	4.4026986828805e-05	0.00101413886902213	0.00084218591864901	Grik3/Sstr2/Lrp6/Rorb/Lrp6/Gria2/Mrc1/Adgre1/Tlr13/Gpr143/Cysltr1/Glra2/Chrna7/Unc5b/Hpgd/Clec1b/Grm2/Trpv4/Chrna6/Ptprt/Ghsr/Adrb2/Chrnb3/Tlr7/Npffr2/Axl/Tacr2/Chrna3/Nmur2/Rho/Npsr1/Il1rap/Gnrhr/P2rx7/Chrna2/Dcc/Trhr/Tlr2/Tacr1	39
GO:0015291	GO:0015291	secondary active transmembrane transporter activity	27/733	132/7956	5.48307363168065e-05	0.00122089772865423	0.00101388765048972	Slc22a18/Ctns/Mfsd4b1/Slc2a8/Slc33a1/Slc6a5/Slc5a12/Slc5a8/Slc10a2/Clcn3/Slc6a8/Slc5a6/Slc1a3/Slc36a1/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc16a10/Slc26a2/Slc34a2/Slc17a5/Slc1a1/Mfsd12/Slc17a6/Slc16a9/Slc16a13	27
GO:0008391	GO:0008391	arachidonic acid monooxygenase activity	8/733	17/7956	5.71279353226002e-05	0.00123101486437087	0.00102228936893074	Cyp2g1/Cyp1a1/Cyp4f40/Cyp2b19/Cyp2j13/Cyp4f14/Cyp2b10/Cyp4f15	8
GO:0005509	GO:0005509	calcium ion binding	43/733	255/7956	6.20440809503738e-05	0.00129517018983905	0.00107556679805418	Hpgds/Pon1/Fkbp14/Svep1/Hrc/Calml3/Epdr1/Thbs2/Plscr1/Calr/Creld2/Amy1/Pla2g12a/Slc25a24/Adgre1/Calm4/Pcdh19/Canx/Lrp1/Slit1/Calm1/Cetn1/Tnnc1/Ids/Crtac1/Edil3/Ccdc47/Anxa13/Sparc/Myl1/Nid1/Thbs1/Rgn/Jag1/Fbn2/Eps15l1/Unc13c/Hmcn1/Slit3/Srr/Pkd1l2/Cubn/Fat2	43
GO:0032451	GO:0032451	demethylase activity	8/733	18/7956	9.45718674371003e-05	0.00185805904258774	0.0015430146792369	Cyp3a41a/Cyp3a11/Cyp1a1/Cyp3a44/Cyp3a16/Kdm8/Cyp51/Alkbh2	8
GO:0051787	GO:0051787	misfolded protein binding	8/733	18/7956	9.45718674371003e-05	0.00185805904258774	0.0015430146792369	Derl1/Hspa5/Hspa1b/Derl2/Dnajc3/Derl2/Hspa8/Hspa13	8
GO:0008509	GO:0008509	anion transmembrane transporter activity	30/733	159/7956	0.000104482715620498	0.00199412725812836	0.00165601176336849	Slc22a18/Slc35b1/Clca3a1/Abcg2/Ctns/Slc2a8/Slc25a24/Slc46a1/Abcc4/Slc33a1/Glra2/Slc6a5/Slc5a12/Slc5a8/Clcn3/Slc6a8/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Slc16a12/Slc26a2/Slc1a1/Slc52a3/Mfsd12/Nmur2/Slc17a6/Gpr89	30
GO:0016853	GO:0016853	isomerase activity	23/733	109/7956	0.000117480238824117	0.00217991109818085	0.0018102949081962	Hpgds/Fkbp14/Ppib/Gsta4/Pdia6/Pmm2/Isyna1/P4hb/Aloxe3/Qsox1/Creld2/Pdia4/Ebp/Ero1b/Pdia5/Cyp2j13/Fkbp2/Pdia4/Fkbp1b/Ehhadh/Degs1/Srr/Tmx3	23
GO:0022804	GO:0022804	active transmembrane transporter activity	38/733	223/7956	0.000131463034815094	0.00237344073666169	0.00197101050775404	Abcb10/Abcb1b/Slc22a18/Abcg2/Ctns/Abcb1a/Mfsd4b1/Slc2a8/Atp6v0b/Abcc4/Slc33a1/Atp6v1c1/Slc6a5/Slc5a12/Slc5a8/Slc10a2/Cyb561d2/Clcn3/Slc6a8/Slc5a6/Slc1a3/Atp6v1e1/Abcg2/Slc36a1/Atp6v1a/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc16a10/Slc26a2/Slc34a2/Slc17a5/Slc1a1/Mfsd12/Slc17a6/Slc16a9/Slc16a13	38
GO:0031406	GO:0031406	carboxylic acid binding	22/733	103/7956	0.000136191089330027	0.00239002250132802	0.00198478074093897	Epdr1/Gsta4/Vdr/Nr1h4/Cyp4f40/Nr2f2/Crabp1/Fabp2/Slc46a1/Gpr143/Ugt1a7c/Glra2/Cyp4f14/Acox1/Thnsl2/Slc1a3/Ugt1a10/Rara/Cyp4f15/Shmt2/Slc1a1/Srr	22
GO:0033293	GO:0033293	monocarboxylic acid binding	13/733	45/7956	0.000139537241844001	0.00239002250132802	0.00198478074093897	Gsta4/Vdr/Nr1h4/Cyp4f40/Nr2f2/Crabp1/Fabp2/Ugt1a7c/Cyp4f14/Acox1/Ugt1a10/Rara/Cyp4f15	13
GO:0008238	GO:0008238	exopeptidase activity	15/733	58/7956	0.000173646607269043	0.00289989834139302	0.00240820426396804	Cpa2/Ctsl/Trhde/Cndp2/Ctsc/Ctsa/Prss16/Mmp16/Ctsz/Kdm8/Pepd/Cpvl/Enpep/Scpep1/Naalad2	15
GO:0008392	GO:0008392	arachidonic acid epoxygenase activity	7/733	15/7956	0.000182006012407977	0.00296536625093972	0.00246257172115543	Cyp2g1/Cyp4f40/Cyp2b19/Cyp2j13/Cyp4f14/Cyp2b10/Cyp4f15	7
GO:0016229	GO:0016229	steroid dehydrogenase activity	8/733	20/7956	0.000230348595820449	0.00366363957162048	0.00304244887211471	Nsdhl/Hsd11b1/Hsd17b13/Rdh1/Srd5a1/Dhrs11/Hsd17b14/Sdr42e1	8
GO:0008188	GO:0008188	neuropeptide receptor activity	7/733	16/7956	0.000297986286527443	0.00452397362273481	0.00375690844497518	Sstr2/Gpr143/Npffr2/Tacr2/Nmur2/Npsr1/Tacr1	7
GO:0072349	GO:0072349	modified amino acid transmembrane transporter activity	7/733	16/7956	0.000297986286527443	0.00452397362273481	0.00375690844497518	Ctns/Slc46a1/Abcc4/Slc6a8/Slc5a6/Slc16a12/Slc22a21	7
GO:1901682	GO:1901682	sulfur compound transmembrane transporter activity	10/733	31/7956	0.000305516210187413	0.00453521840900426	0.00376624661447407	Abcg2/Ctns/Abcc4/Slc33a1/Slc5a6/Abcg2/Slc36a1/Slc26a2/Slc1a1/Mfsd12	10
GO:0034185	GO:0034185	apolipoprotein binding	6/733	12/7956	0.000340629805896834	0.00494653718128445	0.00410782397500301	Lrp6/Lrp6/Plg/Canx/Lrp1/Pcsk9	6
GO:0015294	GO:0015294	solute:cation symporter activity	13/733	49/7956	0.000355061759263017	0.00504640968484458	0.00419076253374266	Ctns/Slc33a1/Slc6a5/Slc5a8/Slc10a2/Slc6a8/Slc5a6/Slc1a3/Slc36a1/Slc6a9/Slc32a1/Slc34a2/Slc1a1	13
GO:0016627	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	13/733	51/7956	0.000541801789727834	0.00754007490704569	0.00626161278917913	Ptgr1/Zadh2/Srd5a1/Acox1/Acaa1a/Retsat/Pecr/Decr2/Crat/Lbr/Blvrb/Tm7sf2/Sdha	13
GO:0042803	GO:0042803	protein homodimerization activity	52/733	358/7956	0.000560502734624659	0.00764113932100555	0.00634554116320505	Cryab/Abcb10/Jdp2/Hes1/Hpgds/Fbxo4/Pon1/Alpi/Cebpa/Hspb8/Creb3l3/Lrp6/H13/Lrp6/Hspb1/Abcg2/Hsd11b1/Stom/Erp29/Rack1/Naga/Nr2f2/AU021092/Ugt1a7c/Ephx2/Oxa1l/Xdh/Tnnc1/Aadat/Acox1/Chrna7/Hspb6/Gstm1/Ugt1a5/Ugt1a6b/Abcg2/Ggct/Cby1/Ptprt/Rraga/Ugt1a10/Gstm5/Adrb2/Mmaa/Kyat3/Shmt2/Kars/Ephx2/Srr/Cubn/Mfsd1/Tyrp1	52
GO:0005343	GO:0005343	organic acid:sodium symporter activity	6/733	13/7956	0.000583529854171854	0.00769610066671187	0.00639118350355682	Slc6a5/Slc5a8/Slc10a2/Slc1a3/Slc6a9/Slc1a1	6
GO:0008233	GO:0008233	peptidase activity	46/733	307/7956	0.000587576547907643	0.00769610066671187	0.00639118350355682	Prss42/Cpa2/Prss48/Spcs2/H13/Mmp7/Clca3a1/Plg/Ctsl/Trhde/Prss12/Sec11c/Mbtps2/Mmp24/Mmp2/Stambp/Cndp2/Ctsc/Ctsa/Prss16/Mmp16/Ctsll3/Ctsz/Lactb/Kdm8/Pepd/Ctrb1/Cpvl/Enpep/Scpep1/Lgmn/Klkb1/Cela2a/Otud1/Mmp10/Ctrl/Pcsk9/Ctsf/Naalad2/Fgl2/Usp8/Ggt1/Immp1l/Adam15/BC051665/Klk8	46
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	19/733	93/7956	0.000688166387871502	0.00863847606857621	0.00717377385461656	Nsdhl/Rdh12/Ptgr1/Zadh2/Hsd11b1/Adh6b/Hsd17b13/Akr1a1/Rdh1/Rdh13/Hpgd/Dhrs11/Ehhadh/Sord/Dcxr/Hsd17b14/L2hgdh/Sdr42e1/Adh1	19
GO:0005231	GO:0005231	excitatory extracellular ligand-gated ion channel activity	8/733	23/7956	0.000698319921711251	0.00863847606857621	0.00717377385461656	Gria2/Glra2/Chrna7/Chrna6/Chrnb3/Chrna3/P2rx7/Chrna2	8
GO:0016628	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	8/733	23/7956	0.000698319921711251	0.00863847606857621	0.00717377385461656	Ptgr1/Zadh2/Srd5a1/Pecr/Decr2/Lbr/Blvrb/Tm7sf2	8
GO:0016209	GO:0016209	antioxidant activity	11/733	40/7956	0.000719203190874702	0.00873504966371456	0.00725397285341565	Mgst1/Gpx7/Mgst3/Gsta4/Cygb/Selenos/Nxn/Gsto2/Gsto1/Mgst2/Gpx1	11
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	18/733	87/7956	0.000807337226737955	0.00963037977608847	0.00799749470847561	Nsdhl/Rdh12/Ptgr1/Zadh2/Hsd11b1/Adh6b/Hsd17b13/Akr1a1/Rdh1/Rdh13/Hpgd/Dhrs11/Ehhadh/Sord/Dcxr/Hsd17b14/Sdr42e1/Adh1	18
GO:0015075	GO:0015075	ion transmembrane transporter activity	55/733	393/7956	0.000973465293892562	0.0114083301108812	0.00947398356198301	Grik3/Slc22a18/Slc35b1/Clca3a1/Abcg2/Ctns/Gria2/Slc2a8/Slc25a24/Otop2/Rhag/Slc46a1/Tusc3/Atp6v0b/Abcc4/Kcnk5/Slc33a1/Atp6v1c1/Glra2/Slc6a5/Slc5a12/Slc5a8/Slc10a2/Chrna7/Clcn3/Slc6a8/Tpcn2/Slc5a6/Slc1a3/Atp6v1e1/Abcg2/Slc36a1/Trpv4/Chrna6/Atp6v1a/Slc6a9/Tmem38a/Slc32a1/Chrnb3/Slc16a12/Slc22a21/Slc26a2/Slc30a5/Slc34a2/Chrna3/Slc1a1/Slc52a3/Mfsd12/Slc31a1/Nmur2/Slc17a6/P2rx7/Chrna2/Pkd1l2/Gpr89	55
GO:0001968	GO:0001968	fibronectin binding	7/733	19/7956	0.00102595207618172	0.0118161377049895	0.0098126450843515	Plg/Ctsl/Myoc/Mmp2/Ctsll3/Thbs1/BC051665	7
GO:0008289	GO:0008289	lipid binding	50/733	351/7956	0.00110893860628341	0.01255544049148	0.0104265949243775	Cpne8/Cyp3a25/Cyp3a41a/Cyp3a11/Manf/Pon1/Lbp/Sdcbp/Epdr1/Gsta4/Vdr/Nr1h4/Cyp4f40/Cyp3a44/Hspa8/Hsd11b1/Cyp3a59/Fitm2/Faah/Nfe2l1/Ttpal/Nr2f2/Crabp1/Fabp2/Ugt1a7c/Cyp4f14/Acox1/Apod/Gstm1/Tpcn2/Ngf/Trpv4/Anxa13/Plekhb2/Ugt1a10/Chmp2a/Avil/Rara/Cyp4f15/Erlin1/Thbs1/Axl/Osbpl8/Rora/Jag1/Rho/Unc13c/P2rx7/Tlr2/Prom1	50
GO:0004180	GO:0004180	carboxypeptidase activity	8/733	25/7956	0.00130470878957104	0.0145257578572242	0.0120628338965603	Cpa2/Ctsl/Cndp2/Ctsa/Ctsz/Cpvl/Scpep1/Naalad2	8
GO:0038024	GO:0038024	cargo receptor activity	10/733	37/7956	0.00144319693675326	0.015420768869025	0.0128060907563444	Lrp6/Lrp6/Prss12/Mrc1/Lrp1/Endou/Hhipl1/Cd163/Colec12/Cubn	10
GO:0090482	GO:0090482	vitamin transmembrane transporter activity	6/733	15/7956	0.00144885519642816	0.015420768869025	0.0128060907563444	Abcg2/Slc2a8/Slc46a1/Slc5a6/Abcg2/Slc52a3	6
GO:0042887	GO:0042887	amide transmembrane transporter activity	7/733	20/7956	0.00145435395022241	0.015420768869025	0.0128060907563444	Abcg2/Slc46a1/Abcc4/Slc33a1/Slc5a6/Abcg2/Disp1	7
GO:0015562	GO:0015562	efflux transmembrane transporter activity	5/733	11/7956	0.00188678203626283	0.0193903138495934	0.0161025770544213	Abcb1b/Abcg2/Abcb1a/Abcc4/Abcg2	5
GO:0022848	GO:0022848	acetylcholine-gated cation-selective channel activity	5/733	11/7956	0.00188678203626283	0.0193903138495934	0.0161025770544213	Chrna7/Chrna6/Chrnb3/Chrna3/Chrna2	5
GO:0004252	GO:0004252	serine-type endopeptidase activity	13/733	58/7956	0.00196467678372431	0.0198849104776946	0.0165133120418296	Prss42/Prss48/Plg/Prss12/Sec11c/Mmp2/Ctsc/Ctrb1/Klkb1/Cela2a/Ctrl/Pcsk9/Klk8	13
GO:0015020	GO:0015020	glucuronosyltransferase activity	7/733	21/7956	0.00201036948734679	0.019937407871931	0.0165569082075444	Ugt2b34/Ugt1a6a/Ugt1a7c/Ugt1a5/Ugt1a6b/Ugt1a10/Ugt2b1	7
GO:0042277	GO:0042277	peptide binding	25/733	148/7956	0.00202955648995705	0.019937407871931	0.0165569082075444	Cryab/Mgst1/Lbp/Sstr2/Ppib/Nr1h4/Ctsl/Trhde/Hspa8/Calr/Gria2/Kdelr2/Sec61a2/Chrna7/Gstm1/Enpep/Mgst2/Ghsr/Gstm5/Adrb2/Lbr/Npffr2/Nmur2/Gnrhr/Tlr2	25
GO:0004602	GO:0004602	glutathione peroxidase activity	6/733	16/7956	0.00213937654236859	0.0204157647186031	0.0169541569598232	Mgst1/Gpx7/Mgst3/Gsta4/Mgst2/Gpx1	6
GO:0033764	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	6/733	16/7956	0.00213937654236859	0.0204157647186031	0.0169541569598232	Nsdhl/Hsd11b1/Rdh1/Dhrs11/Hsd17b14/Sdr42e1	6
