ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006986	GO:0006986	response to unfolded protein	24/730	80/7982	9.25892944214403e-08	3.3205887862962e-05	3.13917579076711e-05	Abcb10/Manf/Derl1/Hspa5/Hspb8/Creb3l3/Hspa1b/Derl2/Dnajc3/Pdia6/Selenos/Syvn1/Hspb1/Derl2/Hspa8/Eif2s1/Hspa13/Eif2ak3/Ubxn4/Xbp1/Herpud2/Tbl2/Thbs1/Bhlha15	24
GO:1901615	GO:1901615	organic hydroxy compound metabolic process	54/730	290/7982	2.37649426749236e-07	7.81272490438112e-05	7.38589402607493e-05	Nsdhl/Moxd1/Pon1/Rdh12/Nus1/Cyp1a1/Cebpa/Plpp1/Nr1h4/Cyp46a1/Ctsl/Isyna1/Cyp4f40/Ctns/Dhdds/Adh6b/Nfe2l1/Akr1a1/Ebp/Lrp1/Msmo1/Rdh1/Ephx2/Snai2/Cyp4f14/Por/Abhd4/Acaa1a/Ugt1a5/Retsat/Ephx1/Iyd/Pecr/Slc16a10/Cyp51/Cyp4f15/Erlin1/Pcsk9/Lbr/Duoxa1/Fev/Aldh1a1/Sord/Mogat2/Slc1a1/Ephx2/Mfsd12/Asah1/Sqle/Malrd1/Cubn/Tm7sf2/Tyrp1/Adh1	54
GO:0042178	GO:0042178	xenobiotic catabolic process	13/730	28/7982	2.883305883649e-07	8.7497243930733e-05	8.27170262815254e-05	Cyp2g1/Cyp1a1/Cyp2d26/Cyp2b19/Cyp2j13/Cyp2u1/Gsto1/Acaa1a/Gstm1/Cyp2b10/Cryz/Gstm5/Ugt2b1	13
GO:0034620	GO:0034620	cellular response to unfolded protein	19/730	57/7982	3.27327977165675e-07	9.22363478513278e-05	8.71972197818036e-05	Abcb10/Derl1/Hspa5/Hspb8/Creb3l3/Hspa1b/Derl2/Dnajc3/Pdia6/Selenos/Derl2/Hspa8/Eif2s1/Hspa13/Eif2ak3/Xbp1/Herpud2/Tbl2/Bhlha15	19
GO:0035966	GO:0035966	response to topologically incorrect protein	25/730	94/7982	6.52052049421383e-07	0.000171489688997824	0.000162120730603506	Abcb10/Manf/Derl1/Hspa5/Hspb8/Creb3l3/Hspa1b/Derl2/Dnajc3/Pdia6/Selenos/Syvn1/Hspb1/Derl2/Hspa8/Eif2s1/Hspa13/Eif2ak3/Ubxn4/Rnf185/Xbp1/Herpud2/Tbl2/Thbs1/Bhlha15	25
GO:0006575	GO:0006575	cellular modified amino acid metabolic process	29/730	121/7982	9.1645080123752e-07	0.000225962400680126	0.000213617446630561	Hpgds/Mgst1/Gsta4/Ctsl/Ctns/Plscr1/Nfe2l1/Gsto2/Eif2ak3/Bhmt/Serinc1/Gsto1/Asl/Gstm1/Ethe1/Iyd/Mgst2/Gstm5/Slc16a10/Crat/Bbox1/Duoxa1/Shmt2/Cth/Slc1a1/Gpx1/Ggt1/Pipox/Ggact	29
GO:0019369	GO:0019369	arachidonic acid metabolic process	13/730	32/7982	1.89146190440022e-06	0.000420228647488784	0.000397270388380431	Cyp2g1/Cyp2d26/Aloxe3/Cyp4f40/Cyp2b19/Cyp2j13/Cyp2u1/Alox5/Cyp4f14/Cyp2b10/Ephx1/Cyp4f15/Gpx1	13
GO:0006631	GO:0006631	fatty acid metabolic process	44/730	232/7982	1.91739306838989e-06	0.000420228647488784	0.000397270388380431	Cyp2g1/Hpgds/Scd1/Ces2g/Cyp1a1/Ptgr1/Cygb/Cyp2d26/Aloxe3/Cyp4f40/Faah/Nfe2l1/Cyp2b19/Eif2ak3/Cyp2j13/Cyp2u1/Fabp2/Lipi/Acsf2/Alox5/Ephx2/Cyp4f14/Por/Acox1/Hpgd/Thnsl2/Acaa1a/Avp/Cyp2b10/Ephx1/Ehhadh/Ghsr/Pecr/Degs1/Decr2/Crat/Cyp4f15/Erlin1/Echs1/Rgn/Ephx2/Asah1/Gpx1/Tyrp1	44
GO:0035967	GO:0035967	cellular response to topologically incorrect protein	20/730	71/7982	3.26603267436802e-06	0.000678131521072728	0.000641083311096172	Abcb10/Derl1/Hspa5/Hspb8/Creb3l3/Hspa1b/Derl2/Dnajc3/Pdia6/Selenos/Derl2/Hspa8/Eif2s1/Hspa13/Eif2ak3/Rnf185/Xbp1/Herpud2/Tbl2/Bhlha15	20
GO:0030574	GO:0030574	collagen catabolic process	11/730	25/7982	4.67441488479421e-06	0.000922028336025659	0.0008716553650961	Mmp7/Ctsl/Mmp24/Mmp2/Mrc2/Mmp16/Ctsll3/Pepd/Mmp10/Adam15/BC051665	11
GO:0042537	GO:0042537	benzene-containing compound metabolic process	9/730	17/7982	5.28533900971586e-06	0.000992888685396622	0.000938644416612696	Ido1/Ephx2/Aadat/Acaa1a/Ugt1a6b/Gstm5/Ugt2b1/Kyat3/Ephx2	9
GO:0006749	GO:0006749	glutathione metabolic process	16/730	51/7982	6.85326995414097e-06	0.00122891590768573	0.00116177681567088	Hpgds/Mgst1/Gsta4/Ctns/Nfe2l1/Gsto2/Eif2ak3/Gsto1/Gstm1/Ethe1/Mgst2/Gstm5/Cth/Slc1a1/Gpx1/Ggt1	16
GO:0006066	GO:0006066	alcohol metabolic process	38/730	202/7982	1.17510023473279e-05	0.00201531988074268	0.00190521735373793	Nsdhl/Moxd1/Pon1/Rdh12/Nus1/Cyp1a1/Cebpa/Plpp1/Cyp46a1/Isyna1/Dhdds/Adh6b/Nfe2l1/Akr1a1/Ebp/Lrp1/Msmo1/Rdh1/Ephx2/Por/Abhd4/Ugt1a5/Retsat/Ephx1/Pecr/Cyp51/Erlin1/Pcsk9/Lbr/Aldh1a1/Sord/Mogat2/Ephx2/Asah1/Sqle/Cubn/Tm7sf2/Adh1	38
GO:0070989	GO:0070989	oxidative demethylation	7/730	11/7982	1.23683863332895e-05	0.00201531988074268	0.00190521735373793	Cyp3a25/Cyp3a41a/Cyp3a11/Cyp3a44/Cyp3a16/Cyp3a59/Alkbh2	7
GO:0009636	GO:0009636	response to toxic substance	19/730	71/7982	1.3000996825996e-05	0.00201531988074268	0.00190521735373793	Pon1/Rdh12/Mtarc2/Cyp1a1/Abcb1b/Slc22a18/Abcg2/Abcb1a/Akr1a1/Aldh2/Ephx2/Abcg2/Ephx1/Abtb2/Gstm5/Aldh2/Aldh1a1/Ephx2/Gpx1	19
GO:0042445	GO:0042445	hormone metabolic process	24/730	103/7982	1.32822096069226e-05	0.00201531988074268	0.00190521735373793	Rdh12/Cyp1a1/Cyp17a1/Cyp46a1/Ctsl/Hsd11b1/Adh6b/Ero1b/Egr1/Crabp1/Ugt1a7c/Rdh1/Stat5b/Por/Srd5a1/Retsat/Iyd/Slc16a10/Ugt2b1/Duoxa1/Disp1/Aldh1a1/Selenom/Adh1	24
GO:0006820	GO:0006820	anion transport	44/730	250/7982	1.44211253540735e-05	0.00210708664895629	0.0019919706483229	Slc3a1/Mgst1/Abcb1b/Slc22a18/Slc35b1/Nr1h4/Clca3a1/Abcg2/Ctns/Abcb1a/Nfe2l1/Slc2a8/Pla2g12a/Slc25a24/Slc46a1/Abcc4/Glra2/Slc6a5/Slc5a8/Slc10a2/Clcn3/Avp/Grm2/Slc6a8/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc26a2/Slc34a2/Slc17a5/Slc1a1/Slc52a3/Mfsd12/Nmur2/Slc17a6/P2rx7/Slc16a9/Slc16a13/Hk1	44
GO:0030968	GO:0030968	endoplasmic reticulum unfolded protein response	14/730	43/7982	1.59882254274706e-05	0.00225262676112041	0.00212955949960633	Derl1/Hspa5/Creb3l3/Derl2/Dnajc3/Pdia6/Selenos/Derl2/Eif2s1/Eif2ak3/Xbp1/Herpud2/Tbl2/Bhlha15	14
GO:0034754	GO:0034754	cellular hormone metabolic process	16/730	55/7982	2.00463071801696e-05	0.0027269890284748	0.00257800603772563	Rdh12/Cyp1a1/Cyp17a1/Cyp46a1/Hsd11b1/Adh6b/Egr1/Crabp1/Ugt1a7c/Rdh1/Stat5b/Srd5a1/Retsat/Ugt2b1/Aldh1a1/Adh1	16
GO:0015711	GO:0015711	organic anion transport	34/730	177/7982	2.14439132885875e-05	0.00281987459744925	0.00266581700987598	Slc3a1/Mgst1/Slc35b1/Nr1h4/Abcg2/Ctns/Nfe2l1/Slc2a8/Pla2g12a/Slc25a24/Slc46a1/Abcc4/Slc6a5/Slc5a8/Slc10a2/Avp/Grm2/Slc6a8/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc17a5/Slc1a1/Slc52a3/Mfsd12/Nmur2/P2rx7/Slc16a9/Slc16a13	34
GO:0030433	GO:0030433	ubiquitin-dependent ERAD pathway	16/730	56/7982	2.57223330138486e-05	0.00317727548072956	0.00300369208944695	Bcap31/Derl1/Hspa5/Derl2/Hsp90b1/Selenos/Syvn1/Derl2/Calr/Eif2ak3/Canx/Ubxn4/Rnf185/Ccdc47/Erlin1/Ube2j1	16
GO:0072348	GO:0072348	sulfur compound transport	11/730	29/7982	2.57725767765135e-05	0.00317727548072956	0.00300369208944695	Slc3a1/Mgst1/Abcg2/Ctns/Nfe2l1/Slc5a6/Abcg2/Slc36a1/Slc26a2/Slc1a1/Mfsd12	11
GO:0098754	GO:0098754	detoxification	12/730	35/7982	3.61015057510983e-05	0.00431577091479038	0.00407998835330594	Rdh12/Mtarc2/Abcb1b/Slc22a18/Abcg2/Abcb1a/Akr1a1/Aldh2/Abcg2/Gstm5/Aldh2/Aldh1a1	12
GO:0046942	GO:0046942	carboxylic acid transport	29/730	145/7982	3.96557691662113e-05	0.00460123556943245	0.004349857280368	Slc3a1/Nr1h4/Abcg2/Ctns/Nfe2l1/Pla2g12a/Slc46a1/Abcc4/Slc6a5/Slc5a8/Slc10a2/Avp/Grm2/Slc6a8/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Slc16a14/Slc16a12/Slc17a5/Slc1a1/Mfsd12/Nmur2/P2rx7/Slc16a9/Slc16a13	29
GO:1905897	GO:1905897	regulation of response to endoplasmic reticulum stress	15/730	53/7982	5.18394669252257e-05	0.00584304848628615	0.00552382650574661	Manf/Bcap31/Txndc12/Hyou1/Pdia6/Selenos/Syvn1/Nfe2l1/Mbtps2/Grina/Erp29/Eif2ak3/Rnf185/Xbp1/Alox5	15
GO:0006691	GO:0006691	leukotriene metabolic process	7/730	13/7982	5.45712734183651e-05	0.00598010204542917	0.00565339244799028	Mgst3/Cyp4f40/Alox5/Cyp4f14/Mgst2/Cyp4f15/Tlr2	7
GO:0032963	GO:0032963	collagen metabolic process	15/730	54/7982	6.5812467926335e-05	0.00701703205322681	0.00663367208714097	Cygb/Mmp7/Nr1h4/Ctsl/Larp6/Mmp24/Mmp2/Mrc2/Mmp16/Ctsll3/Pepd/Mmp10/P2rx7/Adam15/BC051665	15
GO:0015804	GO:0015804	neutral amino acid transport	9/730	22/7982	7.10051706182205e-05	0.0073714578444442	0.0069687346121982	Slc3a1/Ctns/Nfe2l1/Slc6a5/Slc36a1/Slc6a9/Slc32a1/Slc1a1/Mfsd12	9
GO:0006888	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	21/730	93/7982	7.45696132156254e-05	0.00754300318296519	0.00713090795203673	Bcap31/Hyou1/Rab1a/Sar1a/Sec22b/Kdelr2/Tmed10/Erp29/Bet1/Sec13/Arcn1/Copb1/Tmed4/Sec23a/Copg1/Copa/Copg2/Tmed6/Cope/Copb2/Tmed7	21
GO:0015718	GO:0015718	monocarboxylic acid transport	15/730	55/7982	8.29747782061473e-05	0.00818338750058128	0.00773630629432579	Nr1h4/Abcg2/Pla2g12a/Abcc4/Slc5a8/Slc10a2/Slc6a8/Slc5a6/Abcg2/Slc16a14/Slc16a12/Nmur2/P2rx7/Slc16a9/Slc16a13	15
GO:0009617	GO:0009617	response to bacterium	34/730	189/7982	8.63703949699257e-05	0.00831051727210626	0.00785649061305383	Cyp3a25/Cyp3a41a/Cyp3a11/Scd1/Mgst1/Lbp/Ido1/Rab1a/Mmp7/Nr1h4/Wfdc18/Selenos/Plscr1/Plaat3/Litaf/Mrc1/Amy1/Xbp1/Stat5b/Ppm1d/Slc10a2/Cyp2b10/Chmp5/Slc22a21/Rara/Slc17a5/Axl/Colec12/Gpx1/Hmcn1/Ggt1/P2rx7/Cubn/Tlr2	34
GO:1902235	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	8/730	18/7982	8.9722810382107e-05	0.0084275354037479	0.00796711571889236	Txndc12/Hyou1/Selenos/Syvn1/Grina/Erp29/Eif2ak3/Xbp1	8
GO:0036503	GO:0036503	ERAD pathway	17/730	68/7982	9.41619745987024e-05	0.00863881371609025	0.00816685130974792	Bcap31/Derl1/Hspa5/Derl2/Hsp90b1/H13/Selenos/Syvn1/Derl2/Calr/Eif2ak3/Canx/Ubxn4/Rnf185/Ccdc47/Erlin1/Ube2j1	17
GO:0061077	GO:0061077	chaperone-mediated protein folding	11/730	33/7982	0.000102509519721097	0.00919091034772104	0.00868878536774749	Hspa5/Hspa1b/Hspb1/Hspa8/Dnajb1/Pdia4/Hspa13/Tor1b/Pdia4/Hspb6/Fkbp1b	11
GO:0001676	GO:0001676	long-chain fatty acid metabolic process	15/730	58/7982	0.00015997193189637	0.0140242060295817	0.0132580246715518	Cyp2g1/Cyp2d26/Aloxe3/Cyp4f40/Cyp2b19/Cyp2j13/Cyp2u1/Alox5/Ephx2/Cyp4f14/Cyp2b10/Ephx1/Cyp4f15/Ephx2/Gpx1	15
GO:0097237	GO:0097237	cellular response to toxic substance	10/730	30/7982	0.000212037154097901	0.01818449071557	0.0171910214409351	Rdh12/Mtarc2/Abcg2/Akr1a1/Aldh2/Abcg2/Abtb2/Gstm5/Aldh2/Aldh1a1	10
GO:0006954	GO:0006954	inflammatory response	38/730	230/7982	0.000218066381941541	0.0183036569523273	0.0173036772949358	Serpinb1a/Cebpa/Lbp/Ido1/Nr1h4/Selenos/Plscr1/Nfe2l1/Aldh2/Tlr13/Cysltr1/Alox5/Ctsc/Ephx2/Stat5b/Chrna7/Apod/Trpv4/Ghsr/Klkb1/Adrb2/Tlr7/Duoxa1/Thbs1/Aldh2/Axl/Kars/Cd163/Rora/Ephx2/Il1rap/Gpx1/Dnase1/Ggt1/P2rx7/Tlr2/Smpdl3b/Hk1	38
GO:0070988	GO:0070988	demethylation	9/730	25/7982	0.000226791535432923	0.0186394293183934	0.0176211054833081	Cyp3a25/Cyp3a41a/Cyp3a11/Cyp3a44/Cyp3a16/Cyp3a59/Por/Kdm8/Alkbh2	9
GO:0006766	GO:0006766	vitamin metabolic process	14/730	54/7982	0.000255844305773193	0.0205980772709234	0.0194727470538007	Cyp4f40/Akr1a1/Gsto2/Crabp1/Gsto1/Rdh1/Snai2/Cyp4f14/Ugt1a5/Cyp4f15/Rgn/Shmt2/Nnmt/Cubn	14
GO:0032527	GO:0032527	protein exit from endoplasmic reticulum	10/730	31/7982	0.00028768353519297	0.0226982309267253	0.0214581634776567	Bcap31/Derl1/Derl2/H13/Selenos/Syvn1/Sar1a/Derl2/Sec13/Ube2j1	10
GO:0032612	GO:0032612	interleukin-1 production	11/730	37/7982	0.000322320578687913	0.0234615770439367	0.0221798058746362	Serpinb1a/Nr1h4/Hspb1/Tmed10/Egr1/Chrna7/Ghsr/Aqp4/P2rx7/Tlr2/Hk1	11
GO:0032652	GO:0032652	regulation of interleukin-1 production	11/730	37/7982	0.000322320578687913	0.0234615770439367	0.0221798058746362	Serpinb1a/Nr1h4/Hspb1/Tmed10/Egr1/Chrna7/Ghsr/Aqp4/P2rx7/Tlr2/Hk1	11
GO:0030970	GO:0030970	retrograde protein transport, ER to cytosol	8/730	21/7982	0.000325388570572819	0.0234615770439367	0.0221798058746362	Bcap31/Derl1/Derl2/H13/Selenos/Syvn1/Derl2/Ube2j1	8
GO:1903513	GO:1903513	endoplasmic reticulum to cytosol transport	8/730	21/7982	0.000325388570572819	0.0234615770439367	0.0221798058746362	Bcap31/Derl1/Derl2/H13/Selenos/Syvn1/Derl2/Ube2j1	8
GO:1902236	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	6/730	12/7982	0.000327094230016862	0.0234615770439367	0.0221798058746362	Txndc12/Hyou1/Selenos/Syvn1/Grina/Xbp1	6
GO:0044419	GO:0044419	biological process involved in interspecies interaction between organisms	67/730	486/7982	0.000346558513184539	0.0241204521246278	0.0228026847782153	Cyp3a25/Serpinb1a/Rnf216/Cyp3a41a/Cyp3a11/Scd1/Nt5c3/Mgst1/Lbp/Ppib/Ido1/Rab1a/Mmp7/Nr1h4/Wfdc18/Reg1/Rab20/Selenos/Ctsl/Adar/P4hb/Ist1/Hspa8/Plscr1/Stom/Plaat3/Selenok/Litaf/Mrc1/Amy1/Crebzf/Tlr13/Mmp2/Xbp1/Batf3/Stat5b/Ppm1d/Slc10a2/Ctsll3/Avp/Cyp2b10/Tpcn2/Batf/Chmp2a/Chmp5/Slc22a21/Rara/Tlr7/Slc17a5/Axl/Shmt2/Colec12/Smarcb1/Fgl2/Il1rap/Gpx1/Hmcn1/Ggt1/Aqp4/P2rx7/Cubn/Becn1/Tlr2/Smpdl3b/Adam15/BC051665/Hk1	67
GO:0046394	GO:0046394	carboxylic acid biosynthetic process	30/730	171/7982	0.000348508433739869	0.0241204521246278	0.0228026847782153	Hpgds/Scd1/Cyp1a1/Ido1/Mgst3/Aloxe3/Akr1a1/Haao/Bhmt/Lipi/Gls/Alox5/Gsto1/Rdh1/Thnsl2/Asl/Avp/Slc1a3/Mgst2/Pecr/Degs1/Decr2/Erlin1/Rgn/Shmt2/Aldh1a1/Cth/Malrd1/Ggt1/Srr	30
GO:0032642	GO:0032642	regulation of chemokine production	10/730	32/7982	0.000384623705283936	0.0258345548684298	0.0244231413244872	Lbp/Nr1h4/Selenok/Egr1/Lrp1/Snai2/Apod/Trpv4/Tlr7/Tlr2	10
GO:0016053	GO:0016053	organic acid biosynthetic process	30/730	172/7982	0.000386372303482221	0.0258345548684298	0.0244231413244872	Hpgds/Scd1/Cyp1a1/Ido1/Mgst3/Aloxe3/Akr1a1/Haao/Bhmt/Lipi/Gls/Alox5/Gsto1/Rdh1/Thnsl2/Asl/Avp/Slc1a3/Mgst2/Pecr/Degs1/Decr2/Erlin1/Rgn/Shmt2/Aldh1a1/Cth/Malrd1/Ggt1/Srr	30
GO:0044283	GO:0044283	small molecule biosynthetic process	48/730	322/7982	0.000428151173070192	0.0281509396293651	0.0266129755471525	Hpgds/Nsdhl/Moxd1/Scd1/Nus1/Cyp1a1/Ido1/Mgst3/Isyna1/Aloxe3/Dhdds/Akr1a1/Ebp/Haao/Egr1/Bhmt/Lipi/Gls/Msmo1/Alox5/Gsto1/Rdh1/Snai2/Por/Thnsl2/Asl/Avp/Slc1a3/Wdr5/Ephx1/Mgst2/Pecr/Degs1/Decr2/Cyp51/Erlin1/Lbr/Rgn/Shmt2/Aldh1a1/Cth/Sord/Asah1/Malrd1/Ggt1/Srr/Nnmt/Tm7sf2	48
GO:1990748	GO:1990748	cellular detoxification	9/730	27/7982	0.000440178619780585	0.0283720975772878	0.0268220510216345	Rdh12/Mtarc2/Abcg2/Akr1a1/Aldh2/Abcg2/Gstm5/Aldh2/Aldh1a1	9
GO:0018904	GO:0018904	ether metabolic process	7/730	17/7982	0.000445898618451672	0.0283720975772878	0.0268220510216345	Plaat3/Nceh1/Agmo/Alox5/Ephx2/Ephx1/Ephx2	7
GO:0072337	GO:0072337	modified amino acid transport	8/730	22/7982	0.000470750513404019	0.028839540948189	0.0272639566618461	Slc3a1/Mgst1/Ctns/Slc46a1/Slc6a8/Slc5a6/Slc16a12/Slc22a21	8
GO:0050801	GO:0050801	ion homeostasis	49/730	332/7982	0.000472474133859671	0.028839540948189	0.0272639566618461	Bcap31/Hrc/Atp6ap1/Ank2/Lrp6/Vdr/Lrp6/Reg1/Hmox2/Rab20/Frrs1/Selenok/Frrs1/Grina/Neo1/Rack1/Myoc/Tmem9/Rhag/Lrp1/Gls/Gsto1/Calm1/Cyb561d2/Avp/Grm2/Tpcn2/Slc1a3/Ccdc47/Ngf/Trpv4/Atp6v1a/Fkbp1b/Slc6a9/Tmem38a/Adrb2/Slc30a5/Fth1/Ank3/Slc34a2/Rgn/Slc1a1/Slc31a1/Nmur2/Npsr1/P2rx7/Gpr89/Trhr/Tacr1	49
GO:0008203	GO:0008203	cholesterol metabolic process	18/730	84/7982	0.000475176213341518	0.028839540948189	0.0272639566618461	Nsdhl/Pon1/Cebpa/Cyp46a1/Nfe2l1/Ebp/Lrp1/Msmo1/Ephx2/Por/Cyp51/Erlin1/Pcsk9/Lbr/Ephx2/Sqle/Cubn/Tm7sf2	18
GO:0032602	GO:0032602	chemokine production	10/730	33/7982	0.000507282046832997	0.0300228086829753	0.0283825791911898	Lbp/Nr1h4/Selenok/Egr1/Lrp1/Snai2/Apod/Trpv4/Tlr7/Tlr2	10
GO:0015849	GO:0015849	organic acid transport	28/730	159/7982	0.000509893075224168	0.0300228086829753	0.0283825791911898	Slc3a1/Abcb1b/Nr1h4/Abcg2/Ctns/Abcb1a/Nfe2l1/Pla2g12a/Fabp2/Slc46a1/Abcc4/Slc6a5/Slc5a8/Slc10a2/Avp/Grm2/Slc5a6/Slc1a3/Abcg2/Slc36a1/Slc6a9/Slc32a1/Thbs1/Slc17a5/Slc1a1/Mfsd12/Nmur2/P2rx7	28
