ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005789	GO:0005789	endoplasmic reticulum membrane	62/738	365/8052	9.60132468493019e-07	3.82307291999947e-05	3.32600912530596e-05	Moxd1/Cyp3a41a/Cyp3a11/Bcap31/Derl1/Scd1/Nus1/Hspa5/Creb3l3/Saraf/Hrc/Derl2/Hsp90b1/Rab1a/Spcs2/H13/Slc35b1/Tapt1/Cyp46a1/Selenos/Syvn1/Cyp3a44/Derl2/Sec22b/Hsd11b1/Aadac/Calr/Fitm2/Selenok/Sec11c/Nfe2l1/Kdelr2/Bnip1/Tmem258/Mbtps2/Ebp/Ero1b/Stt3a/Eif2ak3/Canx/Tusc3/Serinc1/Xbp1/Msmo1/Rdh1/Ncln/Rpn2/Sec61a2/Sec23a/Dpm3/Gosr2/Retsat/Ccdc47/Fkbp1b/Erlin1/Lbr/Duoxa1/Rho/Myorg/Fmn2/Tmx3/Tm7sf2	62
GO:0005887	GO:0005887	integral component of plasma membrane	72/738	453/8052	1.67253872143062e-06	5.73393073452041e-05	4.98842327780915e-05	Slc3a1/Bcap31/Grik3/Plpp1/Sstr2/Slc22a18/Sdcbp/Ank2/Clca3a1/Plscr1/Stom/Tspan33/Tspan3/Gria2/Slc2a8/Adgre1/Pcdh19/Neo1/Mmp24/Tlr13/Rhag/Lrp1/Cysltr1/Kcnk5/Calm1/Glra2/Slc6a5/Ms4a4b/Lrrc4b/Mmp16/Chrna7/Clcn3/Clec1b/Grm2/Slc6a8/Slc1a3/Trpv4/Chrna6/Ptprt/Slc6a9/Iyd/Slc32a1/Adrb2/Chrnb3/Slc16a14/Slc16a12/Slc16a10/Slc26a2/Vwc2l/Lrrtm2/Npffr2/Slc17a5/Axl/Gp1ba/Chrna3/Slc1a1/Slc52a3/Mfsd12/Rho/Npsr1/Gnrhr/Ptpra/Ggt1/Aqp4/P2rx7/Chrna2/Dcc/Tlr2/Slc16a9/Slc16a13/Itgb7/Prom1	72
GO:0034663	GO:0034663	endoplasmic reticulum chaperone complex	8/738	12/8052	1.70185158787135e-06	5.73393073452041e-05	4.98842327780915e-05	Hyou1/Hspa5/Ppib/Hsp90b1/Pdia6/P4hb/Pdia4/Pdia4	8
GO:0140534	GO:0140534	endoplasmic reticulum protein-containing complex	25/738	99/8052	1.93713954354579e-06	6.06047942909325e-05	5.27251514859831e-05	Derl1/Hyou1/Hspa5/Ppib/Derl2/Hsp90b1/Spcs2/H13/Pdia6/Selenos/Syvn1/P4hb/Derl2/Calr/Sec11c/Tmem258/Pdia4/Stt3a/Tusc3/Get3/Rpn2/Pdia4/Sec61a2/Ganab/Pigm	25
GO:0031226	GO:0031226	intrinsic component of plasma membrane	74/738	473/8052	2.18610847236381e-06	6.38343673930232e-05	5.55348257540841e-05	Prss42/Slc3a1/Bcap31/Grik3/Plpp1/Sstr2/Slc22a18/Sdcbp/Ank2/Clca3a1/Plscr1/Stom/Tspan33/Tspan3/Gria2/Slc2a8/Adgre1/Pcdh19/Neo1/Mmp24/Tlr13/Rhag/Lrp1/Cysltr1/Kcnk5/Calm1/Glra2/Slc6a5/Ms4a4b/Lrrc4b/Mmp16/Chrna7/Clcn3/Clec1b/Grm2/Slc6a8/Slc1a3/Trpv4/Mdga1/Chrna6/Ptprt/Slc6a9/Iyd/Slc32a1/Adrb2/Chrnb3/Slc16a14/Slc16a12/Slc16a10/Slc26a2/Vwc2l/Lrrtm2/Npffr2/Slc17a5/Axl/Gp1ba/Chrna3/Slc1a1/Slc52a3/Mfsd12/Rho/Npsr1/Gnrhr/Ptpra/Ggt1/Aqp4/P2rx7/Chrna2/Dcc/Tlr2/Slc16a9/Slc16a13/Itgb7/Prom1	74
GO:0030312	GO:0030312	external encapsulating structure	40/738	206/8052	3.25806899537629e-06	8.39431894102833e-05	7.30291626208185e-05	Serpinb1a/Vwa5a/Svep1/Col12a1/Thbs2/Mmp7/Reg1/Col14a1/Plg/Ctsl/Plscr1/Calr/Cstb/Bmp7/Mmp24/Myoc/Mmp2/Gsto1/Ctsc/Mmp16/Ctsz/Lrig2/Angptl1/Col6a6/Cela2a/Sparc/Kazald1/Mmp10/Nid1/Thbs1/Gp1ba/Colec12/Fbn2/Fgl2/Entpd1/Cpn2/Hmcn1/Col11a2/Lingo2/Srpx2	40
GO:0031012	GO:0031012	extracellular matrix	40/738	206/8052	3.25806899537629e-06	8.39431894102833e-05	7.30291626208185e-05	Serpinb1a/Vwa5a/Svep1/Col12a1/Thbs2/Mmp7/Reg1/Col14a1/Plg/Ctsl/Plscr1/Calr/Cstb/Bmp7/Mmp24/Myoc/Mmp2/Gsto1/Ctsc/Mmp16/Ctsz/Lrig2/Angptl1/Col6a6/Cela2a/Sparc/Kazald1/Mmp10/Nid1/Thbs1/Gp1ba/Colec12/Fbn2/Fgl2/Entpd1/Cpn2/Hmcn1/Col11a2/Lingo2/Srpx2	40
GO:0000323	GO:0000323	lytic vacuole	49/738	280/8052	5.89766408805682e-06	0.000135956677398362	0.000118280022153827	Serpinb1a/Ank2/Epdr1/Hgsnat/Ifi30/Ctsl/Hspa8/Ctns/Calr/Plaat3/Litaf/Myo7a/Naga/Ankrd27/Tmem9/Sec13/Gpr143/Ctsc/Ctsa/Prss16/C9orf72/Ctsll3/Ctsz/Ids/Fuca1/Clcn3/Tpcn2/Glmp/Arsb/Slc36a1/Tmem97/Gabarap/Ctrb1/Sult1c2/Lgmn/Rraga/Pcsk9/Fth1/Tlr7/Bri3/Ank3/Slc17a5/Ctsf/Mfsd12/Asah1/Gm2a/Cubn/Mfsd1/BC051665	49
GO:0005764	GO:0005764	lysosome	49/738	280/8052	5.89766408805682e-06	0.000135956677398362	0.000118280022153827	Serpinb1a/Ank2/Epdr1/Hgsnat/Ifi30/Ctsl/Hspa8/Ctns/Calr/Plaat3/Litaf/Myo7a/Naga/Ankrd27/Tmem9/Sec13/Gpr143/Ctsc/Ctsa/Prss16/C9orf72/Ctsll3/Ctsz/Ids/Fuca1/Clcn3/Tpcn2/Glmp/Arsb/Slc36a1/Tmem97/Gabarap/Ctrb1/Sult1c2/Lgmn/Rraga/Pcsk9/Fth1/Tlr7/Bri3/Ank3/Slc17a5/Ctsf/Mfsd12/Asah1/Gm2a/Cubn/Mfsd1/BC051665	49
GO:0005773	GO:0005773	vacuole	56/738	341/8052	9.43468418378056e-06	0.000206619583624794	0.000179755561817293	Slc3a1/Serpinb1a/Ank2/Epdr1/Hgsnat/Ifi30/Ctsl/Hspa8/Ctns/Calr/Plaat3/Litaf/Myo7a/Naga/Ankrd27/Tmem9/Sec13/Gpr143/Atp6v0b/Atp6v1c1/Ctsc/Rpn2/Ctsa/Prss16/C9orf72/Ctsll3/Ctsz/Ids/Fuca1/Clcn3/Tpcn2/Glmp/Arsb/Atp6v1e1/Slc36a1/Tmem97/Gabarap/Ctrb1/Sult1c2/Atp6v1a/Lgmn/Rraga/Pcsk9/Fth1/Tlr7/Bri3/Ank3/Slc17a5/Ctsf/Mfsd12/Asah1/Gm2a/Cubn/Mfsd1/Becn1/BC051665	56
GO:0062023	GO:0062023	collagen-containing extracellular matrix	31/738	150/8052	1.13865648197818e-05	0.000237491209098307	0.000206613356629625	Serpinb1a/Vwa5a/Col12a1/Thbs2/Reg1/Col14a1/Plg/Ctsl/Plscr1/Calr/Cstb/Bmp7/Myoc/Gsto1/Ctsc/Ctsz/Angptl1/Col6a6/Cela2a/Sparc/Kazald1/Nid1/Thbs1/Colec12/Fbn2/Fgl2/Entpd1/Cpn2/Hmcn1/Col11a2/Srpx2	31
GO:0030662	GO:0030662	coated vesicle membrane	15/738	48/8052	1.43818173464085e-05	0.000286328908987588	0.000249101333942578	Sar1a/Sec22b/Kdelr2/Sec13/Arcn1/Copb1/Sec23a/Copz1/Copg1/Copa/Gosr2/Copg2/Cope/Copb2/Tyrp1	15
GO:0030135	GO:0030135	coated vesicle	27/738	126/8052	2.10174192029156e-05	0.000400244765690306	0.000348206212881256	Bcap31/Sar1a/Sec22b/Kdelr2/Bnip1/Tmed10/Sec13/Arcn1/Lrp1/Copb1/Yipf6/Sec23ip/Tmed4/Sec23a/Copz1/Copg1/Copa/Gosr2/Copg2/Tmed6/Cope/Pcsk9/Copb2/Tmed7/Gpr107/Cubn/Tyrp1	27
GO:0005788	GO:0005788	endoplasmic reticulum lumen	16/738	57/8052	3.36909811426117e-05	0.000614860405852664	0.000534918209369537	Manf/Txndc12/Hspa5/Hsp90b1/Dnajc3/Pdia6/Lrpap1/Calr/Pdia4/Erp29/Tor1b/Pdia4/Ngf/Entpd5/Pcsk9/Selenom	16
GO:0042470	GO:0042470	melanosome	10/738	27/8052	7.81786852576446e-05	0.00131701015934032	0.00114577668272337	Rab1a/Rab32/Ctns/Myo7a/Ankrd27/Gchfr/Gpr143/Rab17/Mfsd12/Tyrp1	10
GO:0048770	GO:0048770	pigment granule	10/738	27/8052	7.81786852576446e-05	0.00131701015934032	0.00114577668272337	Rab1a/Rab32/Ctns/Myo7a/Ankrd27/Gchfr/Gpr143/Rab17/Mfsd12/Tyrp1	10
GO:0005793	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	14/738	50/8052	0.000106940822914969	0.00173481779395394	0.00150926229610989	Hspa5/Pdia6/Lrpap1/P4hb/Ist1/Sec22b/Tmed10/Rer1/Tmed4/Copg1/Copg2/Tmed6/Tmed7/Prom1	14
GO:0030660	GO:0030660	Golgi-associated vesicle membrane	10/738	28/8052	0.000111725350207194	0.00174770369252682	0.00152047281109038	Kdelr2/Arcn1/Copb1/Copz1/Copg1/Copa/Copg2/Cope/Copb2/Gpr89	10
GO:0030134	GO:0030134	COPII-coated ER to Golgi transport vesicle	12/738	39/8052	0.000122683119683947	0.00185293815246789	0.00161202502089252	Sar1a/Sec22b/Tmed10/Sec13/Yipf6/Sec23ip/Tmed4/Sec23a/Gosr2/Tmed6/Pcsk9/Tmed7	12
GO:0030120	GO:0030120	vesicle coat	11/738	34/8052	0.000141968605441393	0.00202662448426598	0.00176312920765269	Sar1a/Sec13/Arcn1/Copb1/Sec23a/Copz1/Copg1/Copa/Copg2/Cope/Copb2	11
GO:0009897	GO:0009897	external side of plasma membrane	20/738	90/8052	0.000143436892722022	0.00202662448426598	0.00176312920765269	Alpi/Abcb1b/Plg/Ctsl/P4hb/Abcg2/Calr/Adgre1/Lrp1/Chrna7/Clcn3/Abcg2/Enpep/Thbs1/Gp1ba/Cd163/Entpd1/Aqp4/P2rx7/Tlr2	20
GO:0030176	GO:0030176	integral component of endoplasmic reticulum membrane	19/738	91/8052	0.000485936799583919	0.00665125994430489	0.00578648425820324	Derl1/Scd1/Hspa5/Saraf/Derl2/H13/Slc35b1/Tapt1/Selenos/Derl2/Hsd11b1/Calr/Fitm2/Nfe2l1/Canx/Xbp1/Dpm3/Ccdc47/Tm7sf2	19
GO:0005798	GO:0005798	Golgi-associated vesicle	14/738	58/8052	0.000579479918070541	0.00769127891257263	0.0066912832644828	Sec22b/Kdelr2/Bnip1/Tmed10/Arcn1/Copb1/Copz1/Copg1/Copa/Copg2/Cope/Copb2/Gpr89/Cubn	14
GO:0031526	GO:0031526	brush border membrane	11/738	40/8052	0.000688565094710527	0.00887033857303561	0.00771704533390745	Slc3a1/Abcg2/Abcb1a/Slc46a1/Slc5a8/Slc5a6/Abcg2/Enpep/Slc22a21/Slc34a2/Cubn	11
GO:0031227	GO:0031227	intrinsic component of endoplasmic reticulum membrane	19/738	95/8052	0.000849986324817635	0.0106369717220035	0.00925398645365365	Derl1/Scd1/Hspa5/Saraf/Derl2/H13/Slc35b1/Tapt1/Selenos/Derl2/Hsd11b1/Calr/Fitm2/Nfe2l1/Canx/Xbp1/Dpm3/Ccdc47/Tm7sf2	19
GO:0030659	GO:0030659	cytoplasmic vesicle membrane	43/738	298/8052	0.00170696188543769	0.0207680362728253	0.0180678421791943	Moxd1/Rab32/Sar1a/Sec22b/Gria2/Kdelr2/Litaf/Mrc1/Tmed10/Tmem9/Sec13/Arcn1/Vps28/Copb1/Gpr143/Abcc4/Calm1/Vps37a/Clcn3/Sec23a/Copz1/Copg1/Tpcn2/Copa/Gosr2/Rab17/Copg2/2610002M06Rik/Iyd/Chmp2a/Slc32a1/Sparc/Cope/Ift88/Copb2/Slc1a1/Usp8/Slc17a6/Unc13c/Gpr89/Cubn/Fmn2/Tyrp1	43
GO:0005892	GO:0005892	acetylcholine-gated channel complex	5/738	11/8052	0.00184317194462317	0.0218191705877013	0.018982311350031	Chrna7/Chrna6/Chrnb3/Chrna3/Chrna2	5
GO:0012506	GO:0012506	vesicle membrane	44/738	310/8052	0.00210651474743935	0.0242803541941694	0.0211234996834639	Moxd1/Rab32/Sar1a/Sec22b/Gria2/Kdelr2/Litaf/Mrc1/Tmed10/Tmem9/Sec13/Arcn1/Vps28/Copb1/Gpr143/Abcc4/Calm1/Vps37a/Clcn3/Sec23a/Copz1/Copg1/Tpcn2/Slc5a6/Copa/Gosr2/Rab17/Copg2/2610002M06Rik/Iyd/Chmp2a/Slc32a1/Sparc/Cope/Ift88/Copb2/Slc1a1/Usp8/Slc17a6/Unc13c/Gpr89/Cubn/Fmn2/Tyrp1	44
GO:0030117	GO:0030117	membrane coat	14/738	66/8052	0.00222300191117277	0.0243418709273418	0.0211770182064353	Sar1a/Sec13/Arcn1/Copb1/Sec23a/Copz1/Copg1/Copa/Copg2/2610002M06Rik/Chmp2a/Cope/Copb2/Eps15l1	14
GO:0048475	GO:0048475	coated membrane	14/738	66/8052	0.00222300191117277	0.0243418709273418	0.0211770182064353	Sar1a/Sec13/Arcn1/Copb1/Sec23a/Copz1/Copg1/Copa/Copg2/2610002M06Rik/Chmp2a/Cope/Copb2/Eps15l1	14
GO:0016529	GO:0016529	sarcoplasmic reticulum	10/738	41/8052	0.00319266567324156	0.0341070137775561	0.0296725282083041	Manf/Hrc/Hsp90b1/Sar1a/Calr/Xdh/Fkbp1b/Tmem38a/Ank3/Thbs1	10
GO:0031300	GO:0031300	intrinsic component of organelle membrane	32/738	213/8052	0.00342171085392219	0.0356835560480456	0.0310440934616499	Abcb10/Derl1/Scd1/Hspa5/Saraf/Derl2/H13/Slc35b1/Tapt1/Selenos/Derl2/Hsd11b1/Qsox1/Calr/Fitm2/Nfe2l1/Rer1/Bet1/Canx/Xbp1/Pex11g/Rdh1/Oxa1l/Clcn3/Dpm3/Ccdc47/Slc32a1/Slc22a21/Slc17a6/P2rx7/Sys1/Tm7sf2	32
GO:0031301	GO:0031301	integral component of organelle membrane	31/738	205/8052	0.00355497672544625	0.0362111582731502	0.0315030985217024	Abcb10/Derl1/Scd1/Hspa5/Saraf/Derl2/H13/Slc35b1/Tapt1/Selenos/Derl2/Hsd11b1/Qsox1/Calr/Fitm2/Nfe2l1/Rer1/Bet1/Canx/Xbp1/Pex11g/Rdh1/Oxa1l/Clcn3/Dpm3/Ccdc47/Slc32a1/Slc17a6/P2rx7/Sys1/Tm7sf2	31
GO:0005791	GO:0005791	rough endoplasmic reticulum	11/738	50/8052	0.00477927261544558	0.0465182534570036	0.0404700979366386	H13/Lrpap1/Hsd11b1/Canx/Rpn2/Sec61a2/Arsb/Ccdc47/Tmem97/Pcsk9/Rho	11
GO:0005902	GO:0005902	microvillus	11/738	50/8052	0.00477927261544558	0.0465182534570036	0.0404700979366386	Ctsl/Myo7a/Fabp2/Slc10a2/Atp6v1e1/Atp6v1a/Slc26a2/Slc34a2/Dcxr/Fmn2/Prom1	11
