ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0070330	GO:0070330	aromatase activity	8/711	15/7956	1.42606530427687e-05	0.000824741100973456	0.000686763028112282	Cyp3a25/Cyp3a11/Cyp3a41a/Cyp2d26/Cyp1a1/Cyp3a16/Cyp3a44/Cyp3a59	8
GO:0005496	GO:0005496	steroid binding	15/711	51/7956	2.39131612093973e-05	0.00122700314693729	0.00102172717680657	Cyp3a25/Cyp3a11/Cyp3a41a/Nfe2l1/Nr1h4/Vdr/Cyp3a44/Stard3/Apod/Cyp3a59/Hsd11b1/Gpr183/Npc1/Gstm1/Ugt1a10	15
GO:0016853	GO:0016853	isomerase activity	24/711	109/7956	2.47522248661701e-05	0.00122700314693729	0.00102172717680657	Hpgds/Fkbp14/Ppib/Pdia6/Ebp/Ero1b/Hmgcs1/Creld2/Isyna1/Pmm2/Gsta4/Qsox1/Pdia5/Fkbp2/Gale/Cyp2j12/P4hb/Mif/Idi1/Ppid/Cyp2j13/Gsta1/Pdia4/Aloxe3	24
GO:0038023	GO:0038023	signaling receptor activity	48/711	297/7956	3.27725066942162e-05	0.00142150747786163	0.00118369119573189	Nr1h4/Notch1/Reg1/Ptprt/Grik3/Rorb/Neo1/Adgre1/Vdr/Lrp6/Mrc1/Sstr2/Lrp6/Met/Unc13c/Mrc2/Npbwr1/Edar/Ghsr/Glra2/Adrb2/Clec1b/Pla2r1/Oprk1/Trpv4/Igf1r/Colec12/Cysltr1/Rho/Tlr13/Adora2a/Npy1r/Gpr183/Axl/Trhr/Pglyrp3/Adgrd1/Notch2/Fgfr1/Chrna7/Hpgd/Gpr143/Chrna6/Ahr/Galr2/Gria1/Epha5/Opn4	48
GO:0060089	GO:0060089	molecular transducer activity	48/711	297/7956	3.27725066942162e-05	0.00142150747786163	0.00118369119573189	Nr1h4/Notch1/Reg1/Ptprt/Grik3/Rorb/Neo1/Adgre1/Vdr/Lrp6/Mrc1/Sstr2/Lrp6/Met/Unc13c/Mrc2/Npbwr1/Edar/Ghsr/Glra2/Adrb2/Clec1b/Pla2r1/Oprk1/Trpv4/Igf1r/Colec12/Cysltr1/Rho/Tlr13/Adora2a/Npy1r/Gpr183/Axl/Trhr/Pglyrp3/Adgrd1/Notch2/Fgfr1/Chrna7/Hpgd/Gpr143/Chrna6/Ahr/Galr2/Gria1/Epha5/Opn4	48
GO:0008233	GO:0008233	peptidase activity	49/711	307/7956	3.79046175675606e-05	0.00152548432403736	0.00127027285590249	Prss42/Clca3a1/Prss48/Mmp10/H13/Mmp24/Tll1/Spcs2/Adamts6/Bmp1/Stambp/Mmp9/Ctsl/Plg/Mbtps2/Prss12/Ctsll3/Ctrl/Ctrb1/Mmp2/Pcsk9/Mmp7/Scpep1/Klk8/Ctsz/Trhde/Lactb/Cpa2/Mep1b/Lgmn/Mmp20/Mmp16/Kdm8/Gzmm/Klkb1/Pm20d2/Senp1/Mmp15/Mmp19/Cpb1/Prep/Cpa1/Cela2a/Hgf/Semp2l2a/Agtpbp1/Usp22/Capn3/Adamts9	49
GO:0004222	GO:0004222	metalloendopeptidase activity	15/711	53/7956	3.95658758395857e-05	0.00152548432403736	0.00127027285590249	Mmp10/Mmp24/Tll1/Adamts6/Bmp1/Mmp9/Mbtps2/Mmp2/Mmp7/Mep1b/Mmp20/Mmp16/Mmp15/Mmp19/Adamts9	15
GO:0004364	GO:0004364	glutathione transferase activity	8/711	18/7956	7.60079344698146e-05	0.0024481426170504	0.00203857166200617	Hpgds/Mgst1/Mgst3/Gsto1/Gsta4/Gsta1/Gsto2/Gstm1	8
GO:0032451	GO:0032451	demethylase activity	8/711	18/7956	7.60079344698146e-05	0.0024481426170504	0.00203857166200617	Cyp3a11/Cyp3a41a/Kdm3b/Cyp1a1/Cyp3a16/Cyp3a44/Cyp51/Kdm8	8
GO:0101021	GO:0101021	estrogen 2-hydroxylase activity	6/711	10/7956	7.65449750395047e-05	0.0024481426170504	0.00203857166200617	Cyp3a25/Cyp3a11/Cyp3a41a/Cyp1a1/Cyp3a44/Cyp3a59	6
GO:0017171	GO:0017171	serine hydrolase activity	18/711	75/7956	7.7606826477102e-05	0.0024481426170504	0.00203857166200617	Prss42/Prss48/Mmp9/Plg/Prss12/Ctrl/Ctrb1/Mmp2/Pcsk9/Scpep1/Klk8/Gzmm/Klkb1/Prep/Cela2a/Hgf/Aadac/Nceh1	18
GO:0015036	GO:0015036	disulfide oxidoreductase activity	11/711	34/7956	0.000112941835316422	0.00328190180372478	0.00273284406225528	Txndc12/Pdia6/Ifi30/Ero1b/Gsto1/Qsox1/Nxn/Pdia5/P4hb/Pdia4/Gsto2	11
GO:0004888	GO:0004888	transmembrane signaling receptor activity	37/711	220/7956	0.000113495163241203	0.00328190180372478	0.00273284406225528	Notch1/Ptprt/Grik3/Rorb/Adgre1/Lrp6/Mrc1/Sstr2/Lrp6/Met/Npbwr1/Edar/Ghsr/Glra2/Adrb2/Clec1b/Oprk1/Trpv4/Igf1r/Cysltr1/Rho/Tlr13/Adora2a/Npy1r/Gpr183/Axl/Trhr/Adgrd1/Fgfr1/Chrna7/Hpgd/Gpr143/Chrna6/Galr2/Gria1/Epha5/Opn4	37
GO:0004252	GO:0004252	serine-type endopeptidase activity	15/711	58/7956	0.000123364142811739	0.00342458860445387	0.00285165955383766	Prss42/Prss48/Mmp9/Plg/Prss12/Ctrl/Ctrb1/Mmp2/Pcsk9/Klk8/Gzmm/Klkb1/Prep/Cela2a/Hgf	15
GO:0005509	GO:0005509	calcium ion binding	41/711	255/7956	0.000137909720138738	0.00368112868370324	0.00306528082413632	Hpgds/Fkbp14/Svep1/Notch1/Pon1/Hrc/Epdr1/Tll1/Calr/Lpcat1/Melk/Creld2/Adgre1/Bmp1/Calm1/Myl1/Pla2g12a/Matn3/Unc13c/Fstl1/Amy2a5/Slc25a24/Clec3b/Cetn1/Pkd1l2/Pcdh19/Notch2/Slit1/Acan/Vil1/Dag1/Canx/Amy1/Cetn3/Myo5a/Gch1/Calm4/Hmcn1/Jag1/Capn3/Fbn1	41
GO:0008237	GO:0008237	metallopeptidase activity	22/711	107/7956	0.000157107204860596	0.00400709675902159	0.00333671488048362	Clca3a1/Mmp10/Mmp24/Tll1/Adamts6/Bmp1/Stambp/Mmp9/Mbtps2/Mmp2/Mmp7/Trhde/Cpa2/Mep1b/Mmp20/Mmp16/Mmp15/Mmp19/Cpb1/Cpa1/Agtpbp1/Adamts9	22
GO:0008201	GO:0008201	heparin binding	14/711	53/7956	0.00016166960987407	0.00400709675902159	0.00333671488048362	Lrpap1/Igfals/Eva1c/Fstl1/Mmp7/Lipg/Lipi/Bmp7/Clec3b/Col11a1/Bsph1/Slit1/Fgfr1/Fbn1	14
GO:0008017	GO:0008017	microtubule binding	25/711	130/7956	0.000177156738382001	0.00423954401507271	0.00353027402438179	Cryab/Kif11/Kif4/Plk1/Kif23/Prc1/Tpx2/Kif18a/Nusap1/Kif20a/Racgap1/Numa1/Birc5/Kifc5b/Trpv4/Gabarap/Cep350/Cetn1/Prc1/Tubgcp5/Cetn3/Kif22/Fmn2/Haus4/Prc1	25
GO:0003756	GO:0003756	protein disulfide isomerase activity	7/711	16/7956	0.000246218131323641	0.00551210913350344	0.00458994071635582	Pdia6/Ero1b/Creld2/Qsox1/Pdia5/P4hb/Pdia4	7
GO:0016864	GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	7/711	16/7956	0.000246218131323641	0.00551210913350344	0.00458994071635582	Pdia6/Ero1b/Creld2/Qsox1/Pdia5/P4hb/Pdia4	7
GO:0015293	GO:0015293	symporter activity	17/711	76/7956	0.000303798417501541	0.00658862817956468	0.00548635957922192	Slc22a18/Slc28a3/Slc34a2/Slc22a4/Slc33a1/Slc5a6/Mfsd4b1/Slc39a8/Slc28a2/Slc5a8/Slc5a12/Slc10a2/Slc16a9/Mfsd12/Slc16a13/Slc22a1/Slc32a1	17
GO:0008236	GO:0008236	serine-type peptidase activity	16/711	70/7956	0.000349818667956235	0.00732154164825419	0.00609665761397171	Prss42/Prss48/Mmp9/Plg/Prss12/Ctrl/Ctrb1/Mmp2/Pcsk9/Scpep1/Klk8/Gzmm/Klkb1/Prep/Cela2a/Hgf	16
GO:0005539	GO:0005539	glycosaminoglycan binding	18/711	84/7956	0.000358692242133491	0.00732154164825419	0.00609665761397171	Lrpap1/Reg1/Hmmr/Igfals/Eva1c/Fstl1/Mmp7/Lipg/Lipi/Bmp7/Clec3b/Col11a1/Pglyrp3/Bsph1/Slit1/Acan/Fgfr1/Fbn1	18
GO:0016709	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	9/711	28/7956	0.000502915674120422	0.00997209936684494	0.00830378060427404	Msmo1/Cyp2d26/Cyp1a1/Sqle/Cyp51/Cyp4f40/Cyp2d40/Cyp46a1/Fmo6	9
GO:0016209	GO:0016209	antioxidant activity	11/711	40/7956	0.000555081982460081	0.0107007471063138	0.00891052656054341	Mgst1/Gpx6/Mgst3/Selenos/Gsto1/Gsta4/Nxn/Cygb/Gsta1/Prdx6/Gsto2	11
GO:0030545	GO:0030545	signaling receptor regulator activity	17/711	80/7956	0.000574647129955477	0.0107785164375433	0.0089752851876403	Manf/Dut/Lrpap1/Reg1/Bmp1/Copa/Pcsk9/Prrt1/Colec10/Bmp7/Sema5b/Mif/Wfikkn2/Angpt4/Hgf/Jag1/Fbn1	17
GO:0051082	GO:0051082	unfolded protein binding	14/711	60/7956	0.000647797644893947	0.0115564457860023	0.00962306800624183	Cryab/Hspa5/Hspa1b/Tbce/Hsp90b1/Hspa8/Calr/Syvn1/Dnajb1/Hspa13/Dnajb11/Tcp1/Canx/Ern1	14
GO:0043177	GO:0043177	organic acid binding	18/711	88/7956	0.000649425627743642	0.0115564457860023	0.00962306800624183	Ass1/Nr1h4/Fabp5/Crabp2/Glul/Hmgcs1/Ido1/Vdr/Fabp3/Crabp1/Glra2/Cad/Shmt2/Dhfr/Slc46a1/Gpr143/Ddc/Kars	18
GO:0031406	GO:0031406	carboxylic acid binding	20/711	103/7956	0.000674260441914033	0.0116984186672085	0.0097412890160738	Nr1h4/Fabp5/Epdr1/Crabp2/Glul/Vdr/Fabp2/Fabp3/Gsta4/Crabp1/Glra2/Cyp4f40/Grhpr/Shmt2/Dhfr/Aldh5a1/Slc46a1/Gsta1/Gpr143/Ugt1a10	20
GO:0016863	GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	5/711	10/7956	0.000967240831624012	0.0163723204182211	0.0136332533135194	Ebp/Gsta4/Mif/Idi1/Gsta1	5
GO:0015631	GO:0015631	tubulin binding	31/711	195/7956	0.00106503801983194	0.0175984853753182	0.0146542825285146	Cryab/Tbce/Tbcd/Kif11/Kif4/Plk1/Kif23/Prc1/Tpx2/Kif18a/Nusap1/Kif20a/Racgap1/Tbcc/Numa1/Birc5/Lrrk2/Kifc5b/Trpv4/Gabarap/Cep350/Cetn1/Prc1/Dag1/Tubgcp5/Cetn3/Agtpbp1/Kif22/Fmn2/Haus4/Prc1	31
GO:0016667	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	11/711	44/7956	0.00132365306436275	0.0208859723026352	0.0173917773307246	Txndc12/Pdia6/Ifi30/Ero1b/Gsto1/Qsox1/Nxn/Pdia5/P4hb/Pdia4/Gsto2	11
GO:0042277	GO:0042277	peptide binding	25/711	148/7956	0.00132797747559236	0.0208859723026352	0.0173917773307246	Cryab/Mgst1/Ppib/Lbp/Nr1h4/Kpna2/Hspa8/Calr/Ctsl/Sstr2/Npbwr1/Ghsr/Adrb2/Oprk1/Trhde/Igf1r/Ldlrad3/Lbr/Ppid/Gsta1/Chrna7/Prep/Galr2/Gria1/Gstm1	25
GO:0008514	GO:0008514	organic anion transmembrane transporter activity	19/711	101/7956	0.00135427774296626	0.0208859723026352	0.0173917773307246	Slc22a18/Slc35b1/Slc2a8/Slco2a1/Slc33a1/Slco4c1/Slc5a6/Slc25a24/Slc39a8/Slc5a8/Abcg2/Slc5a12/Slc46a1/Abcc1/Slc25a11/Mfsd12/Slc35b4/Slc7a9/Slc32a1	19
GO:0042803	GO:0042803	protein homodimerization activity	49/711	358/7956	0.00153705323103285	0.0224031411001638	0.018655125836478	Abcb10/Cryab/Jdp2/Fbxo4/Hpgds/Hes1/Alpi/Hspb8/Cenpf/Creb3l3/Cebpa/H13/Pon1/Ptprt/Cbs/Hmgcs1/Hspb1/Rrm2/Lrp6/Birc5/Lrrk2/Stom/Lrp6/Mad2l1/Adrb2/Oxa1l/Xdh/Stard3/Grhpr/Shmt2/Hsd11b1/Abcg2/Gale/Tyr/Vil1/Fgfr1/Gsta1/Chrna7/Ephx2/Aadat/Gch1/Ern1/Ect2/Ahr/Kars/Smchd1/Gstm1/Prdm9/Ugt1a10	49
GO:0005342	GO:0005342	organic acid transmembrane transporter activity	17/711	87/7956	0.00154949679078943	0.0224031411001638	0.018655125836478	Abcb1b/Abcb1a/Slc22a4/Slc5a6/Slc5a8/Abcg2/Slc5a12/Slc10a2/Slc46a1/Abcc1/Slc25a11/Abcc3/Slc16a9/Mfsd12/Slc16a13/Slc7a9/Slc32a1	17
GO:0046943	GO:0046943	carboxylic acid transmembrane transporter activity	17/711	87/7956	0.00154949679078943	0.0224031411001638	0.018655125836478	Abcb1b/Abcb1a/Slc22a4/Slc5a6/Slc5a8/Abcg2/Slc5a12/Slc10a2/Slc46a1/Abcc1/Slc25a11/Abcc3/Slc16a9/Mfsd12/Slc16a13/Slc7a9/Slc32a1	17
GO:0033293	GO:0033293	monocarboxylic acid binding	11/711	45/7956	0.00161337245122004	0.0228123208928705	0.0189958504022234	Nr1h4/Fabp5/Crabp2/Vdr/Fabp2/Fabp3/Gsta4/Crabp1/Cyp4f40/Gsta1/Ugt1a10	11
GO:0004806	GO:0004806	triglyceride lipase activity	5/711	11/7956	0.00164353896922698	0.0228123208928705	0.0189958504022234	Pnliprp1/Lipg/Lipi/Plb1/Aadac	5
GO:0004602	GO:0004602	glutathione peroxidase activity	6/711	16/7956	0.0018262984738487	0.0248519831539412	0.0206942799203909	Mgst1/Gpx6/Mgst3/Gsta4/Gsta1/Prdx6	6
GO:0004930	GO:0004930	G protein-coupled receptor activity	19/711	104/7956	0.0019357379435725	0.0258346564007561	0.0215125532595405	Grik3/Rorb/Adgre1/Sstr2/Npbwr1/Ghsr/Adrb2/Oprk1/Cysltr1/Rho/Adora2a/Npy1r/Gpr183/Trhr/Adgrd1/Hpgd/Gpr143/Galr2/Opn4	19
GO:0008028	GO:0008028	monocarboxylic acid transmembrane transporter activity	9/711	34/7956	0.00234646443255966	0.0307225080222794	0.025582673902975	Slc5a6/Slc5a8/Abcg2/Slc5a12/Slc10a2/Abcc3/Slc16a9/Slc16a13/Slc32a1	9
GO:0015035	GO:0015035	protein-disulfide reductase activity	8/711	28/7956	0.00241215884192137	0.0307225080222794	0.025582673902975	Txndc12/Pdia6/Ero1b/Qsox1/Nxn/Pdia5/P4hb/Pdia4	8
GO:0008391	GO:0008391	arachidonic acid monooxygenase activity	6/711	17/7956	0.0026116349481905	0.0307225080222794	0.025582673902975	Cyp2g1/Cyp1a1/Cyp4f40/Cyp2j12/Cyp2c23/Cyp2j13	6
GO:0030020	GO:0030020	extracellular matrix structural constituent conferring tensile strength	6/711	17/7956	0.0026116349481905	0.0307225080222794	0.025582673902975	Col12a1/Col6a6/Col6a4/Col11a1/Col22a1/Col11a2	6
GO:0008307	GO:0008307	structural constituent of muscle	5/711	12/7956	0.00261185586932923	0.0307225080222794	0.025582673902975	Csrp1/Myl1/Pdlim3/Dag1/Capn3	5
GO:0015643	GO:0015643	toxic substance binding	5/711	12/7956	0.00261185586932923	0.0307225080222794	0.025582673902975	Ass1/Gsta4/Chrna7/Ephx2/Ahr	5
GO:0034185	GO:0034185	apolipoprotein binding	5/711	12/7956	0.00261185586932923	0.0307225080222794	0.025582673902975	Lrp6/Plg/Lrp6/Pcsk9/Canx	5
GO:0051287	GO:0051287	NAD binding	12/711	55/7956	0.00285027470040912	0.0329681773680655	0.0274526457986773	Glyr1/Aldh2/Grhpr/Aldh5a1/Me3/Parp14/Sord/Hpgd/Aldh1a1/Ndufv1/Aldh2/Hadh	12
GO:0015291	GO:0015291	secondary active transmembrane transporter activity	22/711	132/7956	0.00299742353187579	0.0333616476288266	0.0277802890159651	Slc22a18/Slc28a3/Slc34a2/Slc2a8/Slc22a4/Slco2a1/Slc33a1/Slco4c1/Slc5a6/Mfsd4b1/Slc39a8/Slc28a2/Slc5a8/Slc9a9/Slc5a12/Slc10a2/Slc25a11/Slc16a9/Mfsd12/Slc16a13/Slc22a1/Slc32a1	22
GO:0016628	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	7/711	23/7956	0.00302850691731423	0.0333616476288266	0.0277802890159651	Ptgr1/Akr1b3/Fasn/Zadh2/Lbr/Tm7sf2/Pecr	7
GO:0042910	GO:0042910	xenobiotic transmembrane transporter activity	7/711	23/7956	0.00302850691731423	0.0333616476288266	0.0277802890159651	Abcb1b/Abcb1a/Abcg2/Slc46a1/Abcc1/Abcc3/Slc22a1	7
GO:0016887	GO:0016887	ATP hydrolysis activity	24/711	149/7956	0.00315270895714297	0.0341871877540191	0.0284677173926232	Abcb10/Hyou1/Hspa5/Hspa1b/Abcb1b/Hsp90b1/Kif23/Kif18a/Hspa8/Kif20a/Abcb1a/Hspa13/Trip13/Kifc5b/Get3/Smarca5/Entpd1/Abcc1/Tcp1/Abcc3/Smc2/Ola1/Nubp1/Kif22	24
GO:0005201	GO:0005201	extracellular matrix structural constituent	13/711	63/7956	0.00326209516169101	0.0348291391109779	0.0290022711541436	Col12a1/Lama2/Vwa5a/Creld2/Col6a6/Col6a4/Bmper/Col11a1/Col22a1/Col11a2/Hmcn1/Srpx2/Fbn1	13
GO:0030246	GO:0030246	carbohydrate binding	21/711	125/7956	0.00334599440896559	0.035183638179123	0.0292974630067322	Reg1/Calr/Asgr1/Slc2a8/Mrc1/Mrc2/Eva1c/Clec1b/Pla2r1/Endou/Colec12/Colec10/Ganab/Ppp1r3b/Clec3b/Pkd1l2/Acan/Canx/Mgl2/Cd207/Galnt5	21
GO:0043548	GO:0043548	phosphatidylinositol 3-kinase binding	6/711	18/7956	0.0036253972707081	0.0375526224756929	0.0312701194284171	Calm1/Xbp1/Met/Igf1r/Axl/Irs1	6
GO:0033218	GO:0033218	amide binding	29/711	194/7956	0.0038925046761551	0.0395536981173154	0.0329364178164814	Cryab/Mgst1/Ppib/Lbp/Nr1h4/Kpna2/Epdr1/Hspa8/Calr/Ctsl/Sstr2/Fasn/Npbwr1/Ghsr/Adrb2/Oprk1/Trhde/Igf1r/Dhfr/Ldlrad3/Lbr/Slc46a1/Ppid/Gsta1/Chrna7/Prep/Galr2/Gria1/Gstm1	29
GO:0016538	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	7/711	24/7956	0.00395153396113476	0.0395536981173154	0.0329364178164814	Ccnb2/Ccna2/Cks1b/Ccne1/Cdkn1b/Ccnf/Ccnb3	7
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	16/711	87/7956	0.00398956609252461	0.0395536981173154	0.0329364178164814	Nsdhl/Rdh12/Ptgr1/Akr1b3/Fasn/Zadh2/Adh6b/Grhpr/Hsd11b1/Me3/Dhrs11/Sord/Hpgd/Hsd3b7/Hsd17b14/Hadh	16
GO:0052689	GO:0052689	carboxylic ester hydrolase activity	15/711	80/7956	0.00432852164493374	0.0421001561953979	0.0350568568956066	Aadacl3/Ces2g/Pon1/Pnliprp1/Faah/Pla2g12a/Plaat3/Lipg/Lipi/Chka/Lyplal1/Prdx6/Plb1/Aadac/Nceh1	15
GO:0038024	GO:0038024	cargo receptor activity	9/711	37/7956	0.00436773954764935	0.0421001561953979	0.0350568568956066	Scara5/Asgr1/Lrp6/Mrc1/Prss12/Lrp6/Cd163/Endou/Colec12	9
GO:0022804	GO:0022804	active transmembrane transporter activity	32/711	223/7956	0.00474092263627551	0.0450712371174685	0.0375308799901262	Abcb10/Slc22a18/Abcb1b/Slc28a3/Slc34a2/Abcb1a/Slc2a8/Slc22a4/Slco2a1/Atp6v0b/Slc33a1/Slco4c1/Slc5a6/Mfsd4b1/Slc39a8/Slc28a2/Slc5a8/Abcg2/Cyb561d2/Slc9a9/Slc5a12/Slc10a2/Abcc1/Slc25a11/Abcc3/Slc16a9/Mfsd12/Atp6v1a/Ndufv1/Slc16a13/Slc22a1/Slc32a1	32
GO:1901682	GO:1901682	sulfur compound transmembrane transporter activity	8/711	31/7956	0.00481771757409229	0.0451823783300006	0.0376234274278331	Slc33a1/Slc5a6/Abcg2/Abcc1/Slc25a11/Abcc3/Mfsd12/Slc7a9	8
GO:0004180	GO:0004180	carboxypeptidase activity	7/711	25/7956	0.00507300638889318	0.0463245583406825	0.0385745222645756	Ctsl/Scpep1/Ctsz/Cpa2/Cpb1/Cpa1/Agtpbp1	7
GO:0044183	GO:0044183	protein folding chaperone	7/711	25/7956	0.00507300638889318	0.0463245583406825	0.0385745222645756	Hspa5/Hspa1b/Hspa8/Hspb1/Dnajb1/Hspa13/Tcp1	7
