ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015036	GO:0015036	disulfide oxidoreductase activity	10/257	34/7956	6.87423695618692e-08	2.37425568717533e-06	1.95373050333733e-06	Txndc12/Pdia6/Ifi30/Qsox1/Nxn/Gsto2/Gsto1/Pdia5/Pdia3/P4hb	10
GO:0016667	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	11/257	44/7956	9.61940354377121e-08	3.08508013653805e-06	2.53865461944639e-06	Txndc12/Pdia6/Ifi30/Qsox1/Nxn/Gsto2/Gsto1/Sqor/Pdia5/Pdia3/P4hb	11
GO:0004364	GO:0004364	glutathione transferase activity	7/257	18/7956	7.93787933167323e-07	2.37607187994752e-05	1.95522501432793e-05	Hpgds/Mgst1/Mgst3/Gsta4/Gsto2/Gsto1/Gstm1	7
GO:0016853	GO:0016853	isomerase activity	14/257	109/7956	9.7531683517114e-06	0.000273698286869901	0.00022522119022702	Hpgds/Fkbp14/Pdia6/Ppib/Pmm2/Qsox1/Gsta4/Isyna1/Cyp2j13/Ebp/Aloxe3/Pdia5/Pdia3/P4hb	14
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	9/257	46/7956	1.28683471349817e-05	0.000332450058717758	0.000273566922072285	Hpgds/Nus1/Mgst1/Mgst3/Dhdds/Gsta4/Gsto2/Gsto1/Gstm1	9
GO:0015562	GO:0015562	efflux transmembrane transporter activity	5/257	11/7956	1.33276192804447e-05	0.000332450058717758	0.000273566922072285	Abcb1b/Abcb1a/Abcg2/Abcc4/Abcg2	5
GO:0032451	GO:0032451	demethylase activity	6/257	18/7956	1.4348134548587e-05	0.000339069074332399	0.000279013585958673	Cyp3a41a/Cyp3a11/Cyp1a1/Cyp3a16/Cyp3a44/Kdm8	6
GO:0016860	GO:0016860	intramolecular oxidoreductase activity	8/257	37/7956	1.81949030735144e-05	0.000408475574000398	0.00033612689362124	Hpgds/Pdia6/Qsox1/Gsta4/Ebp/Pdia5/Pdia3/P4hb	8
GO:0015035	GO:0015035	protein-disulfide reductase activity	7/257	28/7956	2.23771874596733e-05	0.00047844557949492	0.000393703899666433	Txndc12/Pdia6/Qsox1/Nxn/Pdia5/Pdia3/P4hb	7
GO:0042887	GO:0042887	amide transmembrane transporter activity	6/257	20/7956	2.83678036174887e-05	0.000578961082920566	0.000476416223432466	Abcg2/Slc46a1/Slc33a1/Abcc4/Disp1/Abcg2	6
GO:0016209	GO:0016209	antioxidant activity	8/257	40/7956	3.33222047238172e-05	0.000650507387869301	0.00053529033675331	Gpx7/Mgst1/Mgst3/Gsta4/Nxn/Cygb/Gsto2/Gsto1	8
GO:0008559	GO:0008559	ABC-type xenobiotic transporter activity	5/257	14/7956	5.33174463120287e-05	0.000997480558087538	0.000820808055066758	Abcb1b/Abcb1a/Abcg2/Abcc4/Abcg2	5
GO:0008289	GO:0008289	lipid binding	26/257	351/7956	6.13160045507711e-05	0.00110123544173185	0.000906186004097712	Cyp3a25/Cpne8/Cyp3a41a/Cyp3a11/Pon1/Manf/Lbp/Vdr/Nr1h4/Epdr1/Sdcbp/Cyp4f40/Faah/Fitm2/Hsd11b1/Gsta4/Apod/Hspa8/Cyp3a59/Cyp3a44/Ugt1a7c/Ugt1a10/Avil/Crabp1/Fabp2/Gstm1	26
GO:0042910	GO:0042910	xenobiotic transmembrane transporter activity	6/257	23/7956	6.80862045389207e-05	0.00117579637838367	0.000967540801342558	Abcb1b/Abcb1a/Abcg2/Slc46a1/Abcc4/Abcg2	6
GO:0033293	GO:0033293	monocarboxylic acid binding	8/257	45/7956	8.12069579324886e-05	0.0013504416337662	0.00111125310854984	Vdr/Nr1h4/Cyp4f40/Gsta4/Ugt1a7c/Ugt1a10/Crabp1/Fabp2	8
GO:0003756	GO:0003756	protein disulfide isomerase activity	5/257	16/7956	0.000110304302651399	0.0016846197926615	0.00138624205186774	Pdia6/Qsox1/Pdia5/Pdia3/P4hb	5
GO:0016864	GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	5/257	16/7956	0.000110304302651399	0.0016846197926615	0.00138624205186774	Pdia6/Qsox1/Pdia5/Pdia3/P4hb	5
GO:0044183	GO:0044183	protein folding chaperone	6/257	25/7956	0.000113126684274999	0.0016846197926615	0.00138624205186774	Hspa5/Hspa1b/Hspb1/Dnajb1/Hspa8/Hspa13	6
GO:0051082	GO:0051082	unfolded protein binding	9/257	60/7956	0.000116310052500014	0.0016846197926615	0.00138624205186774	Cryab/Tbce/Hspa5/Hspa1b/Hsp90b1/Calr/Dnajb1/Hspa8/Hspa13	9
GO:0008391	GO:0008391	arachidonic acid monooxygenase activity	5/257	17/7956	0.000152168587501935	0.00213511549338652	0.00175694652017036	Cyp2g1/Cyp1a1/Cyp4f40/Cyp2b19/Cyp2j13	5
GO:0019825	GO:0019825	oxygen binding	4/257	11/7956	0.000293404541907023	0.00399207997928041	0.00328500778977242	Ido1/Cygb/Haao/Ngb	4
GO:0015020	GO:0015020	glucuronosyltransferase activity	5/257	21/7956	0.000450051941715743	0.00594333299501084	0.00489065732328873	Ugt2b34/Ugt1a6a/Ugt1a7c/Ugt1a10/Ugt1a6b	5
GO:0031406	GO:0031406	carboxylic acid binding	11/257	103/7956	0.000463524108116553	0.00594635212983807	0.00489314171274918	Vdr/Nr1h4/Epdr1/Cyp4f40/Gsta4/Slc46a1/Gpr143/Ugt1a7c/Ugt1a10/Crabp1/Fabp2	11
GO:0042803	GO:0042803	protein homodimerization activity	24/257	358/7956	0.000528882709714632	0.00659634268505193	0.00542800675759754	Abcb10/Jdp2/Cryab/Fbxo4/Hes1/Hpgds/Pon1/Alpi/Hspb8/Creb3l3/Cebpa/Hspb1/Abcg2/H13/Lrp6/Hsd11b1/Xdh/Ugt1a7c/Ephx2/Ugt1a10/Ugt1a6b/Abcg2/Lrp6/Gstm1	24
GO:0008028	GO:0008028	monocarboxylic acid transmembrane transporter activity	6/257	34/7956	0.000673091891371543	0.00816806106015738	0.00672134434911555	Abcg2/Abcc4/Slc5a12/Abcg2/Slc16a13/Slc5a8	6
GO:0140359	GO:0140359	ABC-type transporter activity	5/257	23/7956	0.000705856096298129	0.00834024703257527	0.00686303295846658	Abcb1b/Abcb1a/Abcg2/Abcc4/Abcg2	5
GO:0008392	GO:0008392	arachidonic acid epoxygenase activity	4/257	15/7956	0.0010956869757144	0.012614447489635	0.0103801924015049	Cyp2g1/Cyp4f40/Cyp2b19/Cyp2j13	4
GO:0004602	GO:0004602	glutathione peroxidase activity	4/257	16/7956	0.0014241478667354	0.0155961559064438	0.0128337843703242	Gpx7/Mgst1/Mgst3/Gsta4	4
GO:0033764	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	4/257	16/7956	0.0014241478667354	0.0155961559064438	0.0128337843703242	Nsdhl/Hsd11b1/Rdh1/Hsd17b14	4
GO:0004601	GO:0004601	peroxidase activity	5/257	27/7956	0.00152382179033327	0.0162903805680867	0.0134050488322551	Gpx7/Mgst1/Mgst3/Gsta4/Cygb	5
GO:0005504	GO:0005504	fatty acid binding	5/257	28/7956	0.00180686488101392	0.0176932385963415	0.0145594344093679	Cyp4f40/Gsta4/Ugt1a7c/Ugt1a10/Fabp2	5
GO:0016709	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	5/257	28/7956	0.00180686488101392	0.0176932385963415	0.0145594344093679	Cyp1a1/Cyp4f40/Cyp2b19/Cyp46a1/Cyp2d40	5
GO:0030414	GO:0030414	peptidase inhibitor activity	7/257	55/7956	0.00182341563699516	0.0176932385963415	0.0145594344093679	Serpinb1a/Spint3/Simc1/Cd109/Wfdc18/Wfikkn2/Cstb	7
GO:0005342	GO:0005342	organic acid transmembrane transporter activity	9/257	87/7956	0.00189148207711446	0.0176932385963415	0.0145594344093679	Abcb1b/Abcb1a/Abcg2/Slc46a1/Abcc4/Slc5a12/Abcg2/Slc16a13/Slc5a8	9
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	9/257	87/7956	0.00189148207711446	0.0176932385963415	0.0145594344093679	Nsdhl/Rdh12/Zadh2/Ptgr1/Adh6b/Hsd11b1/Rdh1/Sord/Hsd17b14	9
GO:0046943	GO:0046943	carboxylic acid transmembrane transporter activity	9/257	87/7956	0.00189148207711446	0.0176932385963415	0.0145594344093679	Abcb1b/Abcb1a/Abcg2/Slc46a1/Abcc4/Slc5a12/Abcg2/Slc16a13/Slc5a8	9
GO:0016684	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	5/257	29/7956	0.00212658551985627	0.0194864673146013	0.0160350487104092	Gpx7/Mgst1/Mgst3/Gsta4/Cygb	5
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	9/257	93/7956	0.00299980641468787	0.026938261603897	0.0221669905590619	Nsdhl/Rdh12/Zadh2/Ptgr1/Adh6b/Hsd11b1/Rdh1/Sord/Hsd17b14	9
GO:0004867	GO:0004867	serine-type endopeptidase inhibitor activity	5/257	32/7956	0.00333276905351789	0.0290126964120634	0.0238740040807273	Serpinb1a/Spint3/Cd109/Wfdc18/Wfikkn2	5
GO:0005109	GO:0005109	frizzled binding	4/257	20/7956	0.00342466126912998	0.0290126964120634	0.0238740040807273	Sdcbp/Lrp6/Myoc/Lrp6	4
GO:0016229	GO:0016229	steroid dehydrogenase activity	4/257	20/7956	0.00342466126912998	0.0290126964120634	0.0238740040807273	Nsdhl/Hsd11b1/Rdh1/Hsd17b14	4
GO:0016462	GO:0016462	pyrophosphatase activity	21/257	346/7956	0.00393728720967437	0.0327378140211814	0.0269393335398773	Abcb10/Tbcc/Hyou1/Hspa5/Hspa1b/Abcb1b/Hsp90b1/Plpp1/Eef2/Abcb1a/Sar1a/Arl2/Rab32/Rab1a/Fitm2/Hspa8/Tubb4b/Abcc4/Hspa13/Psmc2/Rab17	21
GO:0042287	GO:0042287	MHC protein binding	3/257	11/7956	0.00453425432309529	0.0370160034739961	0.0304597754527549	Bcap31/Derl1/Pdia3	3
GO:0017111	GO:0017111	nucleoside-triphosphatase activity	19/257	307/7956	0.00487407963913658	0.0390494983461972	0.0321331002684684	Abcb10/Tbcc/Hyou1/Hspa5/Hspa1b/Abcb1b/Hsp90b1/Eef2/Abcb1a/Sar1a/Arl2/Rab32/Rab1a/Hspa8/Tubb4b/Abcc4/Hspa13/Psmc2/Rab17	19
GO:0016818	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	21/257	353/7956	0.0049572859815885	0.0390494983461972	0.0321331002684684	Abcb10/Tbcc/Hyou1/Hspa5/Hspa1b/Abcb1b/Hsp90b1/Plpp1/Eef2/Abcb1a/Sar1a/Arl2/Rab32/Rab1a/Fitm2/Hspa8/Tubb4b/Abcc4/Hspa13/Psmc2/Rab17	21
GO:0016817	GO:0016817	hydrolase activity, acting on acid anhydrides	21/257	354/7956	0.00511946916985374	0.0396317527114539	0.032612226472208	Abcb10/Tbcc/Hyou1/Hspa5/Hspa1b/Abcb1b/Hsp90b1/Plpp1/Eef2/Abcb1a/Sar1a/Arl2/Rab32/Rab1a/Fitm2/Hspa8/Tubb4b/Abcc4/Hspa13/Psmc2/Rab17	21
GO:0008514	GO:0008514	organic anion transmembrane transporter activity	9/257	101/7956	0.00521195656528695	0.0396638728443024	0.0326386575274883	Slc22a18/Abcg2/Slc46a1/Slc33a1/Slc25a24/Abcc4/Slc5a12/Abcg2/Slc5a8	9
GO:0042626	GO:0042626	ATPase-coupled transmembrane transporter activity	7/257	67/7956	0.00563220598432671	0.0416856329264828	0.0343023260044437	Abcb10/Abcb1b/Abcb1a/Abcg2/Atp1a3/Abcc4/Abcg2	7
GO:0022804	GO:0022804	active transmembrane transporter activity	15/257	223/7956	0.00566330425059121	0.0416856329264828	0.0343023260044437	Abcb10/Abcb1b/Slc22a18/Abcb1a/Abcg2/Atp1a3/Cyb561d2/Mfsd4b1/Slc33a1/Abcc4/Slc5a12/Abcg2/Slc17a5/Slc16a13/Slc5a8	15
GO:0034185	GO:0034185	apolipoprotein binding	3/257	12/7956	0.00590267788789994	0.0427468124462431	0.0351755507411355	Lrp6/Plg/Lrp6	3
GO:0061134	GO:0061134	peptidase regulator activity	7/257	69/7956	0.00661756845217892	0.0471633053179101	0.0388097999451095	Serpinb1a/Spint3/Simc1/Cd109/Wfdc18/Wfikkn2/Cstb	7
GO:0004866	GO:0004866	endopeptidase inhibitor activity	6/257	53/7956	0.00689387428896625	0.0483648368085289	0.0397985176879466	Serpinb1a/Spint3/Cd109/Wfdc18/Wfikkn2/Cstb	6
