""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"blastx"	"blastp"	"GOterms"	"kegg"
"PladumEVm053942"	-3.88566538449664	4.61449980505082	170.040832253314	7.24850298981685e-39	2.30232223601101e-35	" . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . PQT3_ARATH . . . . ."	" . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . KEGG:ath:AT4G17410 . . . . ."
"PladumEVm016416"	2.82581210243747	4.27073625857279	169.5180928029	9.42802402170814e-39	2.74504776078717e-35	" CP2J2_HUMAN CP2BB_CANLF CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2U1_HUMAN CP2U1_HUMAN"	" CP2J2_HUMAN CP2BB_CANLF CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2U1_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2U1_HUMAN CP2U1_HUMAN"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:hsa:1573 KEGG:cfa:474177 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:rno:25251 KEGG:hsa:113612 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:113612 KEGG:hsa:113612"
"PladumEVm033225"	2.78086044910452	5.60786694936856	165.595538532809	6.77980620196761e-38	1.82215114531189e-34	" . . . . . ."	" . . . . . ."	" . . . . . ."	" . . . . . ."
"PladumEVm041312"	2.76916362599403	5.34958937738362	150.08152191785	1.66395283535804e-34	4.15263200818391e-31	" ARMET_DROAN ARMET_DROAN ARMET_DROWI"	" ARMET_DROWI ARMET_DROWI ARMET_DROWI"	" GO:0005783 GO:0005783 GO:0005783"	" KEGG:dwi:6650919 KEGG:dwi:6650919 KEGG:dwi:6650919"
"PladumEVm025421"	2.70542752632225	4.33348435254734	149.463734591977	2.27078461459582e-34	5.28926290995755e-31	" MAL2_DROVI MAL2_DROVI . RTJK_DROME . . RAB1A_LYMST RAB1A_LYMST RTJK_DROME"	" RTJK_DROME MAL2_DROVI . RTJK_DROME . . RAB1A_LYMST . RTJK_DROME"	" GO:0032450 GO:0032450 . GO:0003964 . . GO:0005783 GO:0005783 GO:0003964"	" . . . . . . . . ."
"PladumEVm064304"	-2.41755203247397	4.65389987956535	144.510612979496	2.74760510191949e-33	5.99991091599782e-30	" . ."	" . ."	" . ."	" . ."
"PladumEVm012772"	4.29353011651855	2.81142303103529	141.39329882304	1.31990261091639e-32	2.7127104307534e-29	" MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE"	" MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584"
"PladumEVm060572"	2.78134115801265	3.42591801484747	138.030340022499	7.17718198805726e-32	1.39313089711518e-28	" YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO . YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO"	" YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO . YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO YA03_SCHPO"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 . GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 . KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03 KEGG:spo:SPAC5H10.03"
"PladumEVm045566"	3.42562691321891	9.30301197974312	135.302008930279	2.83581204041214e-31	5.21475983578735e-28	" GST5_CAEEL GST5_CAEEL GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST_NOTSL GST1_ASCSU GST1_ASCSU GST_NOTSL GST1_ASCSU GST5_CAEEL GST5_CAEEL HPGDS_CHICK GST5_CAEEL SCRY4_ENTDO GST1_ASCSU HPGDS_CHICK GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST1_ASCSU GST1_ASCSU GST1_ASCSU GST_NOTSL"	" SCRY4_ENTDO GST5_CAEEL GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST_NOTSL GST1_ASCSU GST1_ASCSU GST_NOTSL GST1_ASCSU GST5_CAEEL GST5_CAEEL HPGDS_CHICK GST5_CAEEL SCRY4_ENTDO GST1_ASCSU SCR11_NOTSL GST1_ASCSU HPGDS_CHICK GST1_ASCSU GST1_ASCSU GST1_ASCSU GST1_ASCSU ."	" GO:0004364 GO:0004364 GO:0005903 GO:0005829 GO:0005903 GO:0005737 GO:0005903 GO:0005903 GO:0005737 GO:0005903 GO:0004364 GO:0004364 GO:0005829 GO:0004364 GO:0005212 GO:0005903 GO:0005829 GO:0005903 GO:0005829 GO:0005903 GO:0005903 GO:0005903 GO:0005903 GO:0005737"	" KEGG:cel:CELE_R03D7.6 KEGG:cel:CELE_R03D7.6 . KEGG:gga:395863 . . . . . . KEGG:cel:CELE_R03D7.6 KEGG:cel:CELE_R03D7.6 KEGG:gga:395863 KEGG:cel:CELE_R03D7.6 . . KEGG:gga:395863 . KEGG:gga:395863 . . . . ."
"PladumEVm004084"	2.09321866035075	4.92479620045993	133.128965236373	8.4725314000581e-31	1.48010887293315e-27	" HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_XENTR HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_XENTR HYOU1_DANRE HYOU1_XENTR"	" HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_XENTR HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_DANRE HYOU1_XENTR"	" GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663 GO:0034663"	" KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:xtr:779444 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:dre:327133 KEGG:xtr:779444"
"PladumEVm044059"	3.55779950787975	4.37834917627479	132.184301788403	1.36354069895913e-30	2.26860707052063e-27	" JDP2_HUMAN ATF3_BOVIN JDP2_HUMAN ."	" FOS_TAKRU FOS_TAKRU FOS_TETFL ."	" GO:0000785 GO:0005634 GO:0000785 ."	" KEGG:hsa:122953 KEGG:bta:515266 KEGG:hsa:122953 ."
"PladumEVm047370"	-2.57070846909633	6.3300446917035	127.957828846801	1.14653411796183e-29	1.82085252488492e-26	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . RIC1_DANRE . . . . . . . . . . RIC1_DANRE . . . . . RIC1_DANRE . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
"PladumEVm024667"	4.33986797564136	3.77432289931637	126.075526369427	2.96000893687148e-29	4.49651096718924e-26	" ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST YGD9_YEAST YGD9_YEAST YGD9_YEAST DFRA_MAIZE DFRA_MAIZE ARI1_YEAST YGD9_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST PAR1_ROSHC ARI1_YEAST ARI1_YEAST YGD9_YEAST YGD9_YEAST ANRPN_VITVI PAR1_ROSHC"	" ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST YGD9_YEAST YGD9_YEAST YGD9_YEAST TKPR1_ARATH TKPR1_ARATH ARI1_YEAST YGD9_YEAST ARI1_YEAST ARI1_YEAST ARI1_YEAST PAR1_ROSHC ARI1_YEAST ARI1_YEAST ARI1_YEAST YGD9_YEAST ANRPN_VITVI PAR1_ROSHC"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0045552 GO:0045552 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0016491 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0033729 GO:0016491"	" KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL039W KEGG:sce:YGL039W KEGG:sce:YGL039W KEGG:ath:AT4G35420 KEGG:ath:AT4G35420 KEGG:sce:YGL157W KEGG:sce:YGL039W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W . KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL157W KEGG:sce:YGL039W . ."
"PladumEVm027508"	1.90340579272049	4.83738295586808	124.843388300957	5.5074214139948e-29	8.01765819931518e-26	" SCD_HUMAN SCD_HUMAN SCD_HUMAN SCD_HUMAN ACOD_SHEEP"	" SCD_HUMAN SCD_HUMAN SCD_HUMAN SCD_HUMAN SCD_HUMAN"	" GO:0005783 GO:0005783 GO:0005783 GO:0005783 GO:0005789"	" KEGG:hsa:6319 KEGG:hsa:6319 KEGG:hsa:6319 KEGG:hsa:6319 KEGG:hsa:6319"
"PladumEVm011122"	4.0659918528348	2.98066702438653	123.993146192867	8.45350904870757e-29	1.18142861061117e-25	" MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_HUMAN MOXD1_HUMAN MOXD1_HUMAN MOXD1_HUMAN MOXD1_DANRE MOXD1_DANRE"	" MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_DANRE MOXD1_HUMAN MOXD1_HUMAN MOXD1_HUMAN MOXD1_HUMAN MOXD1_DANRE MOXD1_DANRE"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:dre:570584 KEGG:hsa:26002 KEGG:hsa:26002 KEGG:hsa:26002 KEGG:hsa:26002 KEGG:dre:570584 KEGG:dre:570584"
"PladumEVm015436"	2.37155219588511	4.72630121811875	123.329819193541	1.1809277364803e-28	1.58693977634173e-25	" CP3AP_MOUSE CP3AO_SHEEP CP3AL_CALJA CP9F2_DROME CP3A2_RAT CP3AL_CALJA CP3AL_CALJA CP3AA_MESAU CP3AC_CANLF CP3AS_BOVIN CP3AL_CALJA CP3AP_MOUSE CP3AP_MOUSE CP3AL_CALJA CP3AL_CALJA CP3A8_MACFA CP3AP_MOUSE"	" CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP6D3_MUSDO CP3AO_SHEEP CP3AA_MESAU CP3A2_RAT CP3AA_MESAU CP3A2_RAT CP3AS_BOVIN CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP3AL_CALJA CP3AL_CALJA CP3AO_SHEEP"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:mde:101899585 KEGG:oas:100170111 KEGG:cjc:100404344 KEGG:rno:266682 . KEGG:rno:266682 . KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:cjc:100404344 KEGG:cjc:100404344 KEGG:oas:100170111"
"PladumEVm005430"	4.58259026454561	2.99193545583951	122.713914934994	1.61077684956548e-28	2.08440490173957e-25	" DEAHB_ARATH DEAHB_ARATH R144A_XENTR R144A_XENTR DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH"	" DEAHB_ARATH DEAHB_ARATH R144A_XENTR R144A_XENTR DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH DEAHB_ARATH"	" GO:0009507 GO:0009507 GO:0005737 GO:0005737 GO:0009507 GO:0009507 GO:0009507 GO:0009507 GO:0009507 GO:0009507"	" KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:xtr:100124307 KEGG:xtr:100124307 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020 KEGG:ath:AT4G01020"
"PladumEVm006492"	2.25445805641991	2.87774977579265	119.665221586213	7.48905473274288e-28	9.34500297526084e-25	" . ."	" . ."	" . ."	" . ."
"PladumEVm039687"	2.36648692663562	2.28452542352104	119.425705675151	8.45016713093904e-28	1.01807030823407e-24	" FKB2B_RHIO9 FKB14_PONAB FKB14_PONAB FKB14_PONAB FKBP7_MOUSE FKBP7_MOUSE FKB14_PONAB"	" FKB2B_RHIO9 FKB14_PONAB FKB14_PONAB FKB14_PONAB FKBP7_MOUSE FKBP7_MOUSE FKB14_PONAB"	" GO:0016021 GO:0005788 GO:0005788 GO:0005788 GO:0005783 GO:0005783 GO:0005788"	" . KEGG:pon:100174527 KEGG:pon:100174527 KEGG:pon:100174527 KEGG:mmu:14231 KEGG:mmu:14231 KEGG:pon:100174527"
"PladumEVm045311"	-3.17642133262856	3.58404685765436	117.666807406432	2.05104377205408e-27	2.38871394505992e-24	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm030309"	-2.29118771614669	3.94962461282064	113.301844101024	1.85304840972962e-26	2.08850510927559e-23	" HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA"	" HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4A_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES1A_XENLA HES4B_XENLA"	" GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634"	" KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398579 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:397813 KEGG:xla:398258"
"PladumEVm070357"	2.3501118175639	4.74353589454455	110.657909483653	7.0315227849204e-26	7.67732420569793e-23	" VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL"	" VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL"	" GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576"	" . . . . . . . ."
"PladumEVm016424"	3.12309961646414	2.30347290578142	110.412860164754	7.95672286772003e-26	8.42424061440212e-23	" CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT"	" CP2J2_HUMAN CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2G1_RAT CP2J2_HUMAN CP2J2_HUMAN CP2G1_RAT CP2G1_RAT CP2G1_RAT"	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" KEGG:hsa:1573 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:rno:25251 KEGG:rno:25251 KEGG:rno:25251 KEGG:rno:25251 KEGG:hsa:1573 KEGG:hsa:1573 KEGG:rno:25251 KEGG:rno:25251 KEGG:rno:25251"
"PladumEVm037147"	1.87149833159799	3.94983896819168	110.203431057638	8.84333953175283e-26	9.08757176176213e-23	" NGBR_DANRE"	" NGBR_DANRE"	" GO:1904423"	" KEGG:dre:436629"
"PladumEVm020024"	2.51523277259515	3.57657308607016	108.63277214694	1.95318391331341e-25	1.94977979277877e-22	" YR811_MIMIV YR811_MIMIV YR811_MIMIV YR811_MIMIV"	" YR811_MIMIV YR811_MIMIV YR811_MIMIV YR811_MIMIV"	" GO:0046872 GO:0046872 GO:0046872 GO:0046872"	" KEGG:vg:9925474 KEGG:vg:9925474 KEGG:vg:9925474 KEGG:vg:9925474"
"PladumEVm020447"	-1.93245896466766	4.23255561735949	106.545620198812	5.59886700010981e-25	5.43385594768991e-22	" CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU"	" CCNB_PATVU CCNB_PATVU . CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU"	" GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049"	" . . . . . . . . . . ."
