ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000070	GO:0000070	mitotic sister chromatid segregation	34/399	109/7982	9.26911999465104e-19	2.86921396198062e-16	2.68139231998374e-16	Bub1/Ndc80/Cdt1/Kif23/Prc1/Trip13/Birc5/Incenp/Ncapg/Nusap1/Racgap1/Plk1/Kif18a/Cenpc1/Cdc20/Smc2/Mis12/Numa1/Dscc1/Mad2l1/Ncaph2/Cenpk/Kntc1/Ncaph/Kifc5b/Ncapd3/Nek2/Anapc1/Prc1/Cit/Anapc4/Prc1/Aurkb/Gen1	34
GO:0051276	GO:0051276	chromosome organization	72/399	486/7982	1.16521005982746e-17	3.30628354476043e-15	3.08985088671791e-15	Bub1/Cdk1/Ndc80/Cdt1/Kif23/Prc1/Cenph/Trip13/Birc5/Incenp/Ncapg/Nusap1/Racgap1/Rad51/Plk1/Kif18a/Cenpc1/Fbxo4/Cdc20/Chaf1a/Mcm4/Kmt5a/Chaf1b/Smc2/Mis12/Rpa2/Dnmt1/Nasp/Numa1/Dscc1/Mcm7/Pcna/Mad2l1/Mcm3/Ncaph2/Cenpk/Kntc1/Cenpt/Ncaph/Kdm3b/Kifc5b/H4c8/Bmi1/Rmi2/Ncapd3/Fen1/Nek2/Cenpx/Hdac8/Ccne1/Anapc1/Mki67/Mcm6/Prc1/Cbx7/H2bc7/Fancd2/Mcph1/Cit/Anapc4/Prc1/Brca2/Mcmbp/Cenpi/Pak1/Lats1/Prdm9/Nhp2/Aurkb/Mcm6/Gen1/Blm	72
GO:0006261	GO:0006261	DNA-dependent DNA replication	31/399	102/7982	7.77206486104943e-17	2.03568314245179e-14	1.90242526922692e-14	Cdt1/Prim2/Rad51/Gins1/Mcm4/Orc1/Dscc1/Gins3/Mcm7/Pcna/Pole2/Mcm3/Pold2/Tipin/Tk2/Rfc3/Cenpx/Ccne1/Pold1/Mcm6/Rfc4/E2f8/Orc4/Brca2/Pola1/Mcmbp/Dbf4/Traip/Mcm6/Gen1/Blm	31
GO:0010564	GO:0010564	regulation of cell cycle process	57/399	352/7982	8.19860142945645e-16	1.99401699052137e-13	1.86348662565766e-13	Bub1/Cdk1/Ndc80/Cdt1/Chek1/Kif11/Kif23/Kif20a/Cdc25a/Prc1/Cenpf/Trip13/Tpx2/Birc5/Incenp/Nusap1/Racgap1/Plk1/Clspn/Fbxo4/Cdc20/Orc1/Rpa2/Numa1/Mad2l1/Bora/Kntc1/Tipin/Kifc5b/Rmi2/Fen1/Nek2/Hdac8/Calm1/Anapc1/Ccnf/Mki67/Cdkn1b/Prc1/Insm2/Fancd2/Mcph1/Cit/E2f8/Anapc4/Prc1/Dctn1/Brca2/Hspa1b/Dbf4/Nubp1/Bmp7/Prdm9/Aurkb/Ect2/Gen1/Blm	57
GO:0051225	GO:0051225	spindle assembly	22/399	77/7982	1.0735405174503e-11	2.43693697461217e-09	2.27741262052789e-09	Ccnb2/Ndc80/Kif11/Kif23/Haus1/Prc1/Tpx2/Incenp/Racgap1/Plk1/Cdc20/Numa1/Aspm/Kifc5b/Nek2/Prc1/Haus3/Prc1/Haus6/Hspa1b/Aurkb/Haus4	22
GO:0140013	GO:0140013	meiotic nuclear division	24/399	93/7982	1.34709543082802e-11	2.86678746373088e-09	2.67912466275862e-09	Ccnb2/Bub1/Ndc80/Trip13/Incenp/Rad51/Plk1/Kif18a/Cenpc1/Cdc20/Smc2/Aspm/Ncaph2/Fanca/Ncaph/Ncapd3/Rad54b/Cenpx/Mnd1/Ccne1/Mastl/Fancd2/Brca2/Prdm9	24
GO:1903046	GO:1903046	meiotic cell cycle process	25/399	104/7982	2.72554348831015e-11	5.45910328099767e-09	5.10174487006908e-09	Ccnb2/Bub1/Ndc80/Cdc25a/Trip13/Incenp/Rad51/Plk1/Kif18a/Cenpc1/Cdc20/Smc2/Aspm/Ncaph2/Fanca/Ncaph/Ncapd3/Rad54b/Cenpx/Mnd1/Ccne1/Mastl/Fancd2/Brca2/Prdm9	25
GO:0007051	GO:0007051	spindle organization	26/399	115/7982	4.78443930958091e-11	9.05056436062389e-09	8.45810528237608e-09	Ccnb2/Ndc80/Kif11/Kif23/Kif4/Haus1/Prc1/Cenph/Tpx2/Incenp/Racgap1/Plk1/Cdc20/Numa1/Aspm/Bora/Kifc5b/Nek2/Prc1/Haus3/Prc1/Haus6/Dctn1/Hspa1b/Aurkb/Haus4	26
GO:0000226	GO:0000226	microtubule cytoskeleton organization	49/399	365/7982	1.28643527122432e-10	2.30542742027306e-08	2.1545118143552e-08	Ccnb2/Ndc80/Chek1/Kif11/Kif23/Kif4/Kif20a/Haus1/Prc1/Cenph/Pclaf/Tpx2/Birc5/Incenp/Nusap1/Racgap1/Plk1/Kif18a/Cdc20/Numa1/Aspm/Mad2l1/Bora/Kifc5b/Dag1/Nek2/Rttn/Ska3/Ccnf/Cdkn1b/Prc1/Haus3/Sass6/Ckap2/Mcph1/Tuba1a/Prc1/Haus6/Cep70/Dctn1/Brca2/Hspa1b/Pak1/Nubp1/Cryab/Tuba3a/Aurkb/Haus4/Gen1	49
GO:0051383	GO:0051383	kinetochore organization	10/399	15/7982	2.09300341931722e-10	3.56333832138757e-08	3.3300785982084e-08	Ndc80/Cdt1/Cenph/Cenpc1/Smc2/Mis12/Cenpk/Kntc1/Cenpt/Cenpx	10
GO:0051321	GO:0051321	meiotic cell cycle	28/399	145/7982	4.37330715326223e-10	7.09100516993233e-08	6.62682081419134e-08	Ccnb2/Bub1/Ndc80/Cdc25a/Trip13/Incenp/Rad51/Plk1/Kif18a/Cenpc1/Cdc20/Smc2/Aspm/Ncaph2/Fanca/Ncaph/Ncapd3/Nek2/Rad54b/Cenpx/Mnd1/Ccne1/Mki67/Mastl/Fancd2/Brca2/Rbbp8/Prdm9	28
GO:1902850	GO:1902850	microtubule cytoskeleton organization involved in mitosis	22/399	92/7982	4.85945843193146e-10	7.52111634578483e-08	7.02877647833914e-08	Ndc80/Kif11/Kif23/Kif4/Prc1/Cenph/Tpx2/Nusap1/Racgap1/Plk1/Cdc20/Numa1/Mad2l1/Bora/Kifc5b/Nek2/Prc1/Mcph1/Prc1/Dctn1/Hspa1b/Aurkb	22
GO:0044786	GO:0044786	cell cycle DNA replication	13/399	30/7982	5.52775102728965e-10	8.18347489040054e-08	7.64777636407167e-08	Cdt1/Rad51/Gins1/Mcm4/Gins3/Pcna/Mcm3/Mcm6/E2f8/Brca2/Pola1/Dbf4/Mcm6	13
GO:0051304	GO:0051304	chromosome separation	18/399	64/7982	1.11997905657967e-09	1.58897028652241e-07	1.48495468773699e-07	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Numa1/Mad2l1/Ncaph2/Kntc1/Ncaph/Ncapd3/Cenpx/Anapc1/Cit/Anapc4/Aurkb/Gen1	18
GO:0006270	GO:0006270	DNA replication initiation	11/399	22/7982	1.82265641695653e-09	2.48245803989479e-07	2.31995383093035e-07	Cdt1/Mcm4/Orc1/Gins3/Mcm7/Mcm3/Ccne1/Mcm6/Orc4/Pola1/Mcm6	11
GO:0033045	GO:0033045	regulation of sister chromatid segregation	15/399	45/7982	2.03629395059663e-09	2.66676188530058e-07	2.4921929605885e-07	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Numa1/Mad2l1/Kntc1/Rmi2/Anapc1/Cit/Anapc4/Aurkb/Gen1	15
GO:0044772	GO:0044772	mitotic cell cycle phase transition	33/399	207/7982	2.18905181085209e-09	2.76063756146347e-07	2.57992344023621e-07	Ccnb2/Bub1/Cdk1/Ccna2/Ndc80/Cdt1/Chek1/Cdc25a/Cenpf/Trip13/Birc5/Plk1/Clspn/Orc1/Rpa2/Nasp/Mad2l1/Kntc1/Cks1b/Ccne1/Calm1/Anapc1/Ccnf/Cdkn1b/Mastl/Cit/Anapc4/Dbf4/Rbbp8/Lats1/Aurkb/Gen1/Blm	33
GO:0033260	GO:0033260	nuclear DNA replication	12/399	28/7982	3.03628026641981e-09	3.69233368112837e-07	3.4506297914989e-07	Cdt1/Rad51/Gins1/Mcm4/Gins3/Pcna/Mcm3/Mcm6/Brca2/Pola1/Dbf4/Mcm6	12
GO:0007052	GO:0007052	mitotic spindle organization	19/399	76/7982	3.41232798167416e-09	4.00654371641397e-07	3.74427132072631e-07	Ndc80/Kif11/Kif23/Kif4/Prc1/Cenph/Tpx2/Racgap1/Plk1/Cdc20/Numa1/Bora/Kifc5b/Nek2/Prc1/Prc1/Dctn1/Hspa1b/Aurkb	19
GO:0051983	GO:0051983	regulation of chromosome segregation	16/399	54/7982	4.13776581928261e-09	4.69636420488577e-07	4.38893546375135e-07	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Numa1/Mad2l1/Kntc1/Rmi2/Anapc1/Mki67/Cit/Anapc4/Aurkb/Gen1	16
GO:0071103	GO:0071103	DNA conformation change	22/399	103/7982	4.79787839313934e-09	5.26992771891595e-07	4.92495293122588e-07	Cdk1/Incenp/Ncapg/Nusap1/Rad51/Chaf1a/Mcm4/Chaf1b/Smc2/Nasp/Mcm7/Mcm3/Ncaph2/Ncaph/H4c8/Ncapd3/Mcm6/H2bc7/Mcph1/Prdm9/Mcm6/Blm	22
GO:1902969	GO:1902969	mitotic DNA replication	9/399	15/7982	6.83027706263454e-09	7.26784168695957e-07	6.79208143432376e-07	Rad51/Gins1/Mcm4/Gins3/Mcm3/Mcm6/Brca2/Pola1/Mcm6	9
GO:0045839	GO:0045839	negative regulation of mitotic nuclear division	12/399	31/7982	1.22796412164876e-08	1.26703570733759e-06	1.18409427105078e-06	Bub1/Ndc80/Cdt1/Chek1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Bmp7/Aurkb/Gen1	12
GO:0051306	GO:0051306	mitotic sister chromatid separation	14/399	44/7982	1.40952264173398e-08	1.37126417002977e-06	1.28149983337198e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Ncaph2/Kntc1/Anapc1/Cit/Anapc4/Aurkb/Gen1	14
GO:1905818	GO:1905818	regulation of chromosome separation	14/399	44/7982	1.40952264173398e-08	1.37126417002977e-06	1.28149983337198e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Numa1/Mad2l1/Kntc1/Anapc1/Cit/Anapc4/Aurkb/Gen1	14
GO:0007098	GO:0007098	centrosome cycle	19/399	83/7982	1.64880437301466e-08	1.53130079534733e-06	1.43106029966303e-06	Ndc80/Chek1/Kif11/Haus1/Pclaf/Plk1/Kifc5b/Nek2/Rttn/Ccnf/Haus3/Sass6/Mcph1/Haus6/Dctn1/Brca2/Nubp1/Haus4/Gen1	19
GO:0033047	GO:0033047	regulation of mitotic sister chromatid segregation	11/399	26/7982	1.66396855882089e-08	1.53130079534733e-06	1.43106029966303e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Numa1/Mad2l1/Kntc1/Aurkb/Gen1	11
GO:0044770	GO:0044770	cell cycle phase transition	36/399	259/7982	1.74754854235055e-08	1.56589547018517e-06	1.46339037216779e-06	Ccnb2/Bub1/Cdk1/Ccna2/Ndc80/Cdt1/Chek1/Cdc25a/Cenpf/Trip13/Birc5/Plk1/Clspn/Fbxo4/Orc1/Rpa2/Nasp/Mad2l1/Kntc1/Cks1b/Tipin/Ccne1/Calm1/Anapc1/Ccnf/Cdkn1b/Mastl/Fancd2/Cit/Anapc4/Dbf4/Rbbp8/Lats1/Aurkb/Gen1/Blm	36
GO:0140694	GO:0140694	non-membrane-bounded organelle assembly	33/399	226/7982	2.09113606995314e-08	1.82572264568986e-06	1.70620899850698e-06	Ccnb2/Ndc80/Kif11/Kif23/Haus1/Prc1/Cenph/Tpx2/Incenp/Racgap1/Plk1/Cenpc1/Cdc20/Mis12/Numa1/Aspm/Cenpk/Kntc1/Cenpt/Kifc5b/Rrp7a/Nek2/Cenpx/Rttn/Prc1/Haus3/Sass6/Prc1/Haus6/Hspa1b/Rps2/Aurkb/Haus4	33
GO:0006974	GO:0006974	cellular response to DNA damage stimulus	51/399	456/7982	3.25766877249355e-08	2.77309054258513e-06	2.59156123664421e-06	Cdk1/Cbx5/Chek1/Trip13/Pclaf/Rad51/Plk1/Clspn/Fbxo4/Chaf1a/Mcm4/Kmt5a/Chaf1b/Smc2/Rpa2/Snai2/Mcm7/Pcna/Rnaseh2a/Pole2/Mcm3/Pold2/Nudt1/Fanca/Tipin/Rmi2/Batf/Rfc3/Fen1/Rad54b/Cenpx/Pold1/Parpbp/Mcm6/Rfc4/Fancd2/Polb/Ung/Mif/Sod2/Ube2t/Brca2/Pola1/Pak1/Rbbp8/Ube2w/Traip/Prdm9/Mcm6/Gen1/Blm	51
GO:0007093	GO:0007093	mitotic cell cycle checkpoint signaling	18/399	78/7982	3.45671157857239e-08	2.77984636905387e-06	2.5978748198933e-06	Bub1/Cdk1/Ndc80/Cdt1/Chek1/Trip13/Birc5/Plk1/Clspn/Orc1/Rpa2/Mad2l1/Kntc1/Tipin/Fancd2/Aurkb/Gen1/Blm	18
GO:0007091	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	13/399	40/7982	3.51052551745423e-08	2.77984636905387e-06	2.5978748198933e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Anapc1/Cit/Anapc4/Aurkb/Gen1	13
GO:0010965	GO:0010965	regulation of mitotic sister chromatid separation	13/399	40/7982	3.51052551745423e-08	2.77984636905387e-06	2.5978748198933e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Anapc1/Cit/Anapc4/Aurkb/Gen1	13
GO:0006281	GO:0006281	DNA repair	40/399	316/7982	3.98886575054319e-08	3.08683815468172e-06	2.88477061337131e-06	Chek1/Trip13/Pclaf/Rad51/Clspn/Chaf1a/Mcm4/Chaf1b/Smc2/Rpa2/Mcm7/Pcna/Rnaseh2a/Pole2/Mcm3/Pold2/Nudt1/Fanca/Rmi2/Rfc3/Fen1/Rad54b/Cenpx/Pold1/Parpbp/Mcm6/Rfc4/Fancd2/Polb/Ung/Ube2t/Brca2/Pola1/Rbbp8/Ube2w/Traip/Prdm9/Mcm6/Gen1/Blm	40
GO:0031023	GO:0031023	microtubule organizing center organization	19/399	88/7982	4.55899199709808e-08	3.44963727780421e-06	3.22382053970234e-06	Ndc80/Chek1/Kif11/Haus1/Pclaf/Plk1/Kifc5b/Nek2/Rttn/Ccnf/Haus3/Sass6/Mcph1/Haus6/Dctn1/Brca2/Nubp1/Haus4/Gen1	19
GO:0007094	GO:0007094	mitotic spindle assembly checkpoint signaling	10/399	23/7982	5.55149085241432e-08	4.0218779473342e-06	3.75860175741287e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0071173	GO:0071173	spindle assembly checkpoint signaling	10/399	23/7982	5.55149085241432e-08	4.0218779473342e-06	3.75860175741287e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0044784	GO:0044784	metaphase/anaphase transition of cell cycle	13/399	42/7982	6.79265365448891e-08	4.81853868615307e-06	4.50311228015789e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Anapc1/Cit/Anapc4/Aurkb/Gen1	13
GO:0051783	GO:0051783	regulation of nuclear division	18/399	82/7982	7.90749582447973e-08	5.49490271068439e-06	5.13520083295429e-06	Bub1/Ndc80/Cdt1/Chek1/Trip13/Birc5/Nusap1/Plk1/Cdc20/Mad2l1/Bora/Kntc1/Mki67/Anapc4/Bmp7/Prdm9/Aurkb/Gen1	18
GO:0051784	GO:0051784	negative regulation of nuclear division	12/399	36/7982	8.6675963952203e-08	5.53085251207326e-06	5.16879732405826e-06	Bub1/Ndc80/Cdt1/Chek1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Bmp7/Aurkb/Gen1	12
GO:0032465	GO:0032465	regulation of cytokinesis	14/399	50/7982	8.72737820359001e-08	5.53085251207326e-06	5.16879732405826e-06	Kif23/Kif20a/Prc1/Incenp/Racgap1/Plk1/Calm1/Prc1/Cit/E2f8/Prc1/Brca2/Aurkb/Ect2	14
GO:0033046	GO:0033046	negative regulation of sister chromatid segregation	10/399	24/7982	9.09626257492224e-08	5.53085251207326e-06	5.16879732405826e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0033048	GO:0033048	negative regulation of mitotic sister chromatid segregation	10/399	24/7982	9.09626257492224e-08	5.53085251207326e-06	5.16879732405826e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0045841	GO:0045841	negative regulation of mitotic metaphase/anaphase transition	10/399	24/7982	9.09626257492224e-08	5.53085251207326e-06	5.16879732405826e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0071174	GO:0071174	mitotic spindle checkpoint signaling	10/399	24/7982	9.09626257492224e-08	5.53085251207326e-06	5.16879732405826e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:2000816	GO:2000816	negative regulation of mitotic sister chromatid separation	10/399	24/7982	9.09626257492224e-08	5.53085251207326e-06	5.16879732405826e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0090307	GO:0090307	mitotic spindle assembly	13/399	43/7982	9.30008601251884e-08	5.55557769695204e-06	5.19190397337848e-06	Kif11/Kif23/Prc1/Tpx2/Racgap1/Plk1/Cdc20/Kifc5b/Nek2/Prc1/Prc1/Hspa1b/Aurkb	13
GO:0008608	GO:0008608	attachment of spindle microtubules to kinetochore	9/399	19/7982	1.0534392394589e-07	6.07959425484333e-06	5.68161787847326e-06	Ndc80/Cdt1/Racgap1/Cenpc1/Mis12/Nek2/Brca2/Aurkb/Ect2	9
GO:0034508	GO:0034508	centromere complex assembly	9/399	19/7982	1.0534392394589e-07	6.07959425484333e-06	5.68161787847326e-06	Cenph/Cenpc1/Mis12/Nasp/Cenpk/Kntc1/Cenpt/Cenpx/Cenpi	9
GO:0007088	GO:0007088	regulation of mitotic nuclear division	16/399	67/7982	1.20953142033186e-07	6.86409081038331e-06	6.41476049765477e-06	Bub1/Ndc80/Cdt1/Chek1/Trip13/Birc5/Nusap1/Plk1/Mad2l1/Bora/Kntc1/Mki67/Anapc4/Bmp7/Aurkb/Gen1	16
GO:0010948	GO:0010948	negative regulation of cell cycle process	25/399	154/7982	1.44382267563213e-07	7.72922636839817e-06	7.22326340881604e-06	Bub1/Cdk1/Ndc80/Cdt1/Chek1/Trip13/Birc5/Plk1/Clspn/Fbxo4/Orc1/Rpa2/Mad2l1/Kntc1/Tipin/Kifc5b/Nek2/Ccnf/Fancd2/E2f8/Nubp1/Bmp7/Aurkb/Gen1/Blm	25
GO:1902100	GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	10/399	25/7982	1.44906585875209e-07	7.72922636839817e-06	7.22326340881604e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:1905819	GO:1905819	negative regulation of chromosome separation	10/399	25/7982	1.44906585875209e-07	7.72922636839817e-06	7.22326340881604e-06	Bub1/Ndc80/Cdt1/Trip13/Birc5/Plk1/Mad2l1/Kntc1/Aurkb/Gen1	10
GO:0070192	GO:0070192	chromosome organization involved in meiotic cell cycle	11/399	31/7982	1.45277676234209e-07	7.72922636839817e-06	7.22326340881604e-06	Bub1/Trip13/Incenp/Rad51/Smc2/Ncaph2/Ncaph/Ncapd3/Ccne1/Fancd2/Prdm9	11
