ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0099513	GO:0099513	polymeric cytoskeletal fiber	38/396	307/8052	1.06075073257809e-07	3.15573342941982e-06	2.75422997230802e-06	Cdk1/Kif11/Kif23/Kif4/Kif20a/Haus1/Prc1/Tpx2/Birc5/Incenp/Nusap1/Plk1/Kif18a/Numa1/Aspm/Kntc1/Kifc5b/Nek2/Calm1/Ska3/Prc1/Haus3/Ckap2/Polb/Tuba1a/Vcl/Prc1/Dynll2/Haus6/Dctn1/Pak1/Dmd/Tuba3a/Aurkb/Haus4/Map3k1/Hspa8/Dusp22	38
GO:0051233	GO:0051233	spindle midzone	9/396	21/8052	2.66862508766008e-07	7.32845504842038e-06	6.39605689026222e-06	Prc1/Incenp/Racgap1/Plk1/Kif18a/Numa1/Prc1/Prc1/Aurkb	9
GO:0005813	GO:0005813	centrosome	42/396	378/8052	4.60070781802491e-07	1.17318049359635e-05	1.02391692792133e-05	Ccnb2/Cdk1/Ndc80/Chek1/Kif23/Hmmr/Haus1/Cenpf/Pclaf/Naa40/Ak5/Plk1/Cdc20/Numa1/Pcna/Aspm/Mcm3/Kifc5b/Nek2/Ccne1/Ccdc77/Calm1/Rttn/Ska3/Ccnf/Haus3/Sass6/Mastl/Ckap2/Orc2/Dynll2/Haus6/Cep70/Dctn1/Brca2/Hspa1b/Tgif2/Ola1/Aurkb/Haus4/Ift22/Gen1	42
GO:0005815	GO:0005815	microtubule organizing center	46/396	438/8052	6.48954784093731e-07	1.54451238614308e-05	1.34800432345084e-05	Ccnb2/Cdk1/Ndc80/Chek1/Kif23/Hmmr/Haus1/Cenpf/Pclaf/Naa40/Birc5/Ak5/Plk1/Cdc20/Numa1/Pcna/Aspm/Mcm3/Kifc5b/Nek2/Ccne1/Ccdc77/Calm1/Rttn/Ska3/Ccnf/Haus3/Sass6/Mastl/Ckap2/Irs1/Orc2/Dynll2/Haus6/Cep70/Dctn1/Brca2/Hspa1b/Tbc1d30/Tgif2/Ola1/Tuba3a/Aurkb/Haus4/Ift22/Gen1	46
GO:0030496	GO:0030496	midbody	18/396	101/8052	1.66154612251314e-06	3.70732478585745e-05	3.23564244910454e-05	Cdk1/Kif23/Kif4/Kif20a/Prc1/Cenpf/Birc5/Incenp/Racgap1/Plk1/Cenpc1/Aspm/Anln/Nek2/Prc1/Prc1/Aurkb/Ect2	18
GO:0005657	GO:0005657	replication fork	12/396	48/8052	2.35683618360536e-06	4.31779501837405e-05	3.76844265203809e-05	Chek1/Prim2/Rpa2/Dnmt1/Pcna/Pold2/Tipin/Rfc3/Pold1/Rfc4/Pola1/Blm	12
GO:0099512	GO:0099512	supramolecular fiber	42/396	402/8052	2.37391112182825e-06	4.31779501837405e-05	3.76844265203809e-05	Cdk1/Kif11/Kif23/Kif4/Kif20a/Haus1/Prc1/Tpx2/Birc5/Incenp/Nusap1/Plk1/Kif18a/Numa1/Aspm/Kntc1/Kifc5b/Dag1/Nek2/Calm1/Ska3/Col11a1/Prc1/Haus3/Ckap2/Polb/Sptbn1/Tuba1a/Vcl/Prc1/Dynll2/Haus6/Dctn1/Pak1/Dmd/Cryab/Tuba3a/Aurkb/Haus4/Map3k1/Hspa8/Dusp22	42
GO:0042555	GO:0042555	MCM complex	6/396	10/8052	2.41893278340283e-06	4.31779501837405e-05	3.76844265203809e-05	Mcm4/Mcm7/Mcm3/Mcm6/Mcmbp/Mcm6	6
GO:1990023	GO:1990023	mitotic spindle midzone	6/396	10/8052	2.41893278340283e-06	4.31779501837405e-05	3.76844265203809e-05	Prc1/Kif18a/Numa1/Prc1/Prc1/Aurkb	6
GO:0099081	GO:0099081	supramolecular polymer	42/396	405/8052	2.87877269629281e-06	4.89391358369777e-05	4.27126174487554e-05	Cdk1/Kif11/Kif23/Kif4/Kif20a/Haus1/Prc1/Tpx2/Birc5/Incenp/Nusap1/Plk1/Kif18a/Numa1/Aspm/Kntc1/Kifc5b/Dag1/Nek2/Calm1/Ska3/Col11a1/Prc1/Haus3/Ckap2/Polb/Sptbn1/Tuba1a/Vcl/Prc1/Dynll2/Haus6/Dctn1/Pak1/Dmd/Cryab/Tuba3a/Aurkb/Haus4/Map3k1/Hspa8/Dusp22	42
GO:0000785	GO:0000785	chromatin	32/396	290/8052	1.33050157227361e-05	0.000215904118773491	0.000188434672436837	Cbx5/Chek1/Incenp/H2az1/Rad51/Plk1/H3c14/Cenpc1/Hes1/Chaf1a/Hmgb2/Chaf1b/Smc2/Rpa2/Dnmt1/Nasp/Dscc1/Snai2/Pcna/Tipin/Kdm3b/H4c8/Bmi1/Glyr1/Ncapd3/Parpbp/Cbx7/Orc2/Pola1/Nr1h4/Prdm9/Camta2	32
GO:0044815	GO:0044815	DNA packaging complex	8/396	28/8052	4.15491005654633e-05	0.000644914300081321	0.000562861957317031	Ncapg/H2az1/Smc2/Ncaph2/Ncaph/H4c8/Glyr1/Ncapd3	8
GO:0000922	GO:0000922	spindle pole	14/396	84/8052	5.21450465803052e-05	0.000775657567882039	0.000676970780165365	Kif11/Cenpf/Tpx2/Plk1/Numa1/Aspm/Mad2l1/Kntc1/Kifc5b/Nek2/Calm1/Dctn1/Lats1/Aurkb	14
GO:0043596	GO:0043596	nuclear replication fork	7/396	22/8052	5.91528227625855e-05	0.00084470230904972	0.000737230970009486	Prim2/Rpa2/Pcna/Pold2/Tipin/Pold1/Pola1	7
GO:0000795	GO:0000795	synaptonemal complex	6/396	16/8052	7.16068749982753e-05	0.000946802013866085	0.000826340545789064	Incenp/Rad51/Plk1/Polb/Brca2/Blm	6
GO:0099086	GO:0099086	synaptonemal structure	6/396	16/8052	7.16068749982753e-05	0.000946802013866085	0.000826340545789064	Incenp/Rad51/Plk1/Polb/Brca2/Blm	6
GO:0045171	GO:0045171	intercellular bridge	10/396	48/8052	8.99719357262228e-05	0.00114714218050934	0.00100119146522413	Kif23/Kif20a/Prc1/Tpx2/Ncaph2/Prc1/Haus3/Prc1/Dctn1/Kics2	10
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	7/396	25/8052	0.000146647587359759	0.00180528236853221	0.00157559658288526	Ccnb2/Cdk1/Ccna2/Pcna/Cks1b/Ccne1/Ccnf	7
GO:0030312	GO:0030312	external encapsulating structure	23/396	206/8052	0.000186335809442474	0.00214586722486978	0.00187284888268157	Lama2/Col26a1/Col6a4/Cela2a/Col12a1/Mmp9/Myoc/Dag1/Svep1/Matn1/Col11a1/Mmp10/Thbs1/Lama1/Cela3b/Lrrc15/Col22a1/Mmp19/Bmp7/Hmcn1/Gsto1/Tgfbr3/Adamts6	23
GO:0031012	GO:0031012	extracellular matrix	23/396	206/8052	0.000186335809442474	0.00214586722486978	0.00187284888268157	Lama2/Col26a1/Col6a4/Cela2a/Col12a1/Mmp9/Myoc/Dag1/Svep1/Matn1/Col11a1/Mmp10/Thbs1/Lama1/Cela3b/Lrrc15/Col22a1/Mmp19/Bmp7/Hmcn1/Gsto1/Tgfbr3/Adamts6	23
GO:0030894	GO:0030894	replisome	5/396	13/8052	0.000260035871741629	0.00281311533975035	0.0024552031271299	Prim2/Rpa2/Pold2/Pold1/Pola1	5
GO:0043601	GO:0043601	nuclear replisome	5/396	13/8052	0.000260035871741629	0.00281311533975035	0.0024552031271299	Prim2/Rpa2/Pold2/Pold1/Pola1	5
GO:0000794	GO:0000794	condensed nuclear chromosome	8/396	36/8052	0.000286100076737595	0.00300405080574474	0.00262184590446836	Chek1/Incenp/Rad51/Plk1/Nek2/Polb/Brca2/Blm	8
GO:0042575	GO:0042575	DNA polymerase complex	5/396	14/8052	0.00038827064464024	0.00396036057533045	0.00345648453574469	Prim2/Pole2/Pold2/Pold1/Pola1	5
GO:0005875	GO:0005875	microtubule associated complex	13/396	91/8052	0.000468547359455094	0.00464642798126302	0.00405526369586865	Kif23/Kif20a/Haus1/Birc5/Incenp/Kif18a/Kifc5b/Haus3/Dynll2/Haus6/Dctn1/Aurkb/Haus4	13
GO:0005721	GO:0005721	pericentric heterochromatin	5/396	15/8052	0.000559066344030379	0.00539423472483366	0.00470792710762425	Cbx5/Incenp/Cenpc1/Dnmt1/Ncapd3	5
GO:0000792	GO:0000792	heterochromatin	9/396	51/8052	0.000742401580968596	0.00697466748436287	0.00608728166112755	Cbx5/Incenp/H2az1/Cenpc1/Dnmt1/Bmi1/Ncapd3/Cbx7/Orc2	9
GO:0062023	GO:0062023	collagen-containing extracellular matrix	17/396	150/8052	0.00106990488859122	0.00979374474941197	0.0085476881787585	Lama2/Col6a4/Cela2a/Col12a1/Mmp9/Myoc/Dag1/Matn1/Col11a1/Thbs1/Lama1/Cela3b/Lrrc15/Col22a1/Bmp7/Hmcn1/Gsto1	17
GO:0000781	GO:0000781	chromosome, telomeric region	11/396	79/8052	0.00156367352705435	0.0139557862289601	0.0121801937896865	Cbx5/Chek1/Rad51/Orc1/Rpa2/Fen1/Pold1/Orc2/Orc4/Brca2/Blm	11
GO:0032993	GO:0032993	protein-DNA complex	10/396	71/8052	0.00231637347392388	0.0201693982973372	0.0176032489931057	Prim2/H2az1/Gins1/Rpa2/Gins3/Pold2/H4c8/Glyr1/Pold1/Pola1	10
GO:0034399	GO:0034399	nuclear periphery	10/396	73/8052	0.00285664091704451	0.0242814477948783	0.021192123093864	Cenpf/Hes1/Lbr/Numa1/Pcna/Dag1/Nup35/Anapc4/Pola1/Blm	10
