ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0060089	GO:0060089	molecular transducer activity	36/485	297/7956	5.24616272101634e-05	0.00276735083533612	0.00239298650432324	Notch1/Trpv1/Il6st/Nr1i2/Mrc1/Npy1r/Ptprt/Mrc2/Npbwr1/Ddr1/Met/Pglyrp3/Oprk1/Glra3/Pglyrp1/Hpgd/Pla2r1/Adora2a/Cubn/Fpr-rs6/Tspo/Npr1/Nlgn1/Galr2/Trpa1/Adgrl1/Ahr/Epha5/Crhr1/Grm5/Notch2/Gria1/Itgb1/Adrb2/Itgb5/Ghsr	36
GO:0015293	GO:0015293	symporter activity	14/485	76/7956	0.000168340275858176	0.00819687650909424	0.00708801161508108	Slc6a13/Slc28a3/Slc6a8/Slc22a4/Slc5a12/Mfsd4b1/Slc39a8/Slc24a5/Slc5a8/Slc16a12/Slc6a5/Slc34a2/Slc5a5/Slc28a2	14
GO:0008233	GO:0008233	peptidase activity	35/485	307/7956	0.000227807882833432	0.00993786602809989	0.00859348189010051	Tll1/Mmp10/Clca3a1/Mmp9/Mmp2/Adamts6/Pcsk1/Pcsk9/Ctrl/Bmp1/Cela3b/Ctrb1/Cd5l/Mep1b/Prep/Klk8/Mmp19/Klkb1/Mmp20/Pepd/Cpa2/Mmp24/Pappa/Cela2a/Cpa1/Prss12/Ctsll3/Scpep1/Cpb1/Mmp1b/Hgf/Adam17/Cps1/Psmb7/Lap3	35
GO:0072349	GO:0072349	modified amino acid transmembrane transporter activity	6/485	16/7956	0.000235494455642177	0.00993786602809989	0.00859348189010051	Slc6a13/Slc6a8/Abcc1/Slc22a4/Slc16a12/Abcc4	6
GO:0005201	GO:0005201	extracellular matrix structural constituent	12/485	63/7956	0.000352970295041173	0.0139643872975664	0.012075299567198	Col12a1/Lama2/Col6a5/Col6a6/Col22a1/Col24a1/Col11a1/Col6a4/Thbs1/Hmcn1/Matn1/Col2a1	12
GO:0005539	GO:0005539	glycosaminoglycan binding	14/485	84/7956	0.000496218068627319	0.018476825731829	0.0159773000424895	Bmp7/Hmmr/Igfals/Hk1/Fstl1/Col11a1/Pglyrp3/Pglyrp1/Clec3b/Lipg/Thbs1/Liph/Crispld2/Serpinc1	14
GO:0016887	GO:0016887	ATP hydrolysis activity	20/485	149/7956	0.000677950658733105	0.0226249388259777	0.0195642607292066	Kif23/Kif20a/Kif18a/Trip13/Smc2/Kifc5b/Abcc1/Psmc2/Rfc4/Ola1/Abcc3/Abcc4/Hspa8/Wrn/Tcp1/Abce1/Kif22/Katnal1/Nsf/Kif3b	20
GO:0004745	GO:0004745	NAD-retinol dehydrogenase activity	5/485	13/7956	0.000704638684434361	0.0226249388259777	0.0195642607292066	Rdh12/Adh6b/Rdh1/Adh7/Adh4	5
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	14/485	87/7956	0.00071484798818255	0.0226249388259777	0.0195642607292066	Akr1b3/Nsdhl/Hpgd/Dhrs11/Me3/Cbr4/Rdh12/Grhpr/Hsd17b14/Hsd3b7/Adh6b/Rdh1/Adh7/Adh4	14
GO:0003777	GO:0003777	microtubule motor activity	8/485	34/7956	0.000797717522621392	0.022952508719061	0.0198475173092404	Kif11/Kif4/Kif23/Kif20a/Kif18a/Kifc5b/Kif22/Kif3b	8
GO:0015370	GO:0015370	solute:sodium symporter activity	8/485	34/7956	0.000797717522621392	0.022952508719061	0.0198475173092404	Slc6a13/Slc28a3/Slc6a8/Slc5a8/Slc6a5/Slc34a2/Slc5a5/Slc28a2	8
GO:0019901	GO:0019901	protein kinase binding	37/485	356/7956	0.000922414988482793	0.0253864646830264	0.0219522102522221	Kif11/Ccna2/Tpx2/Plk1/Cdc25a/Prc1/Racgap1/Kif20a/Cks1b/Myoc/Hes1/Ldb3/Vrk1/Dusp2/Ccne1/Calm1/Actb/Dusp3/Cit/Rbck1/Prc1/Dok2/Cdc42/Bora/Gch1/Lats1/Prkar2a/Phyhip/Pola1/Grm5/Prc1/Gria1/Prkar1a/Eif3a/Itgb1/Itgav/Nsf	37
GO:0043236	GO:0043236	laminin binding	5/485	14/7956	0.00104160842682804	0.0274724222575895	0.0237559816644991	Thbs1/Dag1/Lrrc15/Itgb1/Ache	5
GO:0015081	GO:0015081	sodium ion transmembrane transporter activity	12/485	71/7956	0.00108602520064738	0.0274981580803917	0.023778235972069	Slc6a13/Slc28a3/Slc6a8/Scnn1b/Slc24a5/Slc5a8/Slc6a5/Atp1a3/Slc34a2/Slc5a5/Asic3/Slc28a2	12
GO:0008201	GO:0008201	heparin binding	10/485	53/7956	0.00117084196397192	0.0285054985843933	0.0246493045046721	Bmp7/Igfals/Fstl1/Col11a1/Clec3b/Lipg/Thbs1/Liph/Crispld2/Serpinc1	10
GO:0003682	GO:0003682	chromatin binding	32/485	300/7956	0.00132067467124269	0.0309624839591342	0.0267739114637895	Ascl1/Cbx5/Cdk1/Cdt1/H3c14/Notch1/Svep1/Atoh1/Pclaf/Hes1/Ncaph2/Kdm3b/Ncapd2/Vrk1/Smc2/Hdac8/Sirt6/Stat5b/Mcm9/Ube2t/Bmi1/Snai2/Ncapd3/Aptx/Neurog3/Rad51/Pold1/Exo1/Fezf2/Wrn/Shmt2/Pola1	32
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	14/485	93/7956	0.00140147259691463	0.031509451777696	0.0272468860470639	Akr1b3/Nsdhl/Hpgd/Dhrs11/Me3/Cbr4/Rdh12/Grhpr/Hsd17b14/Hsd3b7/Adh6b/Rdh1/Adh7/Adh4	14
GO:0038024	GO:0038024	cargo receptor activity	8/485	37/7956	0.00144356098191656	0.031509451777696	0.0272468860470639	Asgr1/Mrc1/Cd5l/Endou/Scara5/Olr1/Cubn/Prss12	8
GO:0017116	GO:0017116	single-stranded DNA helicase activity	6/485	22/7956	0.00160341573807681	0.0325339398618693	0.0281327824531005	Dscc1/Mcm9/Rfc4/Mcm7/Rad51/Mcm4	6
GO:0050840	GO:0050840	extracellular matrix binding	6/485	22/7956	0.00160341573807681	0.0325339398618693	0.0281327824531005	Thbs1/Dag1/Lrrc15/Itgb1/Ache/Itgav	6
GO:0005509	GO:0005509	calcium ion binding	28/485	255/7956	0.00169334285422213	0.0325339398618693	0.0281327824531005	Tll1/Matn3/Notch1/Svep1/Hpgds/Melk/Bmp1/Amy1/Fstl1/Syt12/Calm1/Amy2a5/Jag1/Capsl/Clec3b/Cubn/Thbs1/Gch1/Epdr1/Hmcn1/Matn1/Dag1/Cetn3/Srr/Notch2/Cps1/Atp2c1/Ppp3r1	28
GO:0015631	GO:0015631	tubulin binding	23/485	195/7956	0.00169608217289366	0.0325339398618693	0.0281327824531005	Kif11/Kif4/Tpx2/Plk1/Kif23/Prc1/Racgap1/Kif20a/Birc5/Numa1/Kif18a/Nusap1/Kifc5b/Prc1/Cep70/Dag1/Cetn3/Prc1/Kif22/Ccdc61/Katnal1/Ogg1/Kif3b	23
GO:0019900	GO:0019900	kinase binding	39/485	398/7956	0.00204088927122059	0.0360940916468126	0.0312113206225037	Kif11/Chia1/Ccna2/Tpx2/Plk1/Cdc25a/Prc1/Racgap1/Kif20a/Cks1b/Myoc/Hes1/Ldb3/Vrk1/Dusp2/Ccne1/Calm1/Actb/Dusp3/Cit/Rbck1/Prc1/Dok2/Cdc42/Bora/Gch1/Aurkb/Lats1/Prkar2a/Phyhip/Pola1/Grm5/Prc1/Gria1/Prkar1a/Eif3a/Itgb1/Itgav/Nsf	39
GO:0005501	GO:0005501	retinoid binding	5/485	16/7956	0.00205274454863389	0.0360940916468126	0.0312113206225037	Fabp5/Crabp2/Crabp1/Adh7/Adh4	5
GO:0033764	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	5/485	16/7956	0.00205274454863389	0.0360940916468126	0.0312113206225037	Nsdhl/Dhrs11/Hsd17b14/Hsd3b7/Rdh1	5
GO:0015294	GO:0015294	solute:cation symporter activity	9/485	49/7956	0.00248490769546988	0.0416214398490428	0.0359909349322395	Slc6a13/Slc28a3/Slc6a8/Slc39a8/Slc5a8/Slc6a5/Slc34a2/Slc5a5/Slc28a2	9
GO:0016831	GO:0016831	carboxy-lyase activity	6/485	24/7956	0.00260664699666684	0.0416214398490428	0.0359909349322395	Pck2/Mlycd/Ppcdc/Me3/Paics/Urod	6
GO:0015291	GO:0015291	secondary active transmembrane transporter activity	17/485	132/7956	0.00263010678350981	0.0416214398490428	0.0359909349322395	Slc6a13/Slc28a3/Slc6a8/Slco2a1/Slc22a4/Slc5a12/Mfsd4b1/Slc39a8/Slc24a5/Slc5a8/Slc16a12/Slc6a5/Atp1a3/Slc34a2/Slc5a5/Slc35c2/Slc28a2	17
GO:0016829	GO:0016829	lyase activity	17/485	132/7956	0.00263010678350981	0.0416214398490428	0.0359909349322395	Pck2/Mlycd/Cbs/Ppcdc/Eno1/Me3/Paics/Npr1/Urod/Naxd/Car6/Shmt2/Srr/Eno3/Ogg1/Tgds/Car8	17
GO:0019840	GO:0019840	isoprenoid binding	5/485	17/7956	0.00276415752584413	0.0416598027109365	0.0360241081062393	Fabp5/Crabp2/Crabp1/Adh7/Adh4	5
GO:0051393	GO:0051393	alpha-actinin binding	5/485	17/7956	0.00276415752584413	0.0416598027109365	0.0360241081062393	Ldb3/Ptprt/Adora2a/Dag1/Itgb1	5
GO:0030545	GO:0030545	signaling receptor regulator activity	12/485	80/7956	0.00310630585898323	0.0457277118310787	0.0395417147287951	Dut/Bmp7/Avp/Mif/Pcsk9/Bmp1/Jag1/Sema5b/Pglyrp1/Ppy/Hgf/Adh7	12
GO:0035173	GO:0035173	histone kinase activity	4/485	11/7956	0.00319013085290373	0.0458943824974559	0.0396858383614818	Chek1/Cdk1/Vrk1/Aurkb	4
GO:0001664	GO:0001664	G protein-coupled receptor binding	13/485	91/7956	0.00329843469897513	0.0463979814322502	0.040121310958294	Avp/Myoc/Calm1/Adora2a/Ppy/Phb/Atp1a3/Prkar2a/Hspa8/Grm5/Gria1/Adrb2/Nsf	13
