ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005819	GO:0005819	spindle	32/493	193/8052	1.86107211905414e-07	7.02131754006791e-06	6.34011171658637e-06	Cenpf/Kif11/Incenp/Tpx2/Cdk1/Plk1/Kif23/Prc1/Racgap1/Kif20a/Birc5/Haus1/Numa1/Kif18a/Nusap1/Aspm/Mad2l1/Kntc1/Kifc5b/Nek2/Calm1/Prc1/Cdc42/Bora/Ect2/Aurkb/Lats1/Haus3/Prc1/Kif22/Katnal1/Kif3b	32
GO:0062023	GO:0062023	collagen-containing extracellular matrix	27/493	150/8052	3.18619906426995e-07	1.06837254682158e-05	9.64719408163559e-06	Col12a1/Lama2/Bmp7/Matn3/Mmp9/Col6a5/Col6a6/Myoc/Bmp1/Col22a1/Cela3b/Cilp/Col24a1/Col11a1/Col20a1/Col6a4/Cela2a/Thbs1/Gsto1/Hmcn1/Matn1/Col2a1/Dag1/Lrrc15/Itgb1/Ache/Serpinc1	27
GO:0072686	GO:0072686	mitotic spindle	21/493	98/8052	3.34670918281459e-07	1.06837254682158e-05	9.64719408163559e-06	Kif11/Tpx2/Cdk1/Plk1/Kif23/Prc1/Racgap1/Haus1/Numa1/Kif18a/Nusap1/Aspm/Mad2l1/Kifc5b/Prc1/Cdc42/Ect2/Aurkb/Haus3/Prc1/Kif22	21
GO:0005874	GO:0005874	microtubule	33/493	230/8052	3.50245799626605e-06	0.000103822862032172	9.37500035090761e-05	Kif11/Kif4/Incenp/Tpx2/Cdk1/Plk1/Kif23/Prc1/Kif20a/Birc5/Haus1/Numa1/Kif18a/Nusap1/Aspm/Kntc1/Kifc5b/Nek2/Calm1/Prc1/Dynll2/Aurkb/Hspa8/Haus3/Tcp1/Prc1/Kif22/Tbcb/Katnal1/Eif3a/Ckap2/Tubb4b/Kif3b	33
GO:1990023	GO:1990023	mitotic spindle midzone	6/493	10/8052	8.69010999381918e-06	0.000240426376495664	0.000217100291775413	Prc1/Numa1/Kif18a/Prc1/Aurkb/Prc1	6
GO:0005876	GO:0005876	spindle microtubule	11/493	41/8052	2.38454920738444e-05	0.000618492450665339	0.000558486524887408	Kif11/Cdk1/Plk1/Birc5/Haus1/Numa1/Kif18a/Kntc1/Calm1/Aurkb/Haus3	11
GO:0005581	GO:0005581	collagen trimer	9/493	30/8052	5.0452502742261e-05	0.00118802465447965	0.0010727629093082	Col12a1/Col26a1/Col6a5/Col6a6/Col24a1/Col11a1/Col20a1/Col6a4/Col2a1	9
GO:0099513	GO:0099513	polymeric cytoskeletal fiber	37/493	307/8052	5.15287801942983e-05	0.00118802465447965	0.0010727629093082	Kif11/Kif4/Incenp/Tpx2/Cdk1/Plk1/Kif23/Prc1/Kif20a/Birc5/Haus1/Numa1/Kif18a/Nusap1/Aspm/Kntc1/Ldb3/Kifc5b/Nek2/Calm1/Actb/Prc1/Adora2a/Dynll2/Aurkb/Hspa8/Haus3/Tcp1/Prc1/Kif22/Tbcb/Katnal1/Eif3a/Ckap2/Tubb4b/Dapk3/Kif3b	37
GO:0000922	GO:0000922	spindle pole	14/493	84/8052	0.000518973151907225	0.0110779630629651	0.0100031828799381	Cenpf/Kif11/Tpx2/Plk1/Numa1/Aspm/Mad2l1/Kntc1/Kifc5b/Nek2/Calm1/Aurkb/Lats1/Katnal1	14
GO:0045171	GO:0045171	intercellular bridge	10/493	48/8052	0.000535081367717195	0.0110779630629651	0.0100031828799381	Tpx2/Kif23/Prc1/Kif20a/Ncaph2/Prc1/Kics2/Haus3/Prc1/Gstm5	10
GO:0009986	GO:0009986	cell surface	32/493	284/8052	0.000560571624872933	0.0110779630629651	0.0100031828799381	Notch1/Trpv1/Mif/Pcsk9/Il6st/Scnn1b/Mrc1/Tspear/Ptprt/Mrc2/Cd5l/Scara5/Eno1/Lipg/Pla2r1/Thbs1/Nlgn1/Phb/Hspa8/Dag1/Clec4b2/Lrrc15/Epha5/Notch2/Nt5e/Gria1/Adam17/Itgb1/Ache/Itgav/Itgb5/Ghsr	32
GO:0031226	GO:0031226	intrinsic component of plasma membrane	47/493	473/8052	0.000589346053107754	0.011117209638169	0.0100386217658546	Notch1/Slc6a13/Clca3a1/Trpv1/Slc28a3/Il6st/Slc6a8/Slco2a1/Scnn1b/Ptprt/Abcc1/Calm1/Mep1b/Has2/Npbwr1/Ddr1/Met/Scara5/Mdga1/Oprk1/Slc39a8/Glra3/Mmp24/Adora2a/Abcc3/Slc16a12/Nlgn1/Slc6a5/Phb/Atp1a3/Trpc7/Galr2/Trpa1/Adgrl1/Asic3/Epha5/Crhr1/Grm5/Notch2/Stom/Gria1/Adam17/Itgb1/Adrb2/Itgav/Itgb5/Slc28a2	47
GO:0005887	GO:0005887	integral component of plasma membrane	45/493	453/8052	0.000775661444530551	0.0136619733987327	0.0123364934177523	Notch1/Slc6a13/Clca3a1/Trpv1/Slc28a3/Il6st/Slc6a8/Slco2a1/Scnn1b/Ptprt/Abcc1/Calm1/Mep1b/Has2/Npbwr1/Ddr1/Met/Scara5/Oprk1/Slc39a8/Glra3/Mmp24/Adora2a/Abcc3/Slc16a12/Nlgn1/Slc6a5/Phb/Atp1a3/Trpc7/Galr2/Trpa1/Adgrl1/Asic3/Epha5/Grm5/Notch2/Stom/Gria1/Adam17/Itgb1/Adrb2/Itgav/Itgb5/Slc28a2	45
GO:0099512	GO:0099512	supramolecular fiber	41/493	402/8052	0.000790090027878517	0.0136619733987327	0.0123364934177523	Kif11/Kif4/Incenp/Tpx2/Cdk1/Plk1/Kif23/Prc1/Kif20a/Birc5/Haus1/Numa1/Kif18a/Nusap1/Aspm/Mmp2/Kntc1/Ldb3/Kifc5b/Nek2/Calm1/Actb/Col11a1/Prc1/Adora2a/Dynll2/Aurkb/Hspa8/Col2a1/Dag1/Haus3/Tcp1/Prc1/Kif22/Tbcb/Katnal1/Eif3a/Ckap2/Tubb4b/Dapk3/Kif3b	41
GO:0005813	GO:0005813	centrosome	39/493	378/8052	0.000848030514796186	0.0140773065456167	0.0127115310849449	Ccnb2/Cenpf/Chek1/Ndc80/Cdk1/Plk1/Kif23/Naa40/Hmmr/Ak5/Haus1/Pclaf/Numa1/Aspm/Ccdc77/Kifc5b/Rttn/Cdc20/Nek2/Ccne1/Calm1/Ccnf/Ola1/Arl2/Mastl/Cdc42/Cep70/Dynll2/Snap29/Aurkb/Prkar2a/Wrn/Haus3/Cetn3/Tcp1/Ccdc61/Prkar1a/Ckap2/Kif3b	39
GO:0099081	GO:0099081	supramolecular polymer	41/493	405/8052	0.000915651180000947	0.0146152015269382	0.0131972396793659	Kif11/Kif4/Incenp/Tpx2/Cdk1/Plk1/Kif23/Prc1/Kif20a/Birc5/Haus1/Numa1/Kif18a/Nusap1/Aspm/Mmp2/Kntc1/Ldb3/Kifc5b/Nek2/Calm1/Actb/Col11a1/Prc1/Adora2a/Dynll2/Aurkb/Hspa8/Col2a1/Dag1/Haus3/Tcp1/Prc1/Kif22/Tbcb/Katnal1/Eif3a/Ckap2/Tubb4b/Dapk3/Kif3b	41
GO:0043209	GO:0043209	myelin sheath	18/493	141/8052	0.0023121901302562	0.0355392186687526	0.032091215842932	Ass1/Glul/Akr1b3/Mif/Myoc/Calm1/Actb/Eno1/Sod2/Cdc42/Phb/Atp1a3/Gsto1/Hspa8/Tcp1/Itgb1/Tubb4b/Nsf	18
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	6/493	25/8052	0.00332894042478824	0.04933965272454	0.0445527365122035	Ccnb2/Ccna2/Cdk1/Cks1b/Ccne1/Ccnf	6
