""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"blastx"	"blastp"	"GOterms"	"kegg"
"PladumEVm046400"	-2.9326162310493	7.15130239820622	168.310514837367	1.73052329107946e-38	2.8791787270012e-35	" . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . ."
"PladumEVm063002"	-4.01446668717019	6.01674103048847	167.509535371912	2.58899851193459e-38	4.11168268220375e-35	" . . . . . . . . . . ."	" . . . . . . . . . . ."	" . . . . . . . . . . ."	" . . . . . . . . . . ."
"PladumEVm089920"	-3.56070390901825	3.4733442924252	160.425969592709	9.13229352410748e-37	1.38727479755996e-33	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm085941"	-3.69125129248883	1.90773965824061	158.469759079518	2.44341535766238e-36	3.55710371589025e-33	" ."	" ."	" ."	" ."
"PladumEVm115996"	-3.8970387517289	4.01446233753863	157.539002982969	3.90276020862469e-36	5.45434155716552e-33	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."
"PladumEVm032632"	-2.40810747438944	4.72031687855003	157.217808720564	4.58728826653196e-36	6.16443325939846e-33	" PRAX_HUMAN . . . OMLA_ACTPL PRAX_BOVIN PRAX_MOUSE PRAX_HUMAN PRAX_BOVIN PRAX_HUMAN PRAX_HUMAN PRAX_BOVIN PRAX_BOVIN SBI_STAAT . SBI_STAAT"	" PRAX_BOVIN . SBI_STAAW . OMLA_ACTPL PRAX_HUMAN PRAX_MOUSE PRAX_BOVIN PRAX_BOVIN PRAX_HUMAN PRAX_BOVIN PRAX_BOVIN PRAX_BOVIN SBI_STAAT PRAX_BOVIN SBI_STAAT"	" GO:0030054 . . . GO:0009279 GO:0005912 GO:0030054 GO:0030054 GO:0005912 GO:0030054 GO:0030054 GO:0005912 GO:0005912 GO:0005576 . GO:0005576"	" KEGG:bta:520296 . KEGG:sam:MW2341 . . KEGG:hsa:57716 KEGG:mmu:19153 KEGG:bta:520296 KEGG:bta:520296 KEGG:hsa:57716 KEGG:bta:520296 KEGG:bta:520296 KEGG:bta:520296 KEGG:sax:USA300HOU_2401 KEGG:bta:520296 KEGG:sax:USA300HOU_2401"
"PladumEVm015436"	2.65285434128357	4.72630121811875	149.203891777709	2.58805221189286e-34	3.34903541597499e-31	" CP3AP_MOUSE CP3AO_SHEEP CP3AL_CALJA CP9F2_DROME CP3A2_RAT CP3AL_CALJA CP3AL_CALJA CP3AA_MESAU CP3AC_CANLF CP3AS_BOVIN CP3AL_CALJA CP3AP_MOUSE CP3AP_MOUSE CP3AL_CALJA CP3AL_CALJA CP3A8_MACFA CP3AP_MOUSE"	" CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP6D3_MUSDO CP3AO_SHEEP CP3AA_MESAU CP3A2_RAT CP3AA_MESAU CP3A2_RAT CP3AS_BOVIN CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP3AO_SHEEP CP3AL_CALJA CP3AL_CALJA CP3AO_SHEEP"	" GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789"	" KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:mde:101899585 KEGG:oas:100170111 KEGG:cjc:100404344 KEGG:rno:266682 . KEGG:rno:266682 . KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:oas:100170111 KEGG:cjc:100404344 KEGG:cjc:100404344 KEGG:oas:100170111"
"PladumEVm017982"	5.32455431459861	5.11473988422588	147.534811654768	5.99542711407126e-34	7.48122242637627e-31	" I23O1_RAT I23O1_RAT I23O1_RAT I23O1_RAT . I23O1_RAT I23O1_RAT"	" . . . . . . ."	" GO:0005737 GO:0005737 GO:0005737 GO:0005737 . GO:0005737 GO:0005737"	" KEGG:rno:66029 KEGG:rno:66029 KEGG:rno:66029 KEGG:rno:66029 . KEGG:rno:66029 KEGG:rno:66029"
"PladumEVm062339"	-6.62122394039056	3.14750217008404	142.040666019905	9.5277308441692e-33	1.14789444125665e-29	" . ."	" . ."	" . ."	" . ."
"PladumEVm104642"	-5.37078394850377	3.65134866651517	141.479200554858	1.26403320058774e-32	1.4721351998445e-29	" ."	" ."	" ."	" ."
"PladumEVm051697"	3.74597870076345	4.27628988203858	138.257998155537	6.39979072319039e-32	7.21297703475964e-29	" ARF3_TAKRU ARF3_TAKRU ARF3_TAKRU ARF_DUGJA ARF1_DICDI ARF3_TAKRU ARF3_TAKRU ARF1_DICDI ARF3_TAKRU ARF3_TAKRU ARF3_TAKRU ARF1_DICDI ARF_DUGJA"	" ARF3_TAKRU ARF3_TAKRU ARF3_TAKRU ARF_DUGJA ARF1_DICDI ARF3_TAKRU ARF3_TAKRU ARF1_DICDI ARF3_TAKRU ARF3_TAKRU ARF3_TAKRU ARF1_DICDI ARF1_DICDI"	" GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794 GO:0005794"	" KEGG:tru:101061174 KEGG:tru:101061174 KEGG:tru:101061174 . KEGG:ddi:DDB_G0289173 KEGG:tru:101061174 KEGG:tru:101061174 KEGG:ddi:DDB_G0289173 KEGG:tru:101061174 KEGG:tru:101061174 KEGG:tru:101061174 KEGG:ddi:DDB_G0289173 KEGG:ddi:DDB_G0289173"
"PladumEVm015580"	5.21372495844011	5.68046181620853	137.965532591114	7.41527504506326e-32	8.09632171248329e-29	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . PKG1_ADECR . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."	" . . . KEGG:vg:1488950 . . . . . . . . . . . . . . . . . . . . . . . . . ."
"PladumEVm085825"	-3.41300904516705	5.28705614248023	136.093775797957	1.9032615027175e-31	2.0150925346499e-28	" . . . . ."	" . . . . ."	" . . . . ."	" . . . . ."
"PladumEVm075919"	-4.52565865460056	3.52489510760038	133.680014798114	6.41904322605029e-31	6.59632209632268e-28	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm013553"	3.8318376094489	5.04975316666997	130.323488515804	3.48154446965758e-30	3.47547663501046e-27	" CRYAA_DIDVI . CRYAA_DIDVI CRYAA_RHEAM CRYAA_DIDVI CRYAA_RHEAM CRYAA_DIDVI CRYAA_RHEAM CRYAA_DIDVI CRYAA_DIDVI CRYAA_RHEAM"	" . SPEN_DROME . . . . . . . . ."	" GO:0005737 . GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737"	" . KEGG:dme:Dmel_CG18497 . . . . . . . . ."
"PladumEVm020447"	2.13680391076014	4.23255561735949	128.669266278628	8.01151039823245e-30	7.7753933834401e-27	" CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU"	" CCNB_PATVU CCNB_PATVU . CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU CCNB_PATVU"	" GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049 GO:0007049"	" . . . . . . . . . . ."
"PladumEVm056579"	-3.39189300731845	5.80119341762306	126.118731970134	2.89626154761182e-29	2.73493195167593e-26	" . ."	" . ."	" . ."	" . ."
"PladumEVm078739"	-2.57570567574062	6.18889986877613	126.002371368145	3.07116068599299e-29	2.82377061073445e-26	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."	" . . . . . . ."
"PladumEVm027818"	-7.19898879527558	2.19160806602485	125.169094658113	4.67374485446684e-29	4.18707619154402e-26	" LIPP_MYOCO LIPP_MYOCO LIPHA_XENLA"	" LIPP_MYOCO LIPP_MYOCO LIPHA_XENLA"	" GO:0005576 GO:0005576 GO:0005576"	" . . KEGG:xla:398885"
"PladumEVm013119"	2.49457336789994	3.84454146582271	124.615264386542	6.17839702034157e-29	5.39667533734286e-26	" GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GLR2_CAEEL GLR2_CAEEL GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_HUMAN GRIA2_HUMAN"	" GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA3_MOUSE GRIA3_MOUSE GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA2_PONAB GRIA1_RAT GRIA1_MACFA"	" GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0016021 GO:0016021 GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0032281 GO:0032281"	" . . . . . . KEGG:mmu:53623 KEGG:mmu:53623 . . . . . . KEGG:rno:50592 KEGG:mcf:102123558"
"PladumEVm070730"	-2.98373762188593	3.22584752438689	122.114764578282	2.17863937624863e-28	1.85657271138416e-25	" . . . . . . . . . ."	" . . . . . . . . . ."	" . . . . . . . . . ."	" . . . . . . . . . ."
"PladumEVm095904"	-3.46237054736345	3.8647480935934	120.825746162383	4.17215100305021e-28	3.47073294989455e-25	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm080299"	-2.73048870221468	6.70322315886885	119.330010603242	8.86781219379363e-28	7.20540674974315e-25	" . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . ."
"PladumEVm030309"	-2.3284499543792	3.94962461282064	119.206796993151	9.43610357711591e-28	7.49290961092847e-25	" HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA HES1B_XENLA"	" HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES4A_XENLA HES4B_XENLA HES4B_XENLA HES4B_XENLA HES1A_XENLA HES4B_XENLA"	" GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634"	" KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398579 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:398258 KEGG:xla:397813 KEGG:xla:398258"
"PladumEVm068187"	-4.61341250585061	3.8374032149478	117.524095284845	2.20406143991739e-27	1.71128228109497e-24	" . . . . ."	" . . . . ."	" . . . . ."	" . . . . ."
"PladumEVm081354"	-5.81439598450283	3.72046990083824	115.599517778218	5.81656787799061e-27	4.36431093787479e-24	" . ."	" . ."	" . ."	" . ."
"PladumEVm097205"	-3.26207907340405	1.72137015658957	115.58108686616	5.87087821861288e-27	4.36431093787479e-24	" . ."	" . ."	" . ."	" . ."
"PladumEVm064818"	-2.92996320445803	7.74969628949733	115.44271080277	6.29516127212248e-27	4.58222166013932e-24	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm111573"	-3.49077440952888	2.46338883311165	113.497236339138	1.67915215490212e-26	1.19730402326786e-23	" ."	" ."	" ."	" ."
"PladumEVm005482"	3.8577763050897	0.988225388585957	113.067860718595	2.08514811481837e-26	1.45705979967278e-23	" RGS3_HUMAN RGS3_HUMAN . RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN"	" RGS3_HUMAN RGS3_HUMAN . RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN RGS3_HUMAN"	" GO:0005829 GO:0005829 . GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829"	" KEGG:hsa:5998 KEGG:hsa:5998 . KEGG:hsa:5998 KEGG:hsa:5998 KEGG:hsa:5998 KEGG:hsa:5998 KEGG:hsa:5998"
"PladumEVm068488"	-2.5319463583982	6.10927945394647	110.594671320977	7.25944403573751e-26	4.97328853263986e-23	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm040446"	3.47192693871126	1.30671536385986	109.437647974183	1.30134296258121e-25	8.74377341723558e-23	" . . . . . . . ."	" . . . . . . . ."	" . . . . . . . ."	" . . . . . . . ."
"PladumEVm098817"	-2.19826019926486	6.11111805484473	108.777946662711	1.81523978456053e-25	1.19665401571246e-22	" ."	" ."	" ."	" ."
"PladumEVm111875"	-2.32107275404166	3.58226831242449	108.66334505012	1.9232878565416e-25	1.2444028596242e-22	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm024181"	1.9984512182129	6.60217972558428	108.428117468373	2.16563663655517e-25	1.37573051717457e-22	" FOSL_DROYA FOSL_DROYA . . FOSL_DROYA FOSL_DROYA FOSL_DROYA FOSL_DROYA . . . . . . FOSL_DROYA . . FOSL_DROYA FOSL_DROYA FOSL_DROYA FOSL_DROYA FOSL_DROYA FOSL_DROYA FOSL1_RAT ."	" FOS_CYPCA FOS_CYPCA FOSL_DROER . FOS_CYPCA FOS_CYPCA FOS_CYPCA FOS_CYPCA FOSL_DROER FOSL1_RAT FOSL_DROER FOSL1_RAT FOSL1_RAT FOSL_DROER FOS_CYPCA FOSL_DROER . FOS_CYPCA FOSL_DROMO FOS_CYPCA FOS_CYPCA FOS_CYPCA FOS_CYPCA FOSL1_RAT ."	" GO:0005634 GO:0005634 . . GO:0005634 GO:0005634 GO:0005634 GO:0005634 . . . . . . GO:0005634 . . GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005829 ."	" KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:der:6554552 . KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:der:6554552 KEGG:rno:25445 KEGG:der:6554552 KEGG:rno:25445 KEGG:rno:25445 KEGG:der:6554552 KEGG:dya:Dyak_GE23884 KEGG:der:6554552 . KEGG:dya:Dyak_GE23884 KEGG:dmo:Dmoj_GI10426 KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:dya:Dyak_GE23884 KEGG:rno:25445 ."
"PladumEVm054058"	1.9922833557503	3.3600184606456	108.174893285619	2.46077141443613e-25	1.53530165087472e-22	" CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE CBX5_MOUSE"	" CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN CBX5_HUMAN"	" GO:0010369 GO:0010369 GO:0010369 GO:0010369 GO:0010369 GO:0010369"	" KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468 KEGG:hsa:23468"
"PladumEVm032374"	-3.33445270702683	3.54168577787272	107.726711365516	3.0851643143237e-25	1.89109747330098e-22	" . . . . . ."	" . . . . . ."	" . . . . . ."	" . . . . . ."
"PladumEVm000424"	1.82581954603565	4.84687871495436	106.434621796545	5.92141397069368e-25	3.56703935727701e-22	" CENPE_HUMAN CENPE_HUMAN . . . CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN . . . . . . . . . . . . . . . . CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN . . . . . ."	" CENPE_HUMAN CENPE_HUMAN . . . CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN CENPE_HUMAN . . . . . . . . . . . . . . . . CENPE_MOUSE . CENPE_HUMAN CENPE_MOUSE CENPE_MOUSE CENPE_HUMAN . . . . . ."	" GO:0005694 GO:0005694 . . . GO:0005694 GO:0005694 GO:0005694 GO:0005694 GO:0005694 . . . . . . . . . . . . . . . . GO:0005694 GO:0005694 GO:0005694 GO:0005694 GO:0005694 GO:0005694 . . . . . ."	" KEGG:hsa:1062 KEGG:hsa:1062 . . . KEGG:hsa:1062 KEGG:hsa:1062 KEGG:hsa:1062 KEGG:hsa:1062 KEGG:hsa:1062 . . . . . . . . . . . . . . . . KEGG:mmu:229841 KEGG:hsa:1062 KEGG:hsa:1062 KEGG:mmu:229841 KEGG:mmu:229841 KEGG:hsa:1062 . . . . . ."
"PladumEVm040283"	2.2295781114843	4.96132909642437	105.850447960252	7.95153079158403e-25	4.7087887174094e-22	" JDP2_HUMAN JDP2_HUMAN JDP2_HUMAN JDP2_HUMAN JDP2_HUMAN JDP2_HUMAN JDP2_HUMAN ."	" FOS_TETFL FOS_TAKRU FOS_TAKRU FOS_TAKRU FOS_TAKRU FOS_TETFL FOS_TETFL ."	" GO:0000785 GO:0000785 GO:0000785 GO:0000785 GO:0000785 GO:0000785 GO:0000785 ."	" KEGG:hsa:122953 KEGG:hsa:122953 KEGG:hsa:122953 KEGG:hsa:122953 KEGG:hsa:122953 KEGG:hsa:122953 KEGG:hsa:122953 ."
"PladumEVm021990"	-2.55438702945072	6.52732409394301	105.190972155383	1.10914066977273e-24	6.45871097686491e-22	" . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . ."	" . . . . . . . . . . . . . . . . . ."
"PladumEVm076567"	-2.85292962898149	5.00266726873885	104.602269804776	1.49285697434478e-24	8.55064423387416e-22	" . ."	" . ."	" . ."	" . ."
"PladumEVm072801"	3.58559554766972	1.81347687699994	103.62057417828	2.45019521046257e-24	1.38076403965084e-21	" H3_URECA H3_URECA H3_URECA"	" H3_URECA H3_URECA H3_URECA"	" GO:0000786 GO:0000786 GO:0000786"	" . . ."
"PladumEVm048398"	-3.52021693680033	4.49534409249896	103.359350291484	2.79552081559606e-24	1.55036034565255e-21	" . . ."	" . . ."	" . . ."	" . . ."
"PladumEVm008943"	3.13288736367564	1.55729085335676	102.406079249767	4.52311453445072e-24	2.4496004631164e-21	" OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME"	" OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME BAG3_HUMAN OTOP_DROME OTOP_DROME OTOP_DROME OTOP_DROME"	" GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021 GO:0016021"	" KEGG:dme:Dmel_CG42265 KEGG:dme:Dmel_CG42265 KEGG:dme:Dmel_CG42265 KEGG:dme:Dmel_CG42265 KEGG:hsa:9531 KEGG:dme:Dmel_CG42265 KEGG:dme:Dmel_CG42265 KEGG:dme:Dmel_CG42265 KEGG:dme:Dmel_CG42265"
"PladumEVm080274"	-2.75708524043354	5.28611267486816	102.391206370704	4.55720055246476e-24	2.4496004631164e-21	" . . . ."	" . . . ."	" . . . ."	" . . . ."
"PladumEVm070357"	2.24453315616485	4.74353589454455	102.152725612371	5.14020548283584e-24	2.72111574795153e-21	" VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL"	" VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL VKT1_ANTEL"	" GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576"	" . . . . . . . ."
"PladumEVm024997"	2.58517650588113	4.55861153316989	101.493289135918	7.17059594302402e-24	3.73930524855696e-21	" PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON3_RABIT"	" PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON1_RABIT PON3_RABIT"	" GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0034364 GO:0005615"	" KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100009133 KEGG:ocu:100008754"
