ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006260	GO:0006260	DNA replication	52/778	171/7982	1.94235561682778e-14	7.16905800392799e-12	6.5854219621252e-12	Rrm2/Cdt1/Ccna2/Cdk1/Orc1/Prim2/Chaf1b/Mcm7/Mcm3/Gins3/Cdc45/Pcna/Fen1/Rpa2/Pold2/Rad51/Mcm4/Ssbp1/Pclaf/Rfc3/Dscc1/Gins2/Cenpx/Esco2/Rfc5/Rmi2/Mcm2/Rfc4/Pole2/Rrm1/Pold1/Mcm9/Orc2/Tipin/Dbf4/Mms22l/Pola1/Timeless/Ccne1/Orc4/Lig1/Pole/E2f8/Brca2/Wrn/Mcm8/Gen1/Blm/Mcm6/Mcmbp/Traip/Twnk	52
GO:0048285	GO:0048285	organelle fission	69/778	275/7982	4.68730128228542e-14	1.58587026717324e-11	1.45676389852081e-11	Ccnb2/Bub1/Bmp7/Ndc80/Kif11/Cdt1/Birc5/Mis12/Trip13/Kif23/Tpx2/Prc1/Chek1/Racgap1/Ncapg/Smc2/Incenp/Cdc20/Cenpc1/Plk1/Cenpk/Nusap1/Kntc1/Kif18a/Numa1/Mad2l1/Rad51/Ncaph2/Aspm/Dscc1/Rcc1/Ncapg2/Cenpx/Ncapd2/Nek2/Nsmce2/Kifc5b/Ncapd3/Mnd1/Tnks/Mastl/Ncaph/Prc1/Anapc4/Aaas/Fancd2/Spdl1/Prc1/Ccne1/Mki67/Rad54b/Fanca/Bora/Fbxo43/Inf2/Brca2/Cit/Hspa1b/Cdc16/Ccdc61/Gen1/Cdkn1b/Psmc3ip/Aurkb/Anapc1/Kif3b/Kif22/Nanos2/Fgfr3	69
GO:0051276	GO:0051276	chromosome organization	93/778	486/7982	5.30636504188623e-11	1.6572186207737e-08	1.52230375250226e-08	Bub1/Ndc80/Cdt1/Cenph/Birc5/Mis12/Trip13/Kif23/Prc1/Cdk1/Racgap1/Ncapg/Smc2/Incenp/H4c8/Cdc20/Cenpc1/Chaf1b/Plk1/Cenpk/Nusap1/Mcm7/Mcm3/Fbxo4/Kntc1/Kmt5a/Pcna/Dnmt1/Fen1/Apex1/Rpa2/Kif18a/Numa1/Mad2l1/Rad51/Mcm4/Ssbp1/Ncaph2/Cbx7/Cenpt/Dscc1/Asf1a/Ncapg2/Cenpx/Ncapd2/Esco2/Nek2/Nsmce2/Rmi2/Kifc5b/Hdac8/H2bc7/Mcm2/Mcm9/Ncapd3/Mcph1/Shprh/Tnks/Pnkp/Ncaph/Nudt5/Prc1/Anapc4/Fancd2/Spdl1/Prc1/Ccne1/Mki67/Pak1/Smarcb1/Bmi1/Brca2/Cit/Kdm3b/Cenpi/Wrn/Mcm8/Cdc16/Gen1/Blm/Mcm6/Mcmbp/Lats1/Psmc3ip/0610010K14Rik/Aurkb/Anapc1/Nhp2/Hat1/Kif22/Uhrf1/Parp1/Twnk	93
GO:0010564	GO:0010564	regulation of cell cycle process	73/778	352/7982	1.78985908121425e-10	5.19059133552134e-08	4.76802310130985e-08	Bub1/Bmp7/Ndc80/Kif11/Cenpf/Cdt1/Birc5/Kif20a/Trip13/Kif23/Tpx2/Prc1/Chek1/Cdk1/Racgap1/Cyp1a1/Cdc25a/Incenp/Orc1/Cdc20/Plk1/Nusap1/Fbxo4/Kntc1/Fen1/Apex1/Rpa2/Clspn/Numa1/Mad2l1/Rcc1/Calm1/Nek2/Ccnf/Nsmce2/Rmi2/Kifc5b/Hdac8/Pin1/Mcph1/Tipin/Tnks/Dbf4/Prc1/Anapc4/Fancd2/Spdl1/Timeless/Prc1/Mki67/Bora/Susd2/Fbxo43/Rad51b/Insm2/E2f8/Brca2/Cit/Hspa1b/Cdc16/Gen1/Cdkn1b/Ect2/Klhl9/Blm/Nubp1/Aurkb/Cry1/Ctdspl/Anapc1/Kif3b/Nanos2/Fgfr3	73
GO:0051225	GO:0051225	spindle assembly	28/778	77/7982	2.28203697973354e-10	6.17671342514545e-08	5.67386457487434e-08	Ccnb2/Ndc80/Kif11/Kif23/Tpx2/Prc1/Racgap1/Haus1/Incenp/Cdc20/Plk1/Numa1/Aspm/Rcc1/Nek2/Kifc5b/Haus7/Tnks/Prc1/Aaas/Prc1/Haus3/Haus6/Hspa1b/Ccdc61/Haus4/Aurkb/Kif3b	28
GO:0009410	GO:0009410	response to xenobiotic stimulus	43/778	162/7982	5.01176227585091e-10	1.27173467749717e-07	1.16820221995656e-07	Fos/Cyp2g1/Cyp1a1/Gsta4/Mcm7/Pcna/Dnmt1/Nr1i2/Scnn1b/Cyp46a1/Cyp2b19/Mmp7/Mgst1/Abcc1/Pemt/Sod2/Ugt1a6a/Mmp9/Cyp2u1/Mmp2/Chrna3/Nceh1/Cryz/Cyp2r1/Rad54b/Ugt1a7c/Gsto2/P2rx7/Cyp2j9/Cyp2j13/As3mt/Tpmt/P2rx7/Cyp2j12/Chrna7/Blm/Asic2/Gsto1/Cyp2c23/Mylk/Gstm1/Acaa1a/Gabrg3	43
GO:0006805	GO:0006805	xenobiotic metabolic process	22/778	54/7982	1.6149545039123e-09	3.85689134463762e-07	3.54290019031659e-07	Cyp2g1/Cyp1a1/Gsta4/Nr1i2/Cyp46a1/Cyp2b19/Ugt1a6a/Cyp2u1/Nceh1/Cryz/Cyp2r1/Ugt1a7c/Gsto2/Cyp2j9/Cyp2j13/As3mt/Tpmt/Cyp2j12/Gsto1/Cyp2c23/Gstm1/Acaa1a	22
GO:0071466	GO:0071466	cellular response to xenobiotic stimulus	27/778	80/7982	3.24811289330334e-09	7.32629908156199e-07	6.72986197717763e-07	Cyp2g1/Cyp1a1/Gsta4/Mcm7/Pcna/Nr1i2/Cyp46a1/Cyp2b19/Ugt1a6a/Cyp2u1/Nceh1/Cryz/Cyp2r1/Ugt1a7c/Gsto2/Cyp2j9/Cyp2j13/As3mt/Tpmt/Cyp2j12/Blm/Asic2/Gsto1/Cyp2c23/Mylk/Gstm1/Acaa1a	27
GO:0006281	GO:0006281	DNA repair	64/778	316/7982	6.88180826364798e-09	1.4705337658111e-06	1.35081699047672e-06	Trip13/Chek1/Rnaseh2a/Smc2/Nudt1/Chaf1b/Mcm7/Mcm3/Cdc45/Pcna/Fen1/Apex1/Rpa2/Clspn/Fanci/Pold2/Rad51/Mcm4/Pclaf/Rfc3/Gins2/Asf1a/Cenpx/Esco2/Rfc5/Nsmce2/Rmi2/Mcm2/Rfc4/Pole2/Pold1/Mcm9/Ung/Shprh/Ube2t/Pnkp/Tdp2/Mms22l/Pola1/Fancd2/Timeless/Parpbp/Rad54b/Fanca/Aptx/Bard1/Lig1/Rad51b/Pole/Brca2/Wrn/Mcm8/Gen1/Blm/Mcm6/Exo1/Rbbp8/Ogg1/Gtf2h4/Traip/Kif22/Uhrf1/Parp1/Ube2a	64
GO:0007051	GO:0007051	spindle organization	32/778	115/7982	2.50779804160631e-08	5.09083002446081e-06	4.67638340074272e-06	Ccnb2/Ndc80/Kif11/Kif4/Cenph/Kif23/Tpx2/Prc1/Racgap1/Haus1/Incenp/Cdc20/Plk1/Tbce/Numa1/Aspm/Rcc1/Nek2/Kifc5b/Haus7/Tnks/Prc1/Aaas/Prc1/Bora/Haus3/Haus6/Hspa1b/Ccdc61/Haus4/Aurkb/Kif3b	32
GO:0006690	GO:0006690	icosanoid metabolic process	21/778	58/7982	4.54613484011487e-08	8.78919402422207e-06	8.0736620243243e-06	Hpgds/Cyp2g1/Ces2g/Avp/Ptgr1/Cyp4f40/Mif/Cyp2b19/Aloxe3/Mgst3/Cyp2u1/Fabp5/Mgst2/Cyp4f14/Hpgd/Cyp2j9/Cyp2j13/Cyp2j12/Cyp2c23/Tlr2/Alox5	21
GO:0051784	GO:0051784	negative regulation of nuclear division	16/778	36/7982	6.4171969750936e-08	1.18426453267636e-05	1.08785305659123e-05	Bub1/Bmp7/Ndc80/Cdt1/Birc5/Trip13/Chek1/Plk1/Kntc1/Mad2l1/Spdl1/Fbxo43/Gen1/Aurkb/Nanos2/Fgfr3	16
GO:0042178	GO:0042178	xenobiotic catabolic process	14/778	28/7982	6.80208188328048e-08	1.19211183079497e-05	1.09506150285366e-05	Cyp2g1/Cyp1a1/Nr1i2/Cyp2b19/Cyp2u1/Cryz/Cyp2r1/Cyp2j9/Cyp2j13/Cyp2j12/Gsto1/Cyp2c23/Gstm1/Acaa1a	14
GO:0033045	GO:0033045	regulation of sister chromatid segregation	18/778	45/7982	7.04696648745792e-08	1.19211183079497e-05	1.09506150285366e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Numa1/Mad2l1/Nsmce2/Rmi2/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	18
GO:0071103	GO:0071103	DNA conformation change	29/778	103/7982	8.57291017280096e-08	1.3686143192294e-05	1.25719484911324e-05	Cdk1/Ncapg/Smc2/Incenp/H4c8/Chaf1b/Nusap1/Mcm7/Mcm3/Rad51/Mcm4/Ssbp1/Ncaph2/Asf1a/Ncapg2/Ncapd2/H2bc7/Mcm2/Mcm9/Ncapd3/Mcph1/Shprh/Ncaph/Wrn/Mcm8/Blm/Mcm6/Hat1/Twnk	29
GO:0033559	GO:0033559	unsaturated fatty acid metabolic process	20/778	55/7982	8.76452519703556e-08	1.3686143192294e-05	1.25719484911324e-05	Hpgds/Cyp2g1/Ces2g/Avp/Ptgr1/Cyp4f40/Mif/Cyp2b19/Aloxe3/Cyp2u1/Fabp5/Cyp4f14/Hpgd/Cyp2j9/Cyp2j13/Decr2/Cyp2j12/Cyp2c23/Alox5/Ephx2	20
GO:1902850	GO:1902850	microtubule cytoskeleton organization involved in mitosis	27/778	92/7982	9.33240753424541e-08	1.40331757737172e-05	1.28907290034431e-05	Ndc80/Kif11/Kif4/Cenph/Kif23/Tpx2/Prc1/Racgap1/Cdc20/Plk1/Nusap1/Tbce/Numa1/Mad2l1/Rcc1/Nek2/Kifc5b/Mcph1/Prc1/Aaas/Spdl1/Prc1/Bora/Hspa1b/Ccdc61/Aurkb/Kif3b	27
GO:0051383	GO:0051383	kinetochore organization	10/778	15/7982	1.39549099703557e-07	1.9536873958498e-05	1.79463687930927e-05	Ndc80/Cdt1/Cenph/Mis12/Smc2/Cenpc1/Cenpk/Kntc1/Cenpt/Cenpx	10
GO:1902969	GO:1902969	mitotic DNA replication	10/778	15/7982	1.39549099703557e-07	1.9536873958498e-05	1.79463687930927e-05	Mcm3/Gins3/Cdc45/Rad51/Mcm4/Mcm2/Pola1/Lig1/Brca2/Mcm6	10
GO:0007088	GO:0007088	regulation of mitotic nuclear division	22/778	67/7982	1.63546740239093e-07	2.21333255123572e-05	2.03314421286704e-05	Bub1/Bmp7/Ndc80/Cdt1/Birc5/Trip13/Chek1/Plk1/Nusap1/Kntc1/Mad2l1/Rcc1/Nsmce2/Anapc4/Spdl1/Mki67/Bora/Fbxo43/Cdc16/Gen1/Aurkb/Fgfr3	22
GO:0006270	GO:0006270	DNA replication initiation	12/778	22/7982	1.7422069655282e-07	2.281729122595e-05	2.095972590447e-05	Cdt1/Orc1/Mcm7/Mcm3/Gins3/Cdc45/Mcm4/Mcm2/Pola1/Ccne1/Orc4/Mcm6	12
GO:0044786	GO:0044786	cell cycle DNA replication	14/778	30/7982	2.04625847050407e-07	2.59619043445204e-05	2.38483347401181e-05	Cdt1/Mcm3/Gins3/Cdc45/Pcna/Rad51/Mcm4/Mcm2/Dbf4/Pola1/Lig1/E2f8/Brca2/Mcm6	14
GO:0051306	GO:0051306	mitotic sister chromatid separation	17/778	44/7982	2.9689538786295e-07	3.54528021977522e-05	3.25665745881867e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Mad2l1/Ncaph2/Nsmce2/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	17
GO:1905818	GO:1905818	regulation of chromosome separation	17/778	44/7982	2.9689538786295e-07	3.54528021977522e-05	3.25665745881867e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Numa1/Mad2l1/Nsmce2/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	17
GO:0051304	GO:0051304	chromosome separation	21/778	64/7982	3.16831488438238e-07	3.67524526588356e-05	3.37604199559903e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Numa1/Mad2l1/Ncaph2/Cenpx/Nsmce2/Ncapd3/Ncaph/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	21
GO:0051983	GO:0051983	regulation of chromosome segregation	19/778	54/7982	3.36433853036422e-07	3.73016992730343e-05	3.42649521712109e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Numa1/Mad2l1/Nsmce2/Rmi2/Anapc4/Spdl1/Mki67/Cit/Cdc16/Gen1/Aurkb/Anapc1	19
GO:0045839	GO:0045839	negative regulation of mitotic nuclear division	14/778	31/7982	3.39941594360165e-07	3.73016992730343e-05	3.42649521712109e-05	Bub1/Bmp7/Ndc80/Cdt1/Birc5/Trip13/Chek1/Plk1/Kntc1/Mad2l1/Spdl1/Gen1/Aurkb/Fgfr3	14
GO:0007091	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	16/778	40/7982	3.79283644917596e-07	3.94843999580882e-05	3.62699582710673e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Mad2l1/Nsmce2/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	16
GO:0010965	GO:0010965	regulation of mitotic sister chromatid separation	16/778	40/7982	3.79283644917596e-07	3.94843999580882e-05	3.62699582710673e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Mad2l1/Nsmce2/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	16
GO:1903046	GO:1903046	meiotic cell cycle process	28/778	104/7982	3.98724177629978e-07	4.04705040294427e-05	3.71757831932371e-05	Ccnb2/Bub1/Ndc80/Trip13/Cdc25a/Smc2/Incenp/Cdc20/Cenpc1/Plk1/Kif18a/Rad51/Ncaph2/Aspm/Cenpx/Ncapd2/Ncapd3/Mnd1/Mastl/Ncaph/Fancd2/Ccne1/Rad54b/Fanca/Fbxo43/Brca2/Psmc3ip/Nanos2	28
GO:0007052	GO:0007052	mitotic spindle organization	23/778	76/7982	4.55159254372785e-07	4.39315096348584e-05	4.03550268696664e-05	Ndc80/Kif11/Kif4/Cenph/Kif23/Tpx2/Prc1/Racgap1/Cdc20/Plk1/Tbce/Numa1/Rcc1/Nek2/Kifc5b/Prc1/Aaas/Prc1/Bora/Hspa1b/Ccdc61/Aurkb/Kif3b	23
GO:0120254	GO:0120254	olefinic compound metabolic process	23/778	76/7982	4.55159254372785e-07	4.39315096348584e-05	4.03550268696664e-05	Cyp2g1/Rdh12/Cyp1a1/Scnn1b/Cyp46a1/Cyp4f40/Cyp17a1/Cyp2b19/Aloxe3/Stat5b/Rdh1/Cyp2u1/Cyp4f14/Egr1/Cyp2j9/Cyp2j13/Adh6b/Adh1/Cyp2j12/Cyp2c23/Rdh13/Alox5/Ephx2	23
GO:0140013	GO:0140013	meiotic nuclear division	26/778	93/7982	4.65284461649978e-07	4.39315096348584e-05	4.03550268696664e-05	Ccnb2/Bub1/Ndc80/Trip13/Smc2/Incenp/Cdc20/Cenpc1/Plk1/Kif18a/Rad51/Ncaph2/Aspm/Cenpx/Ncapd3/Mnd1/Mastl/Ncaph/Fancd2/Ccne1/Rad54b/Fanca/Fbxo43/Brca2/Psmc3ip/Nanos2	26
GO:0051783	GO:0051783	regulation of nuclear division	24/778	82/7982	5.10543158220514e-07	4.71092095994383e-05	4.32740289372077e-05	Bub1/Bmp7/Ndc80/Cdt1/Birc5/Trip13/Chek1/Cdc20/Plk1/Nusap1/Kntc1/Mad2l1/Rcc1/Nsmce2/Anapc4/Spdl1/Mki67/Bora/Fbxo43/Cdc16/Gen1/Aurkb/Nanos2/Fgfr3	24
GO:0033260	GO:0033260	nuclear DNA replication	13/778	28/7982	6.06356226104111e-07	5.47068061773932e-05	5.02531019669442e-05	Cdt1/Mcm3/Gins3/Cdc45/Pcna/Rad51/Mcm4/Mcm2/Dbf4/Pola1/Lig1/Brca2/Mcm6	13
GO:0044784	GO:0044784	metaphase/anaphase transition of cell cycle	16/778	42/7982	8.33125851787885e-07	7.35324121360612e-05	6.75461073886608e-05	Bub1/Ndc80/Cdt1/Birc5/Trip13/Plk1/Kntc1/Mad2l1/Nsmce2/Anapc4/Spdl1/Cit/Cdc16/Gen1/Aurkb/Anapc1	16
GO:0030261	GO:0030261	chromosome condensation	11/778	21/7982	9.93581120083247e-07	8.40930632787069e-05	7.72470114587655e-05	Cdk1/Ncapg/Smc2/Incenp/Nusap1/Ncaph2/Ncapg2/Ncapd2/Ncapd3/Mcph1/Ncaph	11
GO:0006271	GO:0006271	DNA strand elongation involved in DNA replication	8/778	11/7982	9.94203703787667e-07	8.40930632787069e-05	7.72470114587655e-05	Mcm7/Mcm3/Pcna/Pold2/Mcm4/Pola1/Lig1/Pole	8
GO:0090307	GO:0090307	mitotic spindle assembly	16/778	43/7982	1.20823055889578e-06	0.000100110532022794	9.19604913032818e-05	Kif11/Kif23/Tpx2/Prc1/Racgap1/Cdc20/Plk1/Nek2/Kifc5b/Prc1/Aaas/Prc1/Hspa1b/Ccdc61/Aurkb/Kif3b	16
GO:0045005	GO:0045005	DNA-dependent DNA replication maintenance of fidelity	14/778	34/7982	1.34955392014838e-06	0.000109583778316049	0.000100662516612331	Pcna/Rad51/Cenpx/Pold1/Mcm9/Tipin/Mms22l/Timeless/Pole/Brca2/Wrn/Gen1/Blm/Traip	14
GO:0000226	GO:0000226	microtubule cytoskeleton organization	64/778	365/7982	1.74930832086629e-06	0.000139258662406218	0.000127921555847869	Cryab/Ccnb2/Ndc80/Kif11/Kif4/Cenph/Birc5/Kif20a/Kif23/Tpx2/Prc1/Chek1/Racgap1/Haus1/Incenp/Cdc20/Plk1/Nusap1/Tbcd/Kif18a/Tbce/Numa1/Mad2l1/Pclaf/Aspm/Rcc1/Nek2/Ccnf/Wee1/Kifc5b/Sass6/Haus7/Mcph1/Tnks/Dag1/Prc1/Aaas/Ska3/Spdl1/Prc1/Tubb4b/Rttn/Tuba1c/Bora/Pak1/Tuba3a/Cep70/Haus3/Brca2/Haus6/Ckap2/Mark3/Hspa1b/Ska2/Ccdc61/Gen1/Cdkn1b/Nubp1/Haus4/Aurkb/Tuba1a/Kif3b/Katnal1/Ska1	64
